ID,Region,District,Education,Gender_HH_Head,Age_HH_Head,Household_Size,Dependents,Livelihood_Main,Livelihood_Secondary,Crop,Yield,Farm_Size_Acres,Water_Source,Irrigation,Livestock_TLU,Food_Insecurity_Score,Food_Consumption_Score,Months_Food_Secure,Coping_Strategy_Index,Savings_UGX,Loan_UGX,Income_UGX,Expenditure_Food_Pct,Shocks_Last_Year,Assistance_Received
655,Eastern,Mbarara,University,Male,52,9,3,Small Business,Commercial Farming,Maize,0.5,0.5,Rain,Yes,3.4,5,23,12,16,13240,257370,521350,65,None,Cash
656,Central,Mbarara,Secondary,Male,60,9,0,Small Business,Boda Boda,Coffee,0.5,2.5,Rain,No,3.8,7,102,3,16,379834,327156,250172,40,Flood,Food
657,Central,Kampala,Secondary,Male,61,5,2,Livestock,Livestock,Maize,0.5,5.3,Borehole,No,0.8,9,26,12,4,349584,259629,526950,83,None,Food
658,Western,Mbale,Secondary,Male,71,3,3,Small Business,Fishing,Beans,0.5,5.8,Rain,Yes,2.8,2,89,4,3,483953,142537,416224,73,Price Rise,None
659,Eastern,Mbale,None,Female,35,10,2,Fishing,Small Business,Coffee,0.5,1.9,Rain,Yes,3.6,9,74,7,5,54096,24053,693084,78,Price Rise,None
660,Central,Mbale,None,Male,64,9,0,Construction,Fishing,Beans,0.5,1.0,Rain,Yes,5.8,2,39,5,29,421231,23834,723561,65,Drought,Cash
661,Central,Mbale,Secondary,Female,33,10,0,Casual Labor,Casual Labor,Maize,0.5,4.4,Rain,Yes,6.0,7,103,4,3,848451,75401,860010,37,Drought,None
662,Central,Kampala,Primary,Male,62,2,4,Boda Boda,Small Business,Coffee,0.5,5.1,Borehole,No,0.3,10,93,10,34,324843,39498,604125,76,Price Rise,Food
663,Western,Gulu,Secondary,Male,57,5,1,Charcoal Burning,Casual Labor,Maize,0.5,5.3,Rain,Yes,1.5,0,70,12,14,677981,476769,580078,52,Flood,Food
664,Western,Mbale,None,Male,73,10,2,Charcoal Burning,Boda Boda,Coffee,0.5,3.4,Rain,No,3.8,0,37,12,31,306688,131044,859326,60,Flood,Cash
665,Western,Mbarara,University,Female,41,6,4,Subsistence Farming,Subsistence Farming,Maize,1.54,4.0,Rain,No,3.3,8,23,7,26,176632,253646,392021,71,Price Rise,Cash
666,Central,Gulu,University,Male,44,8,4,Small Business,Boda Boda,Coffee,0.5,5.2,Borehole,Yes,0.4,8,102,11,2,436559,432473,843257,50,Price Rise,Food
667,Northern,Kampala,Secondary,Female,46,9,4,Casual Labor,Construction,Beans,0.5,2.7,Borehole,No,2.8,5,45,11,29,615684,244256,171582,38,Drought,Food
668,Western,Mbarara,None,Female,48,4,4,Commercial Farming,Fishing,Beans,2.85,3.2,Rain,No,7.0,2,93,8,33,275270,481059,1884209,80,Price Rise,None
669,Eastern,Gulu,Secondary,Female,38,5,4,Subsistence Farming,Boda Boda,Maize,0.77,2.4,Borehole,Yes,1.8,4,60,7,2,945177,224819,123189,67,Drought,Cash
670,Western,Mbale,Primary,Female,55,6,0,Casual Labor,Subsistence Farming,Coffee,0.5,5.4,Rain,No,3.6,8,23,9,14,880459,30885,877280,67,None,Cash
671,Northern,Mbarara,Primary,Male,41,9,3,Livestock,Fishing,Beans,0.5,3.9,Borehole,No,4.0,1,101,4,12,817291,326949,211837,43,None,Cash
672,Northern,Gulu,Primary,Female,33,6,0,Salaried Employment,Commercial Farming,Maize,0.5,4.3,Rain,No,5.6,0,63,7,25,120679,54767,1542286,58,Price Rise,None
673,Northern,Gulu,Secondary,Female,59,3,1,Boda Boda,Salaried Employment,Maize,0.5,3.8,Rain,No,7.9,0,73,8,4,671047,317994,667895,79,Price Rise,Food
674,Eastern,Gulu,University,Male,64,8,0,Charcoal Burning,Livestock,Maize,0.5,6.0,Borehole,Yes,1.4,7,96,3,1,583756,320406,681612,58,Drought,Cash
675,Northern,Gulu,Primary,Male,38,6,2,Small Business,Commercial Farming,Coffee,0.5,3.6,Borehole,No,1.7,5,92,2,30,799726,32801,624792,83,None,Food
676,Northern,Mbale,Primary,Female,53,3,3,Small Business,Small Business,Coffee,0.5,5.8,Borehole,Yes,3.3,4,81,4,22,659621,211973,611929,52,Price Rise,Cash
677,Northern,Mbale,Secondary,Male,61,2,3,Subsistence Farming,Fishing,Coffee,5.98,2.3,Rain,Yes,1.6,1,22,4,2,812383,178954,450559,52,None,Cash
678,Northern,Mbale,University,Female,61,2,0,Subsistence Farming,Commercial Farming,Beans,3.77,1.5,Rain,No,4.8,1,106,8,9,181632,264878,424247,79,Drought,None
679,Eastern,Gulu,Primary,Female,37,9,0,Construction,Salaried Employment,Beans,0.5,2.9,Rain,Yes,7.8,6,104,4,32,327499,43511,165473,57,Flood,None
680,Eastern,Mbale,None,Female,71,6,3,Livestock,Salaried Employment,Maize,0.5,1.8,Rain,No,1.5,5,77,7,7,621254,356776,697534,53,Drought,None
681,Northern,Kampala,None,Male,47,2,0,Commercial Farming,Subsistence Farming,Beans,5.98,5.5,Rain,Yes,4.6,4,101,5,24,753819,33203,1214705,48,Drought,Cash
682,Eastern,Gulu,University,Male,50,10,1,Commercial Farming,Subsistence Farming,Beans,5.98,1.6,Rain,No,1.5,4,32,11,12,753844,337000,633052,50,None,Food
683,Western,Kampala,None,Female,51,8,4,Salaried Employment,Casual Labor,Maize,0.5,2.5,Borehole,No,3.2,4,78,7,34,10291,235577,1958823,75,Flood,Food
684,Northern,Gulu,University,Female,43,2,3,Charcoal Burning,Fishing,Maize,0.5,1.0,Borehole,No,0.9,8,34,2,25,677244,220618,721061,56,Drought,Food
685,Central,Gulu,Primary,Female,59,9,4,Charcoal Burning,Salaried Employment,Maize,0.5,4.0,Borehole,Yes,6.7,10,28,2,10,313841,494861,208128,49,Price Rise,Cash
686,Western,Kampala,None,Male,43,10,2,Commercial Farming,Livestock,Coffee,1.23,2.6,Borehole,Yes,1.5,1,79,7,29,376370,162047,1775456,38,Price Rise,None
687,Central,Mbarara,University,Male,35,3,2,Construction,Livestock,Maize,0.5,3.7,Borehole,No,1.1,4,74,8,21,32489,222741,316939,68,Flood,Food
688,Western,Kampala,None,Female,61,6,0,Small Business,Casual Labor,Maize,0.5,2.9,Borehole,No,0.8,9,72,10,0,723120,460052,123026,63,None,Cash
689,Western,Kampala,University,Male,68,10,0,Charcoal Burning,Casual Labor,Beans,0.5,1.1,Rain,Yes,7.5,10,45,6,29,684024,404944,456676,44,None,Food
690,Eastern,Kampala,None,Female,47,2,3,Commercial Farming,Boda Boda,Maize,0.95,3.8,Rain,Yes,6.3,5,42,7,10,384069,195020,2069918,80,None,Cash
691,Central,Gulu,Secondary,Female,35,2,2,Small Business,Salaried Employment,Beans,0.5,3.1,Borehole,No,2.6,7,53,9,13,538281,393149,144334,60,Price Rise,None
692,Northern,Gulu,None,Female,34,6,4,Commercial Farming,Small Business,Coffee,4.63,2.4,Borehole,No,3.8,8,24,2,11,5454,376418,2765747,82,Drought,None
693,Western,Mbarara,None,Female,30,5,0,Commercial Farming,Construction,Beans,3.4,4.9,Rain,Yes,3.4,0,36,10,9,157900,222406,1128283,50,Price Rise,Cash
694,Western,Gulu,None,Male,60,10,0,Construction,Commercial Farming,Coffee,0.5,4.7,Borehole,Yes,0.2,2,45,5,10,803080,125031,345050,64,Price Rise,Cash
695,Central,Mbale,University,Female,61,10,2,Construction,Small Business,Beans,0.5,1.2,Rain,No,2.9,8,48,12,2,300687,49356,343224,75,None,Food
696,Central,Gulu,University,Female,58,2,1,Commercial Farming,Charcoal Burning,Maize,4.49,5.5,Borehole,No,5.8,4,43,7,34,147020,310209,2342800,68,Flood,None
697,Eastern,Gulu,None,Female,33,9,2,Commercial Farming,Subsistence Farming,Coffee,4.81,4.0,Rain,Yes,6.3,0,75,9,24,797698,362785,542994,67,Price Rise,Food
698,Central,Kampala,Primary,Male,70,7,4,Boda Boda,Fishing,Coffee,0.5,4.6,Rain,Yes,3.2,0,31,12,27,603468,486352,433423,75,None,Food
699,Eastern,Kampala,None,Male,47,10,1,Charcoal Burning,Small Business,Maize,0.5,4.4,Borehole,No,1.7,9,47,3,32,151333,387673,534575,51,Flood,Food
700,Northern,Mbarara,None,Male,26,9,2,Subsistence Farming,Boda Boda,Beans,2.76,2.7,Borehole,Yes,0.5,4,97,10,10,231213,278957,218274,71,None,Food
701,Northern,Mbale,University,Female,39,10,0,Salaried Employment,Livestock,Maize,0.5,2.8,Rain,No,1.2,5,50,12,15,219149,441213,3221108,65,None,Food
702,Northern,Gulu,Primary,Female,58,10,4,Salaried Employment,Casual Labor,Maize,0.5,4.4,Rain,No,4.9,10,29,4,22,765627,193684,1155789,47,Drought,Cash
703,Northern,Mbale,Primary,Male,67,4,0,Boda Boda,Commercial Farming,Maize,0.5,2.6,Borehole,Yes,2.3,4,107,7,16,196029,316924,722859,38,Price Rise,Food
704,Western,Mbale,None,Male,64,7,1,Salaried Employment,Charcoal Burning,Coffee,0.5,3.3,Borehole,No,0.5,9,110,3,27,394462,59647,2156267,60,Drought,None
705,Western,Gulu,University,Female,69,9,0,Charcoal Burning,Subsistence Farming,Maize,0.5,5.7,Borehole,No,2.8,6,62,4,29,343398,319263,634226,37,Flood,Cash
706,Northern,Mbarara,Primary,Male,24,7,2,Fishing,Small Business,Coffee,0.5,3.7,Borehole,Yes,5.4,5,40,5,6,22557,4613,252220,59,Price Rise,Cash
707,Western,Mbale,None,Female,56,7,0,Charcoal Burning,Boda Boda,Beans,0.5,0.3,Borehole,Yes,7.5,10,22,12,16,117851,143989,336849,80,Flood,None
708,Central,Kampala,Secondary,Female,47,7,1,Construction,Charcoal Burning,Beans,0.5,5.6,Rain,Yes,7.1,4,97,9,30,718751,121884,461695,42,Drought,None
709,Eastern,Kampala,Secondary,Female,39,10,4,Small Business,Subsistence Farming,Maize,0.5,2.6,Borehole,Yes,1.2,7,75,8,15,282162,291949,866085,45,Drought,Cash
710,Eastern,Gulu,Primary,Female,60,4,0,Boda Boda,Casual Labor,Beans,0.5,2.7,Rain,Yes,1.8,8,50,2,0,773789,298436,438285,60,Flood,None
711,Western,Mbarara,Secondary,Male,42,4,2,Subsistence Farming,Small Business,Beans,0.55,4.8,Borehole,Yes,5.9,0,61,9,26,765549,495468,332408,55,Flood,None
712,Northern,Gulu,University,Female,51,3,0,Charcoal Burning,Casual Labor,Maize,0.5,0.5,Borehole,No,6.2,4,106,10,34,506426,445231,525997,61,Drought,None
713,Northern,Mbarara,None,Female,32,6,0,Subsistence Farming,Commercial Farming,Beans,0.77,5.5,Rain,No,1.0,5,22,11,21,127290,134091,579343,37,Drought,None
714,Northern,Kampala,University,Female,47,6,1,Construction,Small Business,Coffee,0.5,3.4,Borehole,Yes,4.5,5,54,8,2,504776,6636,775679,53,None,Cash
715,Central,Kampala,Primary,Male,35,2,1,Subsistence Farming,Casual Labor,Coffee,6.06,2.4,Rain,Yes,4.6,0,44,12,15,197789,31703,144282,47,Drought,None
716,Northern,Kampala,None,Female,26,5,0,Livestock,Charcoal Burning,Coffee,0.5,4.5,Borehole,Yes,5.9,6,29,5,31,340315,294544,623137,52,Drought,Food
717,Central,Gulu,Primary,Male,28,3,0,Casual Labor,Fishing,Coffee,0.5,2.4,Rain,Yes,6.3,2,95,5,18,24258,424407,618056,64,None,Cash
718,Central,Gulu,None,Male,29,10,2,Small Business,Casual Labor,Beans,0.5,2.2,Rain,Yes,1.8,5,92,11,1,563616,132729,721222,70,Drought,Food
719,Eastern,Mbale,None,Male,63,7,0,Charcoal Burning,Salaried Employment,Maize,0.5,1.0,Rain,No,1.1,8,108,11,24,889560,441955,706206,52,Flood,Cash
720,Northern,Gulu,Secondary,Male,24,7,1,Fishing,Fishing,Beans,0.5,0.9,Borehole,No,8.0,3,101,8,6,884202,74681,526852,78,None,Food
721,Central,Mbale,Secondary,Male,30,6,2,Commercial Farming,Subsistence Farming,Coffee,2.74,3.3,Borehole,Yes,2.7,10,90,3,29,312259,180961,781427,51,Flood,Cash
722,Central,Mbale,None,Male,23,6,2,Commercial Farming,Construction,Maize,0.67,4.1,Rain,Yes,7.3,3,62,5,27,976909,192898,1150847,77,Drought,Food
723,Northern,Gulu,Primary,Male,45,6,1,Fishing,Construction,Beans,0.5,0.7,Rain,Yes,2.5,4,49,10,2,648303,11052,187047,41,Price Rise,Food
724,Northern,Gulu,Primary,Male,39,2,3,Fishing,Small Business,Beans,0.5,4.9,Borehole,Yes,3.8,4,110,9,34,981736,181372,302335,61,None,Food
725,Central,Mbarara,Primary,Male,46,9,4,Construction,Salaried Employment,Coffee,0.5,4.2,Borehole,Yes,6.6,8,84,12,3,450962,315819,163247,76,Drought,Cash
726,Western,Gulu,University,Female,35,10,0,Charcoal Burning,Boda Boda,Beans,0.5,1.2,Rain,Yes,6.5,5,101,10,15,374573,451989,709729,71,None,None
727,Western,Mbale,None,Male,53,7,2,Salaried Employment,Livestock,Maize,0.5,2.6,Borehole,Yes,4.5,10,40,9,22,690810,282401,2737105,58,Flood,Cash
728,Eastern,Mbarara,Primary,Female,54,2,3,Charcoal Burning,Subsistence Farming,Maize,0.5,0.8,Borehole,No,1.5,7,28,6,34,145440,327610,254249,80,Flood,Food
729,Western,Gulu,Primary,Female,24,9,1,Subsistence Farming,Small Business,Coffee,0.7,4.3,Borehole,Yes,7.3,3,64,6,28,40167,443686,141095,69,Drought,Food
730,Central,Mbale,None,Female,37,4,0,Livestock,Livestock,Beans,0.5,0.9,Rain,Yes,1.7,10,53,4,2,885804,81043,423174,42,None,None
731,Central,Kampala,University,Male,61,8,1,Livestock,Livestock,Beans,0.5,3.1,Rain,Yes,5.5,4,44,6,9,299610,263023,603506,60,Drought,None
732,Eastern,Kampala,University,Male,20,2,0,Casual Labor,Commercial Farming,Coffee,0.5,1.6,Borehole,No,5.3,10,63,12,2,275683,498977,707121,45,Drought,Food
733,Northern,Mbale,Secondary,Male,24,8,2,Boda Boda,Salaried Employment,Coffee,0.5,3.5,Borehole,Yes,1.2,10,67,7,6,940291,177962,302861,52,Price Rise,Food
734,Northern,Mbale,Primary,Female,44,10,2,Livestock,Livestock,Coffee,0.5,5.0,Borehole,No,4.4,0,100,8,20,175701,24000,831090,43,Drought,Cash
735,Eastern,Kampala,University,Male,21,4,0,Subsistence Farming,Charcoal Burning,Beans,0.99,4.7,Borehole,Yes,2.0,0,48,9,28,97127,116987,360918,67,Drought,Cash
736,Western,Mbale,University,Male,23,6,2,Commercial Farming,Salaried Employment,Beans,6.04,5.5,Borehole,Yes,7.5,4,74,8,33,637623,437085,1581181,39,Price Rise,None
737,Northern,Mbarara,University,Male,53,5,4,Salaried Employment,Commercial Farming,Coffee,0.5,1.6,Borehole,Yes,5.2,10,96,9,33,208111,76281,3556570,37,Drought,Food
738,Northern,Gulu,None,Male,59,3,1,Fishing,Salaried Employment,Coffee,0.5,3.2,Rain,Yes,6.2,3,103,7,33,413162,230408,765474,36,None,Food
739,Northern,Gulu,University,Male,20,5,3,Small Business,Fishing,Beans,0.5,3.9,Borehole,Yes,6.1,0,57,4,33,174885,98091,141142,62,Price Rise,Cash
740,Western,Kampala,Secondary,Female,66,4,3,Boda Boda,Construction,Maize,0.5,4.0,Borehole,No,2.3,2,82,3,28,737068,44754,371820,63,Price Rise,None
741,Eastern,Mbale,None,Female,61,2,4,Small Business,Livestock,Beans,0.5,2.6,Rain,Yes,5.6,6,27,4,34,602200,184672,373919,51,Flood,None
742,Central,Kampala,None,Male,43,6,0,Subsistence Farming,Construction,Maize,4.33,5.1,Rain,Yes,1.9,7,75,8,14,876548,443027,263015,50,Price Rise,Food
743,Western,Mbarara,Primary,Male,69,8,3,Subsistence Farming,Construction,Coffee,4.66,0.9,Borehole,No,1.4,1,75,3,2,958811,28967,154708,78,None,Cash
744,Western,Gulu,None,Female,66,10,3,Boda Boda,Charcoal Burning,Maize,0.5,5.8,Borehole,No,4.2,0,95,12,16,992677,159520,162775,67,None,Food
745,Western,Mbarara,Secondary,Male,60,5,4,Casual Labor,Livestock,Beans,0.5,4.9,Rain,No,5.4,7,56,8,9,638163,484176,632061,61,Drought,Cash
746,Central,Mbarara,Primary,Male,51,10,3,Boda Boda,Casual Labor,Maize,0.5,2.8,Rain,No,7.6,1,82,8,34,442832,96406,256729,74,None,Food
747,Western,Mbale,University,Male,62,10,1,Fishing,Small Business,Beans,0.5,0.7,Rain,Yes,1.0,5,47,9,32,529453,337501,277084,37,Flood,Food
748,Northern,Mbale,Primary,Male,68,7,4,Small Business,Charcoal Burning,Beans,0.5,3.6,Rain,Yes,0.0,9,66,3,26,566114,177991,240212,46,Price Rise,Cash
749,Central,Mbale,Secondary,Male,30,8,0,Charcoal Burning,Salaried Employment,Beans,0.5,1.7,Rain,Yes,6.5,1,106,11,24,541125,492646,227869,55,Flood,None
750,Western,Mbale,Primary,Male,32,3,0,Small Business,Small Business,Beans,0.5,5.5,Rain,No,6.0,8,62,8,7,90836,136651,878496,35,None,None
751,Eastern,Kampala,None,Male,49,5,4,Commercial Farming,Fishing,Beans,4.31,3.9,Rain,No,7.4,5,91,7,21,225004,274552,2549086,81,None,None
752,Northern,Gulu,None,Female,38,5,1,Salaried Employment,Construction,Maize,0.5,4.3,Borehole,No,2.8,6,33,7,9,503838,84867,1488877,45,None,Cash
753,Eastern,Gulu,University,Female,34,4,0,Livestock,Charcoal Burning,Coffee,0.5,1.1,Rain,No,0.8,6,61,7,10,94900,342441,652888,37,Flood,Cash
754,Central,Kampala,University,Female,74,7,4,Small Business,Boda Boda,Beans,0.5,0.5,Rain,Yes,5.2,3,111,12,5,708119,64650,851117,55,Drought,Food
755,Northern,Mbale,Secondary,Male,28,3,4,Commercial Farming,Small Business,Beans,1.91,0.5,Rain,Yes,0.5,8,32,5,30,692485,245122,1914293,54,Flood,Food
756,Eastern,Mbarara,Primary,Male,55,4,3,Charcoal Burning,Livestock,Beans,0.5,5.8,Rain,Yes,5.0,9,103,12,0,736987,197238,836071,39,Drought,Food
757,Northern,Gulu,University,Male,19,9,2,Small Business,Livestock,Beans,0.5,2.9,Borehole,Yes,2.2,10,24,2,7,872489,23001,788029,48,Flood,None
758,Central,Gulu,University,Male,19,3,4,Salaried Employment,Subsistence Farming,Coffee,0.5,5.9,Borehole,Yes,7.7,3,101,2,30,951896,336994,3383606,69,Drought,Food
759,Western,Mbale,None,Female,26,2,1,Casual Labor,Small Business,Coffee,0.5,4.6,Borehole,Yes,3.2,10,55,2,12,54003,9280,339429,52,Flood,Food
760,Eastern,Gulu,Secondary,Male,25,6,4,Casual Labor,Fishing,Coffee,0.5,2.0,Rain,Yes,4.0,8,55,8,14,741920,90927,634819,39,None,Food
761,Central,Mbale,None,Male,51,9,2,Commercial Farming,Casual Labor,Maize,1.91,2.1,Borehole,Yes,0.8,7,60,7,4,865618,408956,884464,60,Flood,None
762,Western,Kampala,Primary,Male,25,9,1,Charcoal Burning,Livestock,Maize,0.5,1.8,Rain,No,1.9,7,40,4,3,449798,271053,549728,58,Price Rise,Cash
763,Central,Kampala,Primary,Male,38,7,2,Casual Labor,Charcoal Burning,Coffee,0.5,1.0,Rain,Yes,5.1,4,78,11,30,591128,76061,430305,57,Drought,None
764,Western,Kampala,Primary,Female,50,5,4,Casual Labor,Commercial Farming,Beans,0.5,4.0,Rain,No,5.1,4,54,7,25,855133,457595,311722,53,Drought,Food
765,Eastern,Mbale,Primary,Female,33,10,2,Construction,Casual Labor,Coffee,0.5,4.7,Borehole,No,7.5,6,22,5,8,200059,284396,349542,66,Flood,Cash
766,Northern,Mbarara,University,Male,61,10,4,Charcoal Burning,Subsistence Farming,Beans,0.5,1.2,Rain,Yes,6.3,10,36,6,13,338616,290319,144483,53,Price Rise,Cash
767,Central,Mbale,None,Male,61,2,0,Subsistence Farming,Boda Boda,Beans,6.43,4.3,Rain,Yes,2.7,0,73,12,33,67587,351341,154536,84,Flood,Cash
768,Eastern,Gulu,Primary,Male,20,8,1,Livestock,Boda Boda,Coffee,0.5,4.3,Borehole,Yes,4.5,4,106,7,2,583727,436992,616912,71,None,None
769,Northern,Mbale,University,Male,26,3,3,Boda Boda,Construction,Beans,0.5,3.4,Rain,No,2.0,9,44,5,34,796676,13445,509856,52,Flood,Cash
770,Northern,Mbale,University,Female,31,8,0,Subsistence Farming,Commercial Farming,Maize,5.93,2.2,Rain,Yes,0.5,1,86,11,28,949276,56480,496444,77,Flood,None
771,Northern,Mbale,Primary,Female,61,4,3,Charcoal Burning,Fishing,Maize,0.5,1.5,Rain,Yes,2.2,0,51,11,7,815255,69606,784768,52,Price Rise,Food
772,Western,Mbarara,Primary,Female,69,9,4,Small Business,Casual Labor,Beans,0.5,5.0,Borehole,No,2.3,5,51,8,27,906023,473669,754470,58,Price Rise,Food
773,Central,Mbale,Secondary,Male,66,5,3,Construction,Fishing,Beans,0.5,0.8,Borehole,Yes,4.5,7,91,9,31,267365,415530,110159,42,Flood,Food
774,Central,Mbarara,None,Female,31,7,4,Fishing,Commercial Farming,Maize,0.5,5.0,Borehole,No,2.2,6,39,10,15,966443,211556,124169,67,Price Rise,Food
775,Western,Mbarara,None,Male,55,2,3,Boda Boda,Commercial Farming,Beans,0.5,2.7,Borehole,Yes,4.5,3,35,6,17,884709,247965,602371,50,Flood,None
776,Western,Mbale,University,Male,65,10,2,Charcoal Burning,Subsistence Farming,Beans,0.5,4.4,Rain,Yes,5.3,0,109,10,20,136324,87891,139630,58,Flood,Food
777,Central,Mbale,Primary,Male,40,8,3,Boda Boda,Construction,Coffee,0.5,3.3,Rain,Yes,0.3,4,63,7,2,400518,219510,254761,81,Drought,Food
778,Eastern,Mbale,University,Female,29,2,3,Small Business,Small Business,Maize,0.5,4.5,Rain,No,3.8,2,91,7,15,58698,482930,721089,76,Flood,None
779,Central,Gulu,University,Male,54,3,2,Fishing,Casual Labor,Coffee,0.5,5.6,Borehole,No,5.5,1,63,2,23,503125,151870,420041,41,None,Cash
780,Northern,Mbarara,Primary,Female,52,10,0,Small Business,Construction,Coffee,0.5,1.9,Borehole,No,3.8,3,70,7,7,708963,37165,182110,41,Drought,Food
781,Central,Kampala,Primary,Female,73,8,1,Commercial Farming,Boda Boda,Beans,5.83,4.4,Rain,Yes,5.3,2,42,9,5,632402,361927,626944,68,Drought,Food
782,Central,Mbarara,Secondary,Male,57,4,0,Salaried Employment,Fishing,Beans,0.5,1.0,Rain,Yes,5.6,0,76,10,5,76885,175238,3502733,52,Flood,Cash
783,Western,Mbarara,University,Male,33,7,4,Salaried Employment,Small Business,Beans,0.5,4.8,Rain,Yes,4.4,1,55,2,17,53963,94535,3229593,69,None,None
784,Eastern,Kampala,None,Female,28,9,2,Boda Boda,Salaried Employment,Beans,0.5,3.3,Borehole,No,2.8,10,31,2,18,773447,301109,250746,84,Price Rise,Cash
785,Central,Gulu,None,Female,61,5,3,Subsistence Farming,Casual Labor,Beans,4.59,0.6,Rain,No,1.1,5,30,8,25,429760,140978,502506,80,None,Food
786,Eastern,Mbale,Secondary,Male,40,10,4,Subsistence Farming,Small Business,Maize,3.46,3.4,Borehole,Yes,4.0,1,23,8,15,317254,236311,459980,72,Drought,Food
787,Eastern,Mbarara,None,Male,23,6,4,Small Business,Salaried Employment,Beans,0.5,3.6,Borehole,No,7.1,10,36,2,2,68263,436848,438252,67,Price Rise,Cash
788,Eastern,Gulu,None,Female,63,4,1,Charcoal Burning,Casual Labor,Coffee,0.5,4.6,Borehole,No,3.7,0,21,11,32,259036,225709,802319,44,Price Rise,None
789,Central,Mbale,Primary,Male,21,9,4,Boda Boda,Casual Labor,Coffee,0.5,3.3,Rain,Yes,6.5,1,46,7,20,171442,97768,353848,81,Flood,Food
790,Western,Kampala,University,Female,73,8,0,Construction,Salaried Employment,Maize,0.5,4.7,Rain,No,5.8,9,59,11,26,286627,14784,757886,48,Drought,None
791,Eastern,Gulu,Secondary,Female,29,2,1,Commercial Farming,Fishing,Maize,1.37,2.6,Rain,No,6.0,7,75,4,2,447250,492267,641268,37,Flood,Food
792,Central,Mbale,University,Female,30,4,3,Construction,Casual Labor,Coffee,0.5,3.3,Borehole,No,3.5,8,66,3,26,720901,442525,860888,45,None,None
793,Central,Mbale,None,Male,54,3,0,Charcoal Burning,Boda Boda,Coffee,0.5,4.0,Borehole,No,1.2,4,75,7,17,422934,414928,179683,53,None,Food
794,Eastern,Mbale,None,Male,31,4,1,Charcoal Burning,Commercial Farming,Coffee,0.5,1.1,Borehole,Yes,4.1,3,77,5,20,116984,423899,897878,42,Price Rise,Cash
795,Western,Kampala,Secondary,Male,39,5,1,Charcoal Burning,Boda Boda,Coffee,0.5,1.7,Rain,Yes,7.4,3,58,12,29,700972,403209,492688,45,Drought,Cash
796,Eastern,Gulu,Primary,Female,57,8,4,Fishing,Construction,Beans,0.5,4.0,Borehole,No,0.2,8,77,11,19,680458,267779,230939,43,Flood,Cash
797,Eastern,Gulu,Secondary,Male,20,3,3,Fishing,Livestock,Maize,0.5,2.7,Rain,Yes,0.2,0,79,9,1,191374,60228,551445,79,None,Food
798,Western,Mbale,None,Female,26,8,4,Salaried Employment,Salaried Employment,Coffee,0.5,0.5,Rain,Yes,1.2,1,79,6,27,891117,257814,1398597,64,Drought,Food
799,Central,Mbale,Primary,Female,57,4,4,Salaried Employment,Fishing,Maize,0.5,5.9,Borehole,Yes,6.7,3,24,12,25,540044,368786,1029837,37,Flood,Cash
800,Central,Mbarara,University,Female,28,7,1,Fishing,Construction,Beans,0.5,1.1,Borehole,No,0.4,8,45,2,17,602477,299304,321243,58,Flood,Food
801,Western,Kampala,Primary,Male,70,6,2,Construction,Livestock,Maize,0.5,3.0,Borehole,No,3.4,2,52,11,24,872951,177314,307536,45,None,None
802,Northern,Gulu,Secondary,Male,23,7,0,Subsistence Farming,Small Business,Maize,3.24,3.5,Borehole,Yes,2.8,2,37,6,12,305244,336590,381212,66,Price Rise,Food
803,Eastern,Mbarara,University,Female,37,7,1,Casual Labor,Boda Boda,Beans,0.5,1.9,Rain,No,4.4,0,72,2,25,983764,469113,749400,41,Flood,Cash
804,Central,Gulu,University,Female,63,3,0,Boda Boda,Salaried Employment,Coffee,0.5,5.7,Borehole,No,2.2,2,64,6,8,80390,13566,164415,79,Price Rise,Food
805,Eastern,Mbarara,None,Male,36,8,0,Construction,Casual Labor,Maize,0.5,3.2,Rain,Yes,0.8,10,46,11,8,263450,218839,513286,51,Price Rise,Food
806,Western,Kampala,Secondary,Male,30,3,1,Boda Boda,Commercial Farming,Maize,0.5,4.5,Borehole,No,0.9,6,41,12,15,562505,367526,581340,59,Drought,Food
807,Western,Mbale,Primary,Female,22,5,0,Fishing,Livestock,Coffee,0.5,5.3,Borehole,Yes,2.0,5,73,10,18,242439,120199,896356,69,Flood,Cash
808,Central,Mbarara,None,Male,49,7,3,Casual Labor,Small Business,Maize,0.5,1.8,Borehole,Yes,6.7,1,43,3,8,66564,102094,687612,73,Drought,None
809,Eastern,Gulu,Secondary,Female,33,4,4,Casual Labor,Fishing,Beans,0.5,1.9,Rain,No,2.2,7,96,7,4,740123,225839,424761,41,Price Rise,None
810,Northern,Kampala,None,Male,66,7,2,Boda Boda,Subsistence Farming,Coffee,0.5,4.9,Rain,No,4.2,8,30,8,26,142515,366850,689900,54,Price Rise,Cash
811,Eastern,Kampala,Secondary,Male,63,4,0,Small Business,Commercial Farming,Beans,0.5,5.6,Borehole,No,7.6,7,28,6,10,817354,243629,129170,50,None,None
812,Western,Mbale,Secondary,Female,36,3,3,Salaried Employment,Commercial Farming,Maize,0.5,1.8,Rain,No,2.4,6,52,5,25,913552,166788,2931935,71,Drought,None
813,Central,Mbale,Secondary,Male,69,4,3,Fishing,Construction,Maize,0.5,1.0,Borehole,Yes,6.2,6,111,9,31,811554,211370,853272,56,Price Rise,Cash
