ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Research_Title,Methodology,P_Value,Findings
416,Central,Gulu,None,1.3420509443246091,27,Female,248068,River,Cassava,2022,Thesis,KII,0.027520302279296062,Education increases yield
417,Central,Kampala,Primary,2.126172605950568,33,Male,1610345,Borehole,Maize,2023,Thesis,KII,0.04364734596597684,Education increases yield
418,Eastern,Gulu,Primary,3.1326212997842697,32,Female,1424004,Tap,Beans,2024,Thesis,Survey,0.03885505457904393,Education increases yield
419,Western,Kampala,Primary,2.549053409274357,30,Male,548439,Well,Maize,2023,Thesis,KII,0.03534442752234326,Education increases yield
420,Eastern,Arua,University,6.569299586804521,55,Female,870406,Tap,Coffee,2024,Thesis,KII,0.007833768075352712,Education increases yield
421,Eastern,Arua,Secondary,2.887720614661081,37,Female,717062,River,Maize,2022,Thesis,FGD,0.03322911687038615,Education increases yield
422,Eastern,Lira,Primary,0.9373452147339216,41,Male,749558,River,Cassava,2024,Thesis,Survey,0.03854862052260076,Education increases yield
423,Eastern,Gulu,Secondary,2.86877020728593,58,Male,843981,Borehole,Coffee,2023,Thesis,Survey,0.029048534134309335,Education increases yield
424,Northern,Lira,University,7.078329061220215,24,Male,1324918,Well,Coffee,2022,Thesis,KII,0.04474470122149723,Education increases yield
425,Western,Gulu,University,6.720921252393648,40,Female,437838,Well,Maize,2024,Thesis,FGD,0.014572499307459387,Education increases yield
426,Central,Lira,Secondary,2.719715901792537,41,Male,582468,Well,Coffee,2024,Thesis,FGD,0.012865090287223279,Education increases yield
427,Central,Mbarara,University,7.445917825793811,46,Female,762276,River,Maize,2023,Thesis,FGD,0.04360891750218966,Education increases yield
428,Western,Mbarara,University,8.174309513179095,22,Female,324291,River,Maize,2024,Thesis,Survey,0.03164451390658117,Education increases yield
429,Central,Mbarara,Secondary,3.6015063832836645,60,Male,459357,Tap,Maize,2022,Thesis,Survey,0.001070913805528967,Education increases yield
430,Western,Mbarara,None,0.2,62,Female,1038611,River,Coffee,2024,Thesis,KII,0.018303439017041574,Education increases yield
431,Central,Kampala,Secondary,3.4908736150980877,52,Male,760180,Well,Coffee,2023,Thesis,KII,0.043034943304919054,Education increases yield
432,Eastern,Mbarara,University,7.654460626794694,18,Female,316441,Well,Beans,2024,Thesis,FGD,0.002338656070445421,Education increases yield
433,Central,Arua,Primary,3.048529858534774,53,Male,622728,Well,Maize,2022,Thesis,KII,0.0011591484848139351,Education increases yield
434,Western,Arua,University,5.877567313988521,35,Female,1438813,Borehole,Maize,2022,Thesis,FGD,0.01478170523573136,Education increases yield
435,Western,Kampala,Primary,4.021172137764742,23,Female,568634,Tap,Maize,2024,Thesis,Survey,0.04578600181345462,Education increases yield
436,Western,Mbarara,None,2.5482800659263987,40,Male,1384747,Tap,Maize,2024,Thesis,KII,0.045172401492030806,Education increases yield
437,Western,Mbarara,Primary,1.766993936723359,27,Female,1564207,River,Maize,2022,Thesis,FGD,0.02641933534427389,Education increases yield
438,Western,Mbarara,None,0.45670999703503323,24,Female,295847,Borehole,Maize,2023,Thesis,Survey,0.02810860668584151,Education increases yield
439,Northern,Lira,University,6.2071720626205105,61,Female,405160,Tap,Maize,2022,Thesis,FGD,0.017268392554542253,Education increases yield
440,Northern,Gulu,University,6.292667224611454,25,Female,1194667,Borehole,Beans,2024,Thesis,KII,0.012943096439362683,Education increases yield
441,Central,Lira,University,7.750538007928443,30,Female,1339421,Borehole,Beans,2024,Thesis,FGD,0.0409458708563938,Education increases yield
442,Western,Gulu,Secondary,4.625329060476594,47,Male,512147,River,Cassava,2023,Thesis,Survey,0.00620844816448243,Education increases yield
443,Central,Mbarara,Primary,3.3770787693505877,35,Male,970907,Borehole,Maize,2022,Thesis,KII,0.024880364173053154,Education increases yield
444,Western,Mbarara,Secondary,4.8735651431867,31,Female,1097724,Tap,Maize,2022,Thesis,Survey,0.03208546571535714,Education increases yield
445,Western,Lira,Secondary,5.914527068193732,28,Male,1457460,River,Beans,2023,Thesis,KII,0.006080334228180432,Education increases yield
446,Northern,Lira,Secondary,3.1406144561908595,59,Male,718979,Tap,Beans,2022,Thesis,FGD,0.026460747678144964,Education increases yield
447,Northern,Gulu,Primary,2.880358530383916,55,Female,1784603,Borehole,Maize,2023,Thesis,Survey,0.029298543107709716,Education increases yield
448,Eastern,Arua,Secondary,2.0261787437653025,30,Male,1073270,Borehole,Maize,2022,Thesis,Survey,0.037382306964860876,Education increases yield
449,Northern,Gulu,Secondary,2.883044425903142,59,Female,828322,Well,Beans,2023,Thesis,FGD,0.012506966408229112,Education increases yield
450,Eastern,Lira,University,6.725146614065153,61,Male,474528,River,Beans,2023,Thesis,Survey,0.015373047661247159,Education increases yield
451,Eastern,Lira,University,7.2182066127545355,50,Female,1412742,River,Cassava,2023,Thesis,Survey,0.02890653618501864,Education increases yield
452,Eastern,Kampala,Secondary,4.098184257970431,30,Female,1906056,Well,Cassava,2024,Thesis,Survey,0.0491731940890991,Education increases yield
453,Eastern,Lira,Secondary,3.632807581187322,42,Female,1642785,Tap,Maize,2024,Thesis,Survey,0.011657165958185608,Education increases yield
454,Eastern,Kampala,Secondary,3.8105821225069625,41,Female,287295,Tap,Beans,2024,Thesis,FGD,0.04930928752904974,Education increases yield
455,Central,Arua,None,2.5694409764241044,46,Male,1051113,Borehole,Cassava,2022,Thesis,Survey,0.03600278411966958,Education increases yield
456,Northern,Gulu,University,6.4159678221198595,53,Male,507532,River,Maize,2023,Thesis,Survey,0.04147802141187114,Education increases yield
457,Eastern,Gulu,University,8.549241622043528,23,Female,1100514,Borehole,Cassava,2022,Thesis,Survey,0.005392422143580622,Education increases yield
458,Western,Kampala,Secondary,4.9940170735411336,35,Male,513260,Well,Cassava,2022,Thesis,KII,0.01572058918410098,Education increases yield
459,Northern,Gulu,Primary,2.9575373461482304,45,Female,1435401,Borehole,Cassava,2023,Thesis,KII,0.0038290777028980715,Education increases yield
460,Northern,Lira,Primary,1.3064030896790044,22,Female,1087517,Tap,Coffee,2024,Thesis,FGD,0.01920580275515559,Education increases yield
461,Eastern,Mbarara,Secondary,5.135238161399627,35,Male,235673,Tap,Maize,2022,Thesis,FGD,0.04908319333608255,Education increases yield
462,Central,Kampala,None,0.7062294222515006,54,Female,863650,Well,Cassava,2022,Thesis,FGD,0.006158380048110586,Education increases yield
463,Eastern,Gulu,University,5.6055602419943,24,Female,1308699,Tap,Maize,2022,Thesis,Survey,0.028556266336188775,Education increases yield
464,Central,Kampala,None,1.7128436130793774,26,Male,444636,Well,Maize,2024,Thesis,KII,0.0012974605178768038,Education increases yield
465,Western,Kampala,Primary,1.1120539394334603,52,Female,1003059,River,Beans,2023,Thesis,KII,0.035921457986159075,Education increases yield
466,Northern,Mbarara,University,6.037758537870418,29,Female,1760517,Well,Maize,2023,Thesis,FGD,0.010662441926230011,Education increases yield
467,Western,Lira,Secondary,4.189884088531088,63,Male,1322050,Well,Cassava,2022,Thesis,KII,0.007349642319113383,Education increases yield
468,Central,Kampala,Primary,4.7184214241147275,57,Male,914204,Well,Maize,2023,Thesis,FGD,0.017513872795878595,Education increases yield
469,Central,Gulu,Primary,1.8130842442075124,61,Female,1835768,Tap,Beans,2024,Thesis,Survey,0.038781170599010095,Education increases yield
470,Western,Arua,None,0.7417834806994246,56,Male,920065,River,Coffee,2023,Thesis,KII,0.006224041229249329,Education increases yield
471,Central,Kampala,Secondary,4.932345054421646,41,Male,303798,Borehole,Coffee,2022,Thesis,Survey,0.012262110794136073,Education increases yield
472,Western,Kampala,None,0.2,26,Male,1316821,River,Beans,2022,Thesis,Survey,0.0014147566592481674,Education increases yield
473,Northern,Mbarara,Secondary,4.6428063810209155,29,Male,1407277,Tap,Cassava,2023,Thesis,KII,0.04845232827208529,Education increases yield
474,Western,Lira,University,8.005926807616587,53,Male,573102,River,Cassava,2022,Thesis,FGD,0.03001513439945433,Education increases yield
475,Northern,Arua,Primary,2.1929051152888985,54,Male,506330,River,Cassava,2024,Thesis,KII,0.03627508218285028,Education increases yield
476,Western,Gulu,University,7.826154281396866,26,Female,420693,Well,Maize,2024,Thesis,Survey,0.03291777538664471,Education increases yield
477,Central,Arua,University,7.0914499232118064,56,Female,246537,Well,Coffee,2024,Thesis,FGD,0.008073863384614044,Education increases yield
478,Western,Gulu,None,0.46931803619621937,63,Male,1223603,Tap,Cassava,2024,Thesis,Survey,0.030152057010705714,Education increases yield
479,Central,Lira,University,6.6021953141034935,39,Male,492976,Well,Coffee,2022,Thesis,FGD,0.0074393641619218435,Education increases yield
480,Western,Gulu,Secondary,3.8202426600197583,34,Male,223472,Tap,Beans,2022,Thesis,KII,0.020660586244193268,Education increases yield
481,Western,Mbarara,University,6.712361742183522,50,Female,379922,Borehole,Coffee,2023,Thesis,Survey,0.02887919366033936,Education increases yield
482,Eastern,Mbarara,Secondary,4.3527178992198285,64,Female,315735,River,Cassava,2022,Thesis,FGD,0.028385174591005643,Education increases yield
483,Central,Mbarara,Secondary,4.788199934971857,41,Female,1334874,Borehole,Coffee,2023,Thesis,FGD,0.006834597873154307,Education increases yield
484,Eastern,Mbarara,Secondary,4.708668249587136,32,Female,1782371,Borehole,Beans,2022,Thesis,KII,0.0026873625126795867,Education increases yield
485,Central,Arua,University,4.368286428737852,46,Male,1454762,River,Coffee,2023,Thesis,FGD,0.04011348137981688,Education increases yield
486,Eastern,Lira,Secondary,4.102691811227974,49,Male,779984,Well,Maize,2023,Thesis,FGD,0.03657019941280426,Education increases yield
487,Northern,Gulu,Secondary,2.690578086593238,50,Male,665463,Borehole,Beans,2024,Thesis,Survey,0.0050091263236721655,Education increases yield
488,Western,Gulu,University,6.524272747532674,46,Male,1247817,River,Maize,2023,Thesis,KII,0.007243360421276119,Education increases yield
489,Central,Mbarara,Primary,2.37621041218908,32,Male,1304949,Borehole,Maize,2023,Thesis,KII,0.0447366050430914,Education increases yield
490,Central,Mbarara,Primary,3.476148358084709,44,Female,740267,Borehole,Cassava,2023,Thesis,Survey,0.03868731617946722,Education increases yield
491,Western,Kampala,Primary,2.4698845328999006,51,Male,608265,River,Cassava,2023,Thesis,Survey,0.04981185451461703,Education increases yield
492,Central,Lira,Primary,2.75921801834326,21,Female,1273573,Well,Beans,2023,Thesis,Survey,0.013445385011046064,Education increases yield
493,Central,Arua,Primary,3.293056380657429,35,Male,1960080,Tap,Cassava,2024,Thesis,FGD,0.02490234645457193,Education increases yield
494,Eastern,Gulu,University,8.0277522598193,38,Male,1461017,River,Coffee,2023,Thesis,KII,0.012586519227055427,Education increases yield
495,Central,Kampala,Primary,2.3769860766430897,25,Female,1858585,Tap,Beans,2023,Thesis,KII,0.03151720678538818,Education increases yield
496,Northern,Kampala,Secondary,4.294179441680409,23,Female,746034,River,Cassava,2023,Thesis,KII,0.006655297715474582,Education increases yield
497,Northern,Gulu,Primary,2.510023302242254,37,Male,1991329,River,Cassava,2022,Thesis,FGD,0.0072349154644086216,Education increases yield
498,Western,Arua,University,6.257401035568924,19,Female,1520323,Tap,Coffee,2022,Thesis,KII,0.004522506678851009,Education increases yield
499,Central,Kampala,University,6.03088477655761,62,Female,539121,Tap,Maize,2024,Thesis,KII,0.034985718030944184,Education increases yield
500,Western,Kampala,Secondary,1.9281140835740649,39,Female,1253146,Well,Coffee,2023,Thesis,KII,0.025209556294227133,Education increases yield
501,Northern,Lira,University,5.72333906547567,38,Male,887676,River,Maize,2023,Thesis,KII,0.03126882960137687,Education increases yield
502,Central,Arua,None,0.2,23,Male,1300180,River,Cassava,2022,Thesis,Survey,0.04408575128287859,Education increases yield
503,Central,Kampala,University,8.055198484453252,49,Male,1267043,River,Maize,2023,Thesis,FGD,0.03727609575301257,Education increases yield
504,Western,Arua,Primary,2.688416008297428,23,Female,1064813,Well,Maize,2024,Thesis,KII,0.02362442299016786,Education increases yield
505,Northern,Gulu,University,6.674061027053166,30,Female,1162142,Tap,Cassava,2023,Thesis,KII,0.0492334434313171,Education increases yield
506,Central,Mbarara,None,0.48251481391891826,18,Male,701062,River,Beans,2024,Thesis,KII,0.02335654895595669,Education increases yield
507,Western,Kampala,Secondary,4.229779263234624,39,Male,1668735,Tap,Coffee,2022,Thesis,KII,0.006510082988443126,Education increases yield
508,Northern,Lira,Secondary,3.352020122344666,41,Female,401441,Well,Cassava,2024,Thesis,KII,0.04964008261538309,Education increases yield
509,Western,Gulu,Primary,2.6740185566206036,58,Male,436177,Borehole,Coffee,2024,Thesis,Survey,0.002118215770727518,Education increases yield
510,Eastern,Arua,Primary,2.7457339829213536,47,Male,984855,Tap,Coffee,2024,Thesis,Survey,0.027944294414899856,Education increases yield
511,Central,Gulu,None,0.3386162976432562,39,Female,1251916,Well,Maize,2024,Thesis,FGD,0.016145678946285755,Education increases yield
512,Eastern,Kampala,Primary,1.619538035177594,61,Female,933208,Borehole,Cassava,2024,Thesis,FGD,0.02567405539983226,Education increases yield
513,Northern,Arua,Secondary,5.162199354595118,29,Male,1970111,River,Beans,2024,Thesis,KII,0.02837693467713156,Education increases yield
514,Eastern,Mbarara,Primary,2.4471400457086996,43,Female,389990,River,Coffee,2024,Thesis,KII,0.012764698917645891,Education increases yield
515,Eastern,Gulu,Primary,1.7189795707351094,21,Female,1292764,Tap,Coffee,2024,Thesis,Survey,0.028286079031125833,Education increases yield
516,Northern,Kampala,None,0.8294936983104809,36,Male,739499,Borehole,Beans,2024,Thesis,FGD,0.03804699448827134,Education increases yield
517,Western,Lira,University,5.789405913293392,33,Female,1524216,Well,Coffee,2022,Thesis,KII,0.01405898202495592,Education increases yield
518,Eastern,Arua,Primary,2.4328164193380832,29,Female,1080813,River,Cassava,2024,Thesis,KII,0.01978788053238145,Education increases yield
519,Western,Gulu,Primary,3.3316283076644684,50,Male,912608,River,Beans,2024,Thesis,KII,0.01414389196503884,Education increases yield
520,Eastern,Gulu,None,1.1723293324057387,38,Female,1748247,Borehole,Cassava,2023,Thesis,FGD,0.041207426818421926,Education increases yield
