ID,Project_Code,Region,District,Education,Sector,Indicator,Indicator_Type,Crop,Water_Source,Irrigation,Baseline,Target,Achieved,Yield,Variance,Achievement_Status,Reporting_Period,Month,Year,Beneficiaries_Target,Beneficiaries_Reached,Budget_UGX,Expenditure_UGX,Donor,Implementing_Partner,Income_UGX
824,UG-2024-1484,Eastern,Kampala,Primary,Protection,% HH with Latrine,Output,Protection,Borehole,No,46.4,77.4,94.5,122.1,17.1,Achieved,Q2 2024,Jan,2024,19775,4589,82116337,159257654,EU,IRC,609217
825,UG-2024-1485,Central,Mbarara,Primary,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,34.9,58.2,68.1,116.8,9.8,Achieved,Q1 2024,Jan,2024,3877,11583,98726391,88490634,EU,World Vision,557723
826,UG-2024-1486,Eastern,Mbarara,None,WASH,% Children Immunized,Output,WASH,Borehole,No,31.6,52.7,37.7,71.5,-15.0,At Risk,Q1 2024,Jan,2024,18907,8674,9031965,92783171,USAID,IRC,472398
827,UG-2024-1487,Eastern,Mbarara,Primary,Education,% Children Immunized,Outcome,Education,Borehole,No,55.3,92.1,107.9,117.1,15.8,Achieved,Q1 2024,Jan,2024,17049,4360,80212000,67666110,UNHCR,World Vision,731912
828,UG-2024-1488,Western,Mbarara,Primary,Protection,% HH with Improved Water,Output,Protection,Borehole,No,51.6,86.0,48.7,56.6,-37.3,At Risk,Q1 2024,Jan,2024,8600,18221,146779363,171651148,USAID,World Vision,1295277
829,UG-2024-1489,Western,Mbarara,None,Livelihood,% HH with Improved Water,Outcome,Livelihood,Borehole,No,56.5,94.2,104.3,110.6,10.0,Achieved,Q1 2024,Jan,2024,14473,11525,142933736,18586783,UNHCR,DRC,1948519
830,UG-2024-1490,Western,Kampala,Secondary,Education,% HH with Improved Water,Output,Education,Borehole,No,44.2,73.6,52.6,71.4,-21.0,At Risk,Q2 2024,Jan,2024,9630,775,97347129,24883935,USAID,World Vision,942214
831,UG-2024-1491,Western,Mbarara,Primary,Protection,% HH with Improved Water,Output,Protection,Borehole,No,39.1,65.2,69.1,106.0,3.9,Achieved,Q1 2024,Jan,2024,19435,7772,127267189,60788417,USAID,World Vision,1706656
832,UG-2024-1492,Central,Kampala,Secondary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,41.3,68.8,67.8,98.4,-1.1,On Track,Q1 2024,Jan,2024,14780,8249,108334357,120156442,EU,World Vision,625532
833,UG-2024-1493,Western,Gulu,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,31.3,52.1,37.3,71.7,-14.8,At Risk,Q2 2024,Jan,2024,7615,9286,65423801,156753351,USAID,DRC,1814642
834,UG-2024-1494,Central,Gulu,Secondary,Education,% HH with Improved Water,Outcome,Education,Borehole,No,50.0,83.3,58.2,70.0,-25.0,At Risk,Q1 2024,Jan,2024,12992,19320,146396983,109835517,USAID,DRC,245168
835,UG-2024-1495,Eastern,Kampala,None,WASH,% Children Immunized,Output,WASH,Borehole,No,33.1,55.1,56.7,102.8,1.6,Achieved,Q1 2024,Jan,2024,17718,12192,153776090,121214160,UNHCR,IRC,311494
836,UG-2024-1496,Northern,Gulu,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,53.9,89.8,67.2,74.9,-22.6,At Risk,Q1 2024,Jan,2024,16796,13633,15575710,54986740,UNHCR,IRC,1672851
837,UG-2024-1497,Central,Gulu,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,33.3,55.6,36.1,65.0,-19.4,At Risk,Q1 2024,Jan,2024,3189,14534,33576705,93043083,USAID,DRC,327179
838,UG-2024-1498,Central,Mbarara,None,Health,% HH with Improved Water,Output,Health,Borehole,No,41.5,69.1,47.9,69.3,-21.2,At Risk,Q1 2024,Jan,2024,14271,18141,79649467,123861696,USAID,IRC,460613
839,UG-2024-1499,Eastern,Gulu,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,43.0,71.6,55.4,77.3,-16.2,At Risk,Q2 2024,Jan,2024,1812,17073,47156939,114887573,EU,IRC,842678
840,UG-2024-1500,Northern,Kampala,Primary,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,32.8,54.7,45.4,83.1,-9.3,On Track,Q1 2024,Jan,2024,16017,21533,184038681,89716301,EU,World Vision,1070065
841,UG-2024-1501,Central,Kampala,None,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,33.6,56.0,66.2,118.2,10.2,Achieved,Q1 2024,Jan,2024,18538,3646,24983920,169514229,EU,DRC,985561
842,UG-2024-1502,Northern,Kampala,Secondary,Health,% HH with Latrine,Outcome,Health,Borehole,No,38.2,63.6,58.0,91.2,-5.6,On Track,Q2 2024,Jan,2024,9033,17280,144822732,161668812,UNHCR,IRC,1950562
843,UG-2024-1503,Northern,Mbarara,Primary,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,54.3,90.5,100.4,110.9,9.9,Achieved,Q1 2024,Jan,2024,2669,20857,117030508,118447914,EU,IRC,1189570
844,UG-2024-1504,Western,Gulu,None,WASH,% HH with Improved Water,Output,WASH,Borehole,No,47.7,79.5,97.2,122.3,17.7,Achieved,Q1 2024,Jan,2024,10122,6903,41257981,173347428,EU,IRC,1499252
845,UG-2024-1505,Central,Kampala,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,54.2,90.3,83.3,92.3,-7.0,On Track,Q1 2024,Jan,2024,1023,12041,63049215,80507666,EU,World Vision,322401
846,UG-2024-1506,Eastern,Kampala,None,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,38.7,64.6,54.1,83.7,-10.5,On Track,Q1 2024,Jan,2024,9785,4776,106508913,110712362,USAID,DRC,1702930
847,UG-2024-1507,Western,Kampala,None,Food Security,% Children Immunized,Output,Food Security,Borehole,No,44.7,74.5,42.4,57.0,-32.0,At Risk,Q2 2024,Jan,2024,16025,7956,151753208,67506203,USAID,DRC,1363054
848,UG-2024-1508,Western,Gulu,None,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,46.4,77.4,67.0,86.6,-10.4,On Track,Q1 2024,Jan,2024,13812,14802,92907597,179022765,USAID,IRC,1857888
849,UG-2024-1509,Eastern,Mbarara,Secondary,Health,% Children Immunized,Outcome,Health,Borehole,No,40.5,67.5,44.2,65.5,-23.3,At Risk,Q2 2024,Jan,2024,17814,2570,39867567,103726628,EU,World Vision,1395092
850,UG-2024-1510,Northern,Gulu,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,52.6,87.6,95.3,108.7,7.6,Achieved,Q1 2024,Jan,2024,11160,13271,186929854,73086785,UNHCR,World Vision,1145680
851,UG-2024-1511,Western,Gulu,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,32.8,54.7,55.9,102.3,1.2,Achieved,Q1 2024,Jan,2024,7536,8979,83761417,165603463,EU,World Vision,169785
852,UG-2024-1512,Western,Gulu,Secondary,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,40.0,66.7,47.7,71.5,-19.0,At Risk,Q2 2024,Jan,2024,3357,17756,35810074,93339961,EU,World Vision,767318
853,UG-2024-1513,Western,Mbarara,Secondary,Health,% HH with Improved Water,Outcome,Health,Borehole,No,36.3,60.5,64.1,105.8,3.5,Achieved,Q1 2024,Jan,2024,17982,21941,82756957,106018911,EU,IRC,484537
854,UG-2024-1514,Western,Kampala,Secondary,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,38.8,64.7,44.1,68.1,-20.6,At Risk,Q1 2024,Jan,2024,12471,9380,76751673,7826556,USAID,DRC,1615142
855,UG-2024-1515,Eastern,Mbarara,Secondary,Health,% Children Immunized,Output,Health,Borehole,No,52.5,87.6,64.7,73.9,-22.9,At Risk,Q1 2024,Jan,2024,10121,1931,13781652,167268998,UNHCR,IRC,1112647
856,UG-2024-1516,Western,Gulu,Secondary,Education,% Children Immunized,Outcome,Education,Borehole,No,39.8,66.4,41.9,63.1,-24.5,At Risk,Q1 2024,Jan,2024,6005,21045,119442889,50615447,UNHCR,World Vision,810706
857,UG-2024-1517,Central,Gulu,Secondary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,40.6,67.7,53.2,78.6,-14.5,At Risk,Q1 2024,Jan,2024,15493,6739,19747684,168312242,EU,IRC,1389722
858,UG-2024-1518,Eastern,Gulu,None,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,32.9,54.9,58.9,107.2,4.0,Achieved,Q2 2024,Jan,2024,10345,17549,15464151,44769195,USAID,DRC,444056
859,UG-2024-1519,Northern,Mbarara,None,WASH,% Children Immunized,Output,WASH,Borehole,No,50.1,83.4,92.8,111.2,9.3,Achieved,Q1 2024,Jan,2024,8928,1784,59085092,124263496,UNHCR,DRC,375429
860,UG-2024-1520,Northern,Gulu,Primary,Education,% HH with Latrine,Outcome,Education,Borehole,No,49.6,82.7,48.2,58.3,-34.5,At Risk,Q1 2024,Jan,2024,3005,13546,68563146,179375465,UNHCR,IRC,638273
861,UG-2024-1521,Central,Kampala,Secondary,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,36.0,59.9,47.7,79.6,-12.2,At Risk,Q1 2024,Jan,2024,4546,2316,14928921,148817621,USAID,DRC,180769
862,UG-2024-1522,Eastern,Mbarara,Primary,Health,% Children Immunized,Outcome,Health,Borehole,No,34.6,57.6,66.5,115.3,8.8,Achieved,Q2 2024,Jan,2024,2233,19102,176422909,24286278,USAID,DRC,630614
863,UG-2024-1523,Eastern,Mbarara,Primary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,48.3,80.5,52.0,64.6,-28.5,At Risk,Q1 2024,Jan,2024,10019,12317,111846275,51057199,EU,IRC,184807
864,UG-2024-1524,Central,Gulu,Secondary,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,53.4,89.0,109.2,122.7,20.2,Achieved,Q1 2024,Jan,2024,15107,9860,7980076,139487632,UNHCR,World Vision,1821216
865,UG-2024-1525,Northern,Gulu,Secondary,Education,% HH with Latrine,Outcome,Education,Borehole,No,53.1,88.5,110.0,124.2,21.4,Achieved,Q2 2024,Jan,2024,7125,13485,195885152,165520567,UNHCR,World Vision,344233
866,UG-2024-1526,Western,Mbarara,None,WASH,% HH with Latrine,Output,WASH,Borehole,No,45.1,75.2,77.9,103.5,2.6,Achieved,Q2 2024,Jan,2024,2426,14543,60271678,74850483,UNHCR,World Vision,609901
867,UG-2024-1527,Western,Gulu,None,Education,% Children Immunized,Output,Education,Borehole,No,47.8,79.6,66.1,83.0,-13.5,On Track,Q1 2024,Jan,2024,681,1850,14489992,95860184,UNHCR,IRC,348407
868,UG-2024-1528,Central,Mbarara,Primary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,54.8,91.3,79.5,87.1,-11.8,On Track,Q2 2024,Jan,2024,12483,7877,132960437,84336107,EU,IRC,118072
869,UG-2024-1529,Eastern,Gulu,Primary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,51.9,86.4,85.2,98.6,-1.2,On Track,Q1 2024,Jan,2024,6310,11115,64471720,170116725,USAID,IRC,1446903
870,UG-2024-1530,Eastern,Mbarara,None,Protection,% HH with Latrine,Output,Protection,Borehole,No,32.2,53.7,40.7,75.8,-13.0,At Risk,Q1 2024,Jan,2024,16045,12259,153075827,110596706,EU,World Vision,1025957
871,UG-2024-1531,Central,Gulu,Primary,Food Security,% HH with Latrine,Outcome,Food Security,Borehole,No,30.5,50.8,52.4,103.2,1.6,Achieved,Q1 2024,Jan,2024,8283,11377,81460179,177749359,USAID,World Vision,1489828
872,UG-2024-1532,Eastern,Mbarara,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,41.1,68.5,75.9,110.7,7.3,Achieved,Q2 2024,Jan,2024,5257,405,67067170,19506038,USAID,DRC,206395
873,UG-2024-1533,Northern,Gulu,Primary,Health,% Children Immunized,Output,Health,Borehole,No,45.4,75.7,77.0,101.8,1.4,Achieved,Q1 2024,Jan,2024,17253,13982,120303592,44503738,EU,IRC,1629816
874,UG-2024-1534,Western,Gulu,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,34.9,58.2,43.3,74.3,-15.0,At Risk,Q1 2024,Jan,2024,11193,2883,76621390,27299172,UNHCR,DRC,1189184
875,UG-2024-1535,Central,Kampala,Secondary,Education,% HH with Latrine,Output,Education,Borehole,No,46.9,78.1,86.6,110.9,8.5,Achieved,Q2 2024,Jan,2024,7703,9522,74281449,139513688,UNHCR,World Vision,949791
876,UG-2024-1536,Central,Gulu,Secondary,Education,% HH with Improved Water,Output,Education,Borehole,No,32.3,53.9,37.2,69.0,-16.7,At Risk,Q2 2024,Jan,2024,12790,14191,110819602,132491006,USAID,DRC,1865761
877,UG-2024-1537,Western,Mbarara,None,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,30.7,51.1,56.8,111.2,5.7,Achieved,Q1 2024,Jan,2024,11495,17394,156710616,142103179,UNHCR,IRC,1639936
878,UG-2024-1538,Western,Gulu,Primary,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,42.5,70.8,55.5,78.5,-15.2,At Risk,Q2 2024,Jan,2024,3696,11334,164332703,12901888,EU,IRC,1450254
879,UG-2024-1539,Eastern,Mbarara,Secondary,Protection,% Children Immunized,Output,Protection,Borehole,No,42.5,70.8,63.6,89.8,-7.2,On Track,Q1 2024,Jan,2024,11855,7530,162088436,170710338,UNHCR,World Vision,633757
880,UG-2024-1540,Eastern,Gulu,Primary,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,51.3,85.5,96.0,112.2,10.4,Achieved,Q2 2024,Jan,2024,18967,19458,195834837,155484463,USAID,World Vision,513944
881,UG-2024-1541,Western,Kampala,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,36.8,61.3,64.9,105.9,3.6,Achieved,Q1 2024,Jan,2024,12679,6852,168017231,23781264,EU,DRC,449125
882,UG-2024-1542,Central,Kampala,None,Education,% HH with Improved Water,Output,Education,Borehole,No,47.3,78.9,62.6,79.3,-16.3,At Risk,Q1 2024,Jan,2024,1865,8500,193302183,164581498,UNHCR,DRC,1046091
883,UG-2024-1543,Eastern,Mbarara,None,Health,% HH with Latrine,Outcome,Health,Borehole,No,45.1,75.2,79.7,106.1,4.6,Achieved,Q2 2024,Jan,2024,11971,13305,190734421,167168003,EU,IRC,413404
884,UG-2024-1544,Eastern,Kampala,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,53.5,89.1,80.9,90.8,-8.2,On Track,Q1 2024,Jan,2024,6650,9886,24869217,123726497,UNHCR,World Vision,1403877
885,UG-2024-1545,Central,Kampala,Primary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,53.1,88.5,58.5,66.1,-30.0,At Risk,Q1 2024,Jan,2024,17563,12363,199073502,111021468,UNHCR,DRC,1500367
886,UG-2024-1546,Northern,Gulu,Secondary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,56.6,94.3,90.3,95.8,-4.0,On Track,Q1 2024,Jan,2024,5813,543,161091345,178260573,UNHCR,World Vision,1949759
887,UG-2024-1547,Eastern,Kampala,Secondary,WASH,% HH with Improved Water,Outcome,WASH,Borehole,No,48.2,80.3,49.0,61.1,-31.2,At Risk,Q1 2024,Jan,2024,13119,18327,10982974,123672949,USAID,IRC,775210
888,UG-2024-1548,Central,Mbarara,None,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,44.2,73.7,72.4,98.2,-1.3,On Track,Q1 2024,Jan,2024,18894,1485,121032639,108388106,USAID,IRC,992823
889,UG-2024-1549,Northern,Mbarara,Primary,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,35.0,58.4,50.6,86.8,-7.7,On Track,Q2 2024,Jan,2024,17248,7789,146276152,13153005,USAID,IRC,1814220
890,UG-2024-1550,Central,Mbarara,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,55.9,93.2,79.9,85.8,-13.3,On Track,Q2 2024,Jan,2024,14610,10476,86506118,87236451,EU,World Vision,1976715
891,UG-2024-1551,Central,Gulu,Secondary,Protection,% HH with Latrine,Output,Protection,Borehole,No,55.7,92.9,112.0,120.5,19.1,Achieved,Q1 2024,Jan,2024,8650,2878,12041738,128433320,EU,DRC,1443009
892,UG-2024-1552,Central,Mbarara,None,Health,% Children Immunized,Outcome,Health,Borehole,No,32.0,53.3,57.2,107.4,3.9,Achieved,Q1 2024,Jan,2024,18711,16962,66708208,34878799,UNHCR,IRC,795954
893,UG-2024-1553,Eastern,Kampala,Primary,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,46.5,77.5,56.4,72.7,-21.2,At Risk,Q2 2024,Jan,2024,9848,21679,10676917,175236817,EU,IRC,745013
894,UG-2024-1554,Central,Mbarara,Secondary,Education,% Children Immunized,Output,Education,Borehole,No,45.9,76.5,82.1,107.2,5.5,Achieved,Q1 2024,Jan,2024,7058,21377,161238112,135822691,USAID,IRC,555320
895,UG-2024-1555,Eastern,Mbarara,Secondary,Livelihood,% Children Immunized,Output,Livelihood,Borehole,No,52.0,86.7,85.7,98.8,-1.0,On Track,Q1 2024,Jan,2024,2758,11842,102443836,117350751,UNHCR,World Vision,1201494
896,UG-2024-1556,Eastern,Gulu,Primary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,34.6,57.6,53.0,91.9,-4.7,On Track,Q1 2024,Jan,2024,6165,604,11683843,70978092,UNHCR,IRC,251144
897,UG-2024-1557,Eastern,Gulu,None,Health,% HH with Improved Water,Outcome,Health,Borehole,No,46.3,77.1,42.7,55.3,-34.4,At Risk,Q1 2024,Jan,2024,7067,11411,19674205,57760207,EU,DRC,1292901
898,UG-2024-1558,Northern,Kampala,Primary,Education,% HH with Improved Water,Output,Education,Borehole,No,41.1,68.5,64.2,93.7,-4.3,On Track,Q1 2024,Jan,2024,18734,11806,109192703,108460441,UNHCR,IRC,1161035
899,UG-2024-1559,Central,Kampala,Secondary,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,50.8,84.6,86.1,101.8,1.5,Achieved,Q1 2024,Jan,2024,19869,16467,9436782,132383285,UNHCR,IRC,1941773
900,UG-2024-1560,Northern,Gulu,None,Livelihood,% Children Immunized,Outcome,Livelihood,Borehole,No,33.1,55.2,46.1,83.5,-9.1,On Track,Q2 2024,Jan,2024,18360,19993,97693753,154220115,EU,IRC,716809
901,UG-2024-1561,Eastern,Mbarara,Primary,Protection,% HH with Latrine,Output,Protection,Borehole,No,56.5,94.2,55.1,58.5,-39.1,At Risk,Q1 2024,Jan,2024,5225,11237,73557689,175098355,EU,IRC,971465
902,UG-2024-1562,Central,Gulu,None,Education,% HH with Improved Water,Outcome,Education,Borehole,No,42.9,71.5,43.3,60.6,-28.2,At Risk,Q2 2024,Jan,2024,4435,19051,32205775,58112218,EU,World Vision,1222895
903,UG-2024-1563,Eastern,Kampala,Secondary,Livelihood,% HH with Latrine,Output,Livelihood,Borehole,No,30.2,50.4,57.2,113.6,6.8,Achieved,Q1 2024,Jan,2024,15754,12352,121258213,118648740,EU,World Vision,629472
904,UG-2024-1564,Northern,Mbarara,Primary,WASH,% HH with Latrine,Output,WASH,Borehole,No,31.2,51.9,60.5,116.5,8.6,Achieved,Q1 2024,Jan,2024,19570,5132,99013266,3256597,UNHCR,IRC,613630
905,UG-2024-1565,Eastern,Mbarara,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,54.0,90.0,70.0,77.7,-20.0,At Risk,Q2 2024,Jan,2024,19537,12942,151799602,61710614,UNHCR,IRC,1092676
906,UG-2024-1566,Northern,Kampala,Secondary,Education,% Children Immunized,Outcome,Education,Borehole,No,38.3,63.8,41.6,65.2,-22.2,At Risk,Q1 2024,Jan,2024,771,14174,106370051,96203292,EU,DRC,1285106
907,UG-2024-1567,Western,Mbarara,Primary,Food Security,% Children Immunized,Outcome,Food Security,Borehole,No,32.8,54.7,39.1,71.4,-15.7,At Risk,Q1 2024,Jan,2024,6641,12631,110274153,93809187,EU,IRC,719561
908,UG-2024-1568,Eastern,Kampala,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,43.4,72.4,65.6,90.6,-6.8,On Track,Q1 2024,Jan,2024,18616,14784,140371386,4694914,USAID,IRC,1240796
909,UG-2024-1569,Northern,Kampala,Secondary,Food Security,% HH with Improved Water,Output,Food Security,Borehole,No,35.2,58.6,33.9,57.9,-24.7,At Risk,Q2 2024,Jan,2024,16670,15706,162204000,84437661,EU,IRC,731905
910,UG-2024-1570,Eastern,Gulu,Primary,Education,% HH with Latrine,Outcome,Education,Borehole,No,37.9,63.2,40.0,63.2,-23.3,At Risk,Q1 2024,Jan,2024,13440,13884,124661800,34009776,USAID,DRC,1233323
911,UG-2024-1571,Northern,Gulu,None,Protection,% HH with Latrine,Output,Protection,Borehole,No,42.5,70.8,49.1,69.4,-21.7,At Risk,Q1 2024,Jan,2024,8632,1342,170922370,102052847,USAID,IRC,1514078
912,UG-2024-1572,Central,Gulu,Primary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,31.4,52.4,43.7,83.4,-8.7,On Track,Q1 2024,Jan,2024,19855,15082,44247967,122536730,EU,IRC,808161
913,UG-2024-1573,Eastern,Kampala,Primary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,56.6,94.4,83.9,88.8,-10.5,On Track,Q1 2024,Jan,2024,11652,15927,50320333,59839169,EU,World Vision,631928
914,UG-2024-1574,Eastern,Gulu,None,Education,% HH with Improved Water,Outcome,Education,Borehole,No,37.1,61.8,52.3,84.5,-9.6,On Track,Q2 2024,Jan,2024,13932,3849,180074442,11309196,EU,IRC,712334
915,UG-2024-1575,Eastern,Gulu,Primary,WASH,% Children Immunized,Output,WASH,Borehole,No,56.8,94.6,57.8,61.0,-36.9,At Risk,Q1 2024,Jan,2024,11222,6287,11137057,94345824,UNHCR,DRC,1579387
916,UG-2024-1576,Eastern,Gulu,Primary,Health,% HH with Improved Water,Outcome,Health,Borehole,No,34.7,57.9,54.0,93.3,-3.9,On Track,Q2 2024,Jan,2024,11013,6516,199796210,149109464,USAID,DRC,1624051
917,UG-2024-1577,Central,Gulu,None,Protection,% Children Immunized,Output,Protection,Borehole,No,31.2,52.1,57.9,111.2,5.8,Achieved,Q1 2024,Jan,2024,13794,1947,65054583,28884091,UNHCR,IRC,1563954
918,UG-2024-1578,Northern,Mbarara,Secondary,Education,% Children Immunized,Output,Education,Borehole,No,51.0,85.1,62.7,73.7,-22.4,At Risk,Q2 2024,Jan,2024,16284,17947,85773056,61559636,USAID,World Vision,324597
919,UG-2024-1579,Northern,Gulu,None,Education,% HH with Latrine,Output,Education,Borehole,No,52.5,87.5,83.7,95.6,-3.8,On Track,Q2 2024,Jan,2024,10620,7290,20476723,90769248,USAID,DRC,1681062
920,UG-2024-1580,Western,Gulu,Secondary,Food Security,% HH with Latrine,Output,Food Security,Borehole,No,47.1,78.5,45.4,57.8,-33.2,At Risk,Q2 2024,Jan,2024,11440,20009,165951182,153435725,USAID,DRC,1292193
921,UG-2024-1581,Central,Gulu,Primary,Education,% HH with Latrine,Outcome,Education,Borehole,No,52.2,87.0,82.6,95.0,-4.4,On Track,Q2 2024,Jan,2024,12821,21284,110077198,168234441,USAID,World Vision,1769636
922,UG-2024-1582,Northern,Kampala,None,Protection,% HH with Improved Water,Outcome,Protection,Borehole,No,53.0,88.4,77.2,87.3,-11.2,On Track,Q1 2024,Jan,2024,19874,17512,21306178,67934247,EU,IRC,1529593
923,UG-2024-1583,Eastern,Mbarara,None,WASH,% HH with Latrine,Output,WASH,Borehole,No,39.9,66.5,68.5,103.0,2.0,Achieved,Q2 2024,Jan,2024,14761,16826,121337812,161352334,USAID,DRC,144006
924,UG-2024-1584,Eastern,Kampala,None,Protection,% HH with Latrine,Output,Protection,Borehole,No,30.5,50.8,52.6,103.4,1.7,Achieved,Q2 2024,Jan,2024,4331,13379,125494072,55396657,USAID,World Vision,316779
925,UG-2024-1585,Northern,Gulu,None,Protection,% HH with Latrine,Outcome,Protection,Borehole,No,53.6,89.3,89.3,100.0,-0.0,Achieved,Q1 2024,Jan,2024,7787,2834,167405322,120089220,USAID,DRC,1693591
926,UG-2024-1586,Western,Mbarara,Secondary,Health,% HH with Latrine,Output,Health,Borehole,No,37.4,62.3,43.3,69.5,-19.0,At Risk,Q1 2024,Jan,2024,3619,15454,66249688,134140144,USAID,IRC,814013
927,UG-2024-1587,Western,Gulu,Secondary,WASH,% Children Immunized,Output,WASH,Borehole,No,41.3,68.9,56.8,82.5,-12.1,On Track,Q2 2024,Jan,2024,1979,18383,84706237,64837545,UNHCR,DRC,1031673
928,UG-2024-1588,Eastern,Mbarara,Primary,Protection,% Children Immunized,Outcome,Protection,Borehole,No,47.2,78.7,81.2,103.2,2.5,Achieved,Q1 2024,Jan,2024,5077,14935,181981687,12822985,UNHCR,World Vision,977632
929,UG-2024-1589,Eastern,Gulu,Secondary,Health,% Children Immunized,Outcome,Health,Borehole,No,33.9,56.5,36.2,64.0,-20.3,At Risk,Q2 2024,Jan,2024,8798,9186,63793256,41177184,UNHCR,IRC,1524307
930,UG-2024-1590,Central,Gulu,Secondary,Food Security,% HH with Improved Water,Outcome,Food Security,Borehole,No,37.6,62.6,61.0,97.5,-1.6,On Track,Q2 2024,Jan,2024,8567,9362,15631862,110160819,USAID,IRC,867379
931,UG-2024-1591,Central,Mbarara,Primary,Education,% Children Immunized,Outcome,Education,Borehole,No,48.2,80.4,73.1,90.9,-7.3,On Track,Q1 2024,Jan,2024,16390,5195,63640541,86741133,UNHCR,World Vision,772674
932,UG-2024-1592,Central,Kampala,Secondary,Health,% HH with Latrine,Outcome,Health,Borehole,No,45.7,76.1,87.7,115.2,11.6,Achieved,Q2 2024,Jan,2024,14303,6821,144662693,55827485,EU,World Vision,1119856
933,UG-2024-1593,Northern,Kampala,Secondary,Education,% HH with Latrine,Outcome,Education,Borehole,No,46.5,77.5,84.8,109.4,7.3,Achieved,Q2 2024,Jan,2024,15076,7402,22396521,156388937,UNHCR,DRC,1266907
934,UG-2024-1594,Central,Mbarara,Secondary,Protection,% Children Immunized,Output,Protection,Borehole,No,48.7,81.2,82.5,101.6,1.3,Achieved,Q1 2024,Jan,2024,14069,19584,146899158,175752312,USAID,IRC,1854615
935,UG-2024-1595,Western,Kampala,None,Education,% HH with Improved Water,Output,Education,Borehole,No,32.0,53.4,64.4,120.8,11.1,Achieved,Q2 2024,Jan,2024,19337,20371,99835426,140212499,UNHCR,DRC,329069
936,UG-2024-1596,Central,Mbarara,Secondary,Livelihood,% HH with Improved Water,Output,Livelihood,Borehole,No,45.8,76.3,58.0,76.1,-18.2,At Risk,Q2 2024,Jan,2024,5712,5465,76196582,47459546,EU,IRC,152678
937,UG-2024-1597,Central,Gulu,None,Health,% HH with Latrine,Output,Health,Borehole,No,41.2,68.6,45.4,66.2,-23.2,At Risk,Q2 2024,Jan,2024,1246,14205,96585580,9578423,UNHCR,DRC,470624
938,UG-2024-1598,Central,Gulu,None,Health,% Children Immunized,Outcome,Health,Borehole,No,56.9,94.8,61.3,64.7,-33.5,At Risk,Q1 2024,Jan,2024,15703,13961,70218790,104105116,UNHCR,IRC,213656
939,UG-2024-1599,Northern,Gulu,None,Livelihood,% HH with Latrine,Outcome,Livelihood,Borehole,No,46.7,77.9,67.0,86.0,-10.9,On Track,Q2 2024,Jan,2024,13914,20289,56608493,31909857,USAID,IRC,253201
940,UG-2024-1600,Central,Kampala,Primary,Education,% HH with Improved Water,Output,Education,Borehole,No,42.7,71.2,59.0,82.9,-12.2,On Track,Q1 2024,Jan,2024,13499,13240,166871910,123458596,EU,World Vision,1931891
