ID,Item_Code,Region,District,Warehouse,Education,Category,Item_Name,Crop,Unit,Water_Source,Irrigation,Stock_On_Hand,Stock_Reserved,Stock_Available,Yield,Unit_Cost_UGX,Total_Value_UGX,Min_Stock_Level,Max_Stock_Level,Status,Last_Stock_In,Last_Stock_Out,Expiry_Date,Donor,Income_UGX
835,WAS-1495,Northern,Mbarara,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,1718,257,1460,37620,21898,37620764,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,37620764
836,HEA-1496,Western,Gulu,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,790,118,671,7185,9095,7185050,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,7185050
837,WAS-1497,Central,Yumbe,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,4508,676,3831,110450,24501,110450508,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,110450508
838,AGR-1498,Eastern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,1447,217,1229,29595,20453,29595491,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,29595491
839,NFI-1499,Northern,Yumbe,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,245,36,208,3291,13436,3291820,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,3291820
840,FOO-1500,Eastern,Yumbe,Food Warehouse,Primary,Food,Rice,Rice,Pcs,Borehole,No,4123,618,3504,18693,4534,18693682,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,18693682
841,FOO-1501,Northern,Mbarara,Food Warehouse,Secondary,Food,Beans,Beans,Kit,Borehole,No,1943,291,1651,89292,45956,89292508,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,89292508
842,AGR-1502,Eastern,Mbarara,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kg,Borehole,No,651,97,553,4329,6651,4329801,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,4329801
843,HEA-1503,Western,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,1533,229,1303,17586,11472,17586576,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,17586576
844,NFI-1504,Northern,Mbarara,NFI Warehouse,Primary,NFI,Blanket,Blanket,Pcs,Borehole,No,213,31,181,2413,11330,2413290,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,2413290
845,NFI-1505,Central,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,2747,412,2334,71606,26067,71606049,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,71606049
846,WAS-1506,Eastern,Yumbe,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,215,32,182,6847,31849,6847535,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,6847535
847,SHE-1507,Central,Mbarara,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,1533,229,1303,40897,26678,40897374,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,40897374
848,FOO-1508,Central,Gulu,Food Warehouse,Secondary,Food,Rice,Rice,Pcs,Borehole,No,789,118,670,8935,11325,8935425,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,8935425
849,WAS-1509,Western,Gulu,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,1480,222,1258,35543,24016,35543680,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,35543680
850,HEA-1510,Northern,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,706,105,600,18137,25691,18137846,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,18137846
851,AGR-1511,Central,Gulu,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,564,84,479,3534,6266,3534024,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,3534024
852,WAS-1512,Central,Mbarara,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kg,Borehole,No,283,42,240,10356,36595,10356385,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,10356385
853,FOO-1513,Northern,Kampala,Food Warehouse,Primary,Food,Beans,Beans,Pcs,Borehole,No,1253,187,1065,15944,12725,15944425,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,15944425
854,AGR-1514,Central,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,1998,299,1698,13106,6560,13106880,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,13106880
855,FOO-1515,Western,Gulu,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kit,Borehole,No,859,128,730,29468,34306,29468854,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,29468854
856,WAS-1516,Central,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,1782,267,1514,39539,22188,39539016,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,39539016
857,AGR-1517,Western,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,1479,221,1257,64360,43516,64360164,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,64360164
858,AGR-1518,Western,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,1720,258,1462,6857,3987,6857640,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,6857640
859,SHE-1519,Western,Mbarara,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,2547,382,2164,70826,27808,70826976,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,70826976
860,SHE-1520,Eastern,Gulu,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Pcs,Borehole,No,1941,291,1649,40795,21018,40795938,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,40795938
861,HEA-1521,Northern,Gulu,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,1441,216,1224,43446,30150,43446150,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,43446150
862,AGR-1522,Eastern,Gulu,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,1756,263,1492,64374,36660,64374960,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,64374960
863,NFI-1523,Northern,Kampala,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kg,Borehole,No,770,115,654,26470,34377,26470290,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,26470290
864,HEA-1524,Eastern,Gulu,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,1931,289,1641,19815,10262,19815922,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,19815922
865,AGR-1525,Northern,Yumbe,Agriculture Warehouse,Primary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,2982,447,2534,66075,22158,66075156,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,66075156
866,AGR-1526,Northern,Gulu,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,566,84,481,20545,36299,20545234,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,20545234
867,AGR-1527,Central,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kit,Borehole,No,850,127,722,25409,29894,25409900,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,25409900
868,FOO-1528,Eastern,Mbarara,Food Warehouse,Secondary,Food,Beans,Beans,Kg,Borehole,No,4542,681,3860,47740,10511,47740962,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,47740962
869,WAS-1529,Central,Yumbe,WASH Warehouse,Secondary,WASH,Soap,Soap,Pcs,Borehole,No,3663,549,3113,118798,32432,118798416,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,118798416
870,FOO-1530,Central,Gulu,Food Warehouse,Secondary,Food,Rice,Rice,Kg,Borehole,No,3806,570,3235,115078,30236,115078216,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,115078216
871,SHE-1531,Eastern,Gulu,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,2388,358,2029,43755,18323,43755324,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,43755324
872,FOO-1532,Central,Gulu,Food Warehouse,Secondary,Food,Beans,Beans,Kg,Borehole,No,3206,480,2725,26673,8320,26673920,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,26673920
873,NFI-1533,Western,Gulu,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Pcs,Borehole,No,637,95,541,4229,6640,4229680,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,4229680
874,NFI-1534,Central,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,170,25,144,1036,6098,1036660,200,3000,Low,2024-06-01,2024-08-15,N/A,UNHCR,1036660
875,FOO-1535,Eastern,Yumbe,Food Warehouse,Secondary,Food,Rice,Rice,Pcs,Borehole,No,354,53,300,3513,9926,3513804,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,3513804
876,WAS-1536,Central,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,1327,199,1127,15273,11510,15273770,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,15273770
877,WAS-1537,Northern,Gulu,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,1477,221,1255,41663,28208,41663216,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,41663216
878,SHE-1538,Western,Gulu,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,81,12,68,1597,19724,1597644,200,3000,Low,2024-06-01,2024-08-15,N/A,UNHCR,1597644
879,AGR-1539,Western,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,508,76,431,17002,33470,17002760,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,17002760
880,HEA-1540,Eastern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,3784,567,3216,39690,10489,39690376,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,39690376
881,FOO-1541,Western,Kampala,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,2443,366,2076,16473,6743,16473149,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,16473149
882,SHE-1542,Eastern,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,4312,646,3665,77025,17863,77025256,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,77025256
883,AGR-1543,Eastern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3153,472,2680,46109,14624,46109472,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,46109472
884,NFI-1544,Northern,Kampala,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,84,12,71,3140,37381,3140004,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,3140004
885,FOO-1545,Central,Yumbe,Food Warehouse,Secondary,Food,Maize Flour,Maize Flour,Kg,Borehole,No,1866,279,1586,78491,42064,78491424,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,78491424
886,NFI-1546,Central,Mbarara,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,2644,396,2247,22201,8397,22201668,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,22201668
887,WAS-1547,Central,Gulu,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Pcs,Borehole,No,3128,469,2658,83467,26684,83467552,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,83467552
888,HEA-1548,Central,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,3601,540,3060,86348,23979,86348379,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,86348379
889,FOO-1549,Western,Gulu,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,1047,157,889,11146,10646,11146362,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,11146362
890,FOO-1550,Central,Yumbe,Food Warehouse,Primary,Food,Beans,Beans,Kit,Borehole,No,586,87,498,16273,27770,16273220,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,16273220
891,AGR-1551,Central,Yumbe,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kit,Borehole,No,1886,282,1603,36695,19457,36695902,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,36695902
892,AGR-1552,Western,Kampala,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3249,487,2761,32597,10033,32597217,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,32597217
893,HEA-1553,Eastern,Mbarara,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,134,20,113,5875,43846,5875364,200,3000,Low,2024-06-01,2024-08-15,2026-02-01,UNHCR,5875364
894,NFI-1554,Western,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,2328,349,1978,81521,35018,81521904,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,81521904
895,NFI-1555,Central,Mbarara,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Pcs,Borehole,No,1237,185,1051,8513,6882,8513034,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,8513034
896,WAS-1556,Northern,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,2952,442,2509,128615,43569,128615688,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,128615688
897,WAS-1557,Northern,Mbarara,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,2869,430,2438,139642,48673,139642837,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,139642837
898,HEA-1558,Eastern,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Pcs,Borehole,No,3746,561,3184,106761,28500,106761000,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,106761000
899,WAS-1559,Western,Yumbe,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,31,4,26,420,13558,420298,200,3000,Low,2024-06-01,2024-08-15,N/A,UNICEF,420298
900,AGR-1560,Central,Gulu,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Kg,Borehole,No,4057,608,3448,188861,46552,188861464,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,188861464
901,SHE-1561,Western,Gulu,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,4480,672,3808,211635,47240,211635200,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,211635200
902,SHE-1562,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kg,Borehole,No,3265,489,2775,58423,17894,58423910,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,58423910
903,WAS-1563,Northern,Gulu,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,2016,302,1713,5358,2658,5358528,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,5358528
904,NFI-1564,Western,Mbarara,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,2542,381,2160,91430,35968,91430656,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,91430656
905,HEA-1565,Northern,Gulu,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,2584,387,2196,56770,21970,56770480,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,56770480
906,NFI-1566,Northern,Gulu,NFI Warehouse,Secondary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,4001,600,3400,148201,37041,148201041,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,148201041
907,HEA-1567,Central,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,3123,468,2654,23285,7456,23285088,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,23285088
908,FOO-1568,Eastern,Kampala,Food Warehouse,Primary,Food,Cooking Oil,Cooking Oil,Kg,Borehole,No,3485,522,2962,31685,9092,31685620,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,31685620
909,AGR-1569,Northern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,3221,483,2737,44510,13819,44510999,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,44510999
910,AGR-1570,Western,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,2125,318,1806,8372,3940,8372500,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,8372500
911,SHE-1571,Northern,Gulu,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,3703,555,3147,136774,36936,136774008,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,136774008
912,HEA-1572,Northern,Gulu,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,2704,405,2298,40916,15132,40916928,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,40916928
913,SHE-1573,Central,Mbarara,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kit,Borehole,No,4105,615,3489,36201,8819,36201995,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,36201995
914,SHE-1574,Eastern,Gulu,Shelter Warehouse,Primary,Shelter,Cement,Cement,Pcs,Borehole,No,2232,334,1897,80300,35977,80300664,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,80300664
915,NFI-1575,Central,Gulu,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kg,Borehole,No,1805,270,1534,78795,43654,78795470,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,78795470
916,AGR-1576,Eastern,Mbarara,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kit,Borehole,No,1584,237,1346,12870,8125,12870000,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,12870000
917,FOO-1577,Northern,Kampala,Food Warehouse,Secondary,Food,Cooking Oil,Cooking Oil,Pcs,Borehole,No,1994,299,1694,66150,33175,66150950,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,66150950
918,SHE-1578,Northern,Kampala,Shelter Warehouse,Primary,Shelter,Iron Sheets,Iron Sheets,Kg,Borehole,No,2038,305,1732,42600,20903,42600314,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,42600314
919,HEA-1579,Western,Kampala,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Kg,Borehole,No,2653,397,2255,102440,38613,102440289,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,102440289
920,WAS-1580,Western,Kampala,WASH Warehouse,Primary,WASH,Soap,Soap,Pcs,Borehole,No,4345,651,3693,109411,25181,109411445,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,109411445
921,SHE-1581,Central,Gulu,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kit,Borehole,No,290,43,246,4092,14113,4092770,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,4092770
922,FOO-1582,Eastern,Mbarara,Food Warehouse,Secondary,Food,Rice,Rice,Pcs,Borehole,No,973,145,827,11531,11852,11531996,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,11531996
923,WAS-1583,Western,Mbarara,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,1104,165,938,34135,30920,34135680,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,34135680
924,NFI-1584,Western,Kampala,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kg,Borehole,No,325,48,276,13876,42698,13876850,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,13876850
925,SHE-1585,Eastern,Gulu,Shelter Warehouse,Secondary,Shelter,Cement,Cement,Kit,Borehole,No,1207,181,1025,4012,3324,4012068,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,4012068
926,AGR-1586,Eastern,Mbarara,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,2949,442,2506,70991,24073,70991277,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,70991277
927,NFI-1587,Northern,Mbarara,NFI Warehouse,Primary,NFI,Jerrycan,Jerrycan,Kit,Borehole,No,1764,264,1499,30995,17571,30995244,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,30995244
928,AGR-1588,Western,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,4818,722,4095,84411,17520,84411360,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,84411360
929,NFI-1589,Western,Kampala,NFI Warehouse,Secondary,NFI,Mosquito Net,Mosquito Net,Pcs,Borehole,No,1019,152,866,23816,23372,23816068,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,23816068
930,SHE-1590,Central,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,1059,158,900,16711,15780,16711020,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,16711020
931,WAS-1591,Northern,Yumbe,WASH Warehouse,Secondary,WASH,Soap,Soap,Kit,Borehole,No,4810,721,4088,42467,8829,42467490,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,42467490
932,HEA-1592,Western,Gulu,Health Warehouse,Secondary,Health,Malaria Kit,Malaria Kit,Kit,Borehole,No,1830,274,1555,83396,45572,83396760,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,83396760
933,HEA-1593,Northern,Yumbe,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,689,103,585,23796,34538,23796682,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,23796682
934,HEA-1594,Western,Gulu,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,2306,345,1960,93743,40652,93743512,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,93743512
935,WAS-1595,Northern,Kampala,WASH Warehouse,Primary,WASH,Soap,Soap,Kit,Borehole,No,1710,256,1453,21294,12453,21294630,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,21294630
936,WAS-1596,Central,Kampala,WASH Warehouse,Secondary,WASH,Soap,Soap,Kg,Borehole,No,33,4,28,274,8333,274989,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,274989
937,AGR-1597,Central,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Pcs,Borehole,No,172,25,146,6509,37844,6509168,200,3000,Low,2024-06-01,2024-08-15,N/A,WFP,6509168
938,SHE-1598,Central,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kg,Borehole,No,3186,477,2708,67304,21125,67304250,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,67304250
939,NFI-1599,Western,Yumbe,NFI Warehouse,Primary,NFI,Mosquito Net,Mosquito Net,Kit,Borehole,No,271,40,230,4948,18261,4948731,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,4948731
940,AGR-1600,Eastern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Maize Seeds,Maize Seeds,Pcs,Borehole,No,4201,630,3570,173320,41257,173320657,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,173320657
941,NFI-1601,Central,Kampala,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kit,Borehole,No,293,43,249,8883,30320,8883760,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,8883760
942,NFI-1602,Central,Mbarara,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Pcs,Borehole,No,1529,229,1299,66225,43313,66225577,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,66225577
943,SHE-1603,Northern,Kampala,Shelter Warehouse,Primary,Shelter,Cement,Cement,Kit,Borehole,No,3604,540,3063,122741,34057,122741428,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,122741428
944,HEA-1604,Central,Gulu,Health Warehouse,Primary,Health,Mama Kit,Mama Kit,Kg,Borehole,No,3872,580,3291,84711,21878,84711616,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,WFP,84711616
945,NFI-1605,Eastern,Yumbe,NFI Warehouse,Secondary,NFI,Blanket,Blanket,Kit,Borehole,No,4591,688,3902,47507,10348,47507668,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,47507668
946,AGR-1606,Northern,Yumbe,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kit,Borehole,No,469,70,398,15406,32849,15406181,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,15406181
947,FOO-1607,Northern,Gulu,Food Warehouse,Primary,Food,Maize Flour,Maize Flour,Kit,Borehole,No,1105,165,939,43807,39645,43807725,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,43807725
948,AGR-1608,Northern,Kampala,Agriculture Warehouse,Primary,Agriculture,Hoe,Hoe,Kit,Borehole,No,4815,722,4092,48434,10059,48434085,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,48434085
949,WAS-1609,Eastern,Gulu,WASH Warehouse,Primary,WASH,Water Tank,Water Tank,Kit,Borehole,No,3271,490,2780,40033,12239,40033769,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,40033769
950,FOO-1610,Northern,Yumbe,Food Warehouse,Primary,Food,Beans,Beans,Pcs,Borehole,No,4148,622,3525,54620,13168,54620864,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNICEF,54620864
951,HEA-1611,Northern,Mbarara,Health Warehouse,Secondary,Health,Mama Kit,Mama Kit,Kit,Borehole,No,1218,182,1035,57594,47286,57594348,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,57594348
952,HEA-1612,Central,Mbarara,Health Warehouse,Primary,Health,Malaria Kit,Malaria Kit,Pcs,Borehole,No,1529,229,1299,21164,13842,21164418,200,3000,Normal,2024-06-01,2024-08-15,2026-02-01,UNHCR,21164418
953,AGR-1613,Northern,Kampala,Agriculture Warehouse,Secondary,Agriculture,Hoe,Hoe,Kg,Borehole,No,3465,519,2945,165568,47783,165568095,200,3000,Normal,2024-06-01,2024-08-15,N/A,WFP,165568095
954,NFI-1614,Central,Kampala,NFI Warehouse,Primary,NFI,Blanket,Blanket,Kg,Borehole,No,1514,227,1286,37641,24862,37641068,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNHCR,37641068
955,SHE-1615,Eastern,Yumbe,Shelter Warehouse,Secondary,Shelter,Iron Sheets,Iron Sheets,Kit,Borehole,No,876,131,744,3991,4557,3991932,200,3000,Normal,2024-06-01,2024-08-15,N/A,UNICEF,3991932
