ID,Case_ID,Region,Settlement,District,Country_Origin,Arrival_Year,Years_In_Uganda,Gender_HH_Head,Age_HH_Head,Education,Household_Size,Children_U18,Vulnerability,Water_Source,Irrigation,Crop,Yield,Assistance_Type,Protection_Concern,Income_UGX_Month
662,UNHCR-UG-10322,Central,Kampala Urban,Arua,Sudan,2023,6,Male,74,Primary,3,0,Unaccompanied Child,Tap,No,Beans,2.64,WASH,Child Protection,429608
663,UNHCR-UG-10323,South West,Rwamwanja,Arua,DRC,2024,8,Female,48,Primary,2,4,Disability,River,No,Vegetables,1.97,NFI,Food Insecurity,238795
664,UNHCR-UG-10324,South West,Kyaka II,Arua,Somalia,2020,10,Male,49,Primary,3,0,Single Parent,Borehole,Yes,Cassava,1.98,Food,GBV Risk,50580
665,UNHCR-UG-10325,South West,Nakivale,Arua,Burundi,2020,1,Male,62,Primary,8,4,Elderly,River,No,Beans,1.41,Food,GBV Risk,205469
666,UNHCR-UG-10326,West Nile,Rhino Camp,Arua,Eritrea,2020,4,Male,66,Secondary,2,1,Elderly,Borehole,Yes,None,2.11,Food,Food Insecurity,69998
667,UNHCR-UG-10327,Mid West,Kiryandongo,Arua,Somalia,2016,8,Male,61,University,6,3,Elderly,River,Yes,Cassava,1.15,NFI,None,228958
668,UNHCR-UG-10328,Central,Kampala Urban,Arua,Burundi,2021,7,Female,64,None,6,4,Woman at Risk,Tap,Yes,Cassava,1.58,WASH,Child Protection,217624
669,UNHCR-UG-10329,Mid West,Kiryandongo,Arua,Eritrea,2023,10,Male,31,None,7,3,Woman at Risk,River,Yes,Maize,3.41,WASH,GBV Risk,44723
670,UNHCR-UG-10330,West Nile,Imvepi,Arua,DRC,2018,4,Female,23,None,7,4,Unaccompanied Child,Tap,Yes,Vegetables,0.58,Cash,GBV Risk,26232
671,UNHCR-UG-10331,Mid West,Kiryandongo,Arua,Somalia,2018,6,Female,61,None,5,4,Single Parent,Tap,No,Maize,2.72,WASH,Food Insecurity,101663
672,UNHCR-UG-10332,Central,Kampala Urban,Arua,Somalia,2024,3,Female,29,University,4,0,None,Borehole,Yes,Maize,2.44,NFI,None,156313
673,UNHCR-UG-10333,Central,Kampala Urban,Arua,Somalia,2024,10,Female,50,Secondary,2,4,Unaccompanied Child,River,Yes,Vegetables,2.45,NFI,None,121111
674,UNHCR-UG-10334,Mid West,Kiryandongo,Arua,South Sudan,2017,3,Female,35,Secondary,1,2,Unaccompanied Child,Borehole,Yes,None,0.99,WASH,Child Protection,283390
675,UNHCR-UG-10335,Central,Kampala Urban,Arua,Eritrea,2017,1,Male,18,Secondary,6,4,Elderly,Tap,No,Vegetables,0.7,Cash,Child Protection,110072
676,UNHCR-UG-10336,Central,Kampala Urban,Arua,Eritrea,2017,10,Male,50,Primary,4,1,None,River,No,Vegetables,1.65,Food,None,143263
677,UNHCR-UG-10337,West Nile,Bidi Bidi,Yumbe,DRC,2022,1,Female,52,None,2,1,Unaccompanied Child,Tap,Yes,Maize,0.76,Cash,Food Insecurity,287336
678,UNHCR-UG-10338,West Nile,Imvepi,Arua,Ethiopia,2021,5,Male,75,None,9,2,Elderly,Tap,Yes,None,1.06,NFI,GBV Risk,83951
679,UNHCR-UG-10339,Mid West,Kiryandongo,Arua,South Sudan,2020,5,Female,43,Primary,9,0,Disability,Tap,No,Maize,2.58,NFI,GBV Risk,241189
680,UNHCR-UG-10340,South West,Nakivale,Arua,South Sudan,2017,3,Female,72,Primary,10,1,Elderly,Tap,Yes,Vegetables,2.39,NFI,GBV Risk,298000
681,UNHCR-UG-10341,Central,Kampala Urban,Arua,South Sudan,2019,8,Male,28,None,3,2,Woman at Risk,River,No,Vegetables,3.15,Food,None,391680
682,UNHCR-UG-10342,West Nile,Imvepi,Arua,Sudan,2024,7,Female,46,University,6,2,Woman at Risk,Borehole,Yes,Beans,2.84,Food,Food Insecurity,144862
683,UNHCR-UG-10343,Central,Kampala Urban,Arua,Sudan,2018,7,Male,19,Primary,4,1,Elderly,River,No,Vegetables,2.89,Food,Child Protection,324092
684,UNHCR-UG-10344,South West,Oruchinga,Arua,Ethiopia,2025,9,Male,33,University,6,0,Single Parent,River,No,Cassava,2.99,Cash,None,331522
685,UNHCR-UG-10345,Central,Kampala Urban,Arua,DRC,2025,9,Male,45,None,10,4,None,Tap,No,None,2.44,Cash,Food Insecurity,151741
686,UNHCR-UG-10346,Mid West,Kiryandongo,Arua,Sudan,2025,10,Male,29,Secondary,10,0,Disability,Borehole,Yes,None,0.35,NFI,Food Insecurity,77288
687,UNHCR-UG-10347,West Nile,Palorinya,Arua,Ethiopia,2025,5,Male,46,Primary,6,3,Disability,Tap,No,Maize,1.92,Cash,None,499063
688,UNHCR-UG-10348,South West,Rwamwanja,Arua,Somalia,2021,10,Female,52,Secondary,3,1,Elderly,Borehole,Yes,Cassava,2.44,Cash,None,88136
689,UNHCR-UG-10349,South West,Nakivale,Arua,Burundi,2025,9,Male,39,Primary,4,0,None,Borehole,Yes,None,2.94,NFI,GBV Risk,374995
690,UNHCR-UG-10350,Mid West,Kiryandongo,Arua,Somalia,2020,2,Male,40,University,1,4,None,Borehole,No,Vegetables,1.68,WASH,Child Protection,430375
691,UNHCR-UG-10351,South West,Rwamwanja,Arua,Somalia,2017,10,Female,66,Primary,4,0,Elderly,River,No,Cassava,2.68,NFI,Child Protection,459402
692,UNHCR-UG-10352,Mid West,Kiryandongo,Arua,Sudan,2017,10,Male,50,None,6,1,Disability,Borehole,No,None,0.23,NFI,Food Insecurity,261050
693,UNHCR-UG-10353,West Nile,Rhino Camp,Arua,Burundi,2016,1,Female,18,Secondary,2,2,Unaccompanied Child,River,No,Maize,3.08,WASH,None,237614
694,UNHCR-UG-10354,Mid West,Kiryandongo,Arua,Burundi,2022,8,Female,63,Secondary,1,2,Disability,Tap,No,Cassava,1.73,Cash,Food Insecurity,348351
695,UNHCR-UG-10355,South West,Rwamwanja,Arua,Rwanda,2017,5,Female,33,None,5,1,None,Tap,Yes,Maize,0.66,Food,Child Protection,227580
696,UNHCR-UG-10356,South West,Rwamwanja,Arua,Ethiopia,2018,6,Male,26,Secondary,5,3,Unaccompanied Child,Tap,Yes,None,0.52,NFI,GBV Risk,71526
697,UNHCR-UG-10357,Central,Kampala Urban,Arua,Somalia,2018,10,Female,48,None,7,0,None,Tap,Yes,Vegetables,1.7,NFI,Child Protection,172766
698,UNHCR-UG-10358,Mid West,Kiryandongo,Arua,Somalia,2024,10,Female,33,Primary,9,4,None,Tap,No,None,1.67,Food,None,113483
699,UNHCR-UG-10359,Mid West,Kiryandongo,Arua,South Sudan,2025,3,Female,25,Secondary,7,0,Single Parent,Tap,Yes,Maize,3.38,Cash,Food Insecurity,267562
700,UNHCR-UG-10360,Mid West,Kiryandongo,Arua,Sudan,2025,5,Male,24,Secondary,5,1,Disability,Borehole,Yes,Maize,0.67,Food,None,108237
701,UNHCR-UG-10361,West Nile,Palorinya,Arua,DRC,2023,9,Female,65,None,10,4,Single Parent,Borehole,No,Cassava,1.74,NFI,Child Protection,443714
702,UNHCR-UG-10362,Mid West,Kiryandongo,Arua,Somalia,2025,8,Male,18,Secondary,10,4,Elderly,Borehole,No,Maize,0.47,Food,Child Protection,127746
703,UNHCR-UG-10363,Central,Kampala Urban,Arua,Sudan,2019,3,Female,48,None,7,1,Elderly,Borehole,No,Cassava,2.87,WASH,Food Insecurity,410426
704,UNHCR-UG-10364,South West,Kyaka II,Arua,Somalia,2016,1,Male,27,Secondary,4,1,Single Parent,Tap,Yes,Cassava,1.64,Cash,Child Protection,143844
705,UNHCR-UG-10365,Mid West,Kiryandongo,Arua,Ethiopia,2017,2,Female,41,Secondary,5,2,Woman at Risk,Borehole,No,Cassava,3.24,NFI,GBV Risk,355827
706,UNHCR-UG-10366,West Nile,Imvepi,Arua,Somalia,2017,6,Male,52,None,8,4,Disability,River,No,Beans,1.82,NFI,Child Protection,79706
707,UNHCR-UG-10367,Mid West,Kiryandongo,Arua,Eritrea,2017,2,Female,21,Secondary,9,0,None,Tap,Yes,Cassava,3.25,NFI,Child Protection,475258
708,UNHCR-UG-10368,Mid West,Kiryandongo,Arua,Eritrea,2017,3,Male,67,Secondary,4,2,Single Parent,River,No,Beans,0.47,Food,Child Protection,456549
709,UNHCR-UG-10369,West Nile,Bidi Bidi,Yumbe,Ethiopia,2023,1,Male,41,University,6,0,Single Parent,River,Yes,Beans,3.29,WASH,Child Protection,318059
710,UNHCR-UG-10370,West Nile,Bidi Bidi,Yumbe,Sudan,2016,9,Female,43,Primary,10,3,Unaccompanied Child,River,No,Beans,0.32,NFI,None,106689
711,UNHCR-UG-10371,South West,Kyaka II,Arua,South Sudan,2017,6,Male,26,University,10,4,Woman at Risk,Tap,No,Vegetables,1.56,Food,None,91656
712,UNHCR-UG-10372,West Nile,Lobule,Arua,South Sudan,2017,1,Male,66,University,2,0,Disability,Borehole,No,Vegetables,0.99,WASH,GBV Risk,329528
713,UNHCR-UG-10373,Mid West,Kiryandongo,Arua,Ethiopia,2016,5,Female,29,Secondary,8,1,None,Borehole,No,None,1.74,NFI,GBV Risk,475973
714,UNHCR-UG-10374,West Nile,Bidi Bidi,Yumbe,Sudan,2016,5,Female,63,Primary,8,2,Single Parent,River,Yes,Cassava,2.05,Food,Food Insecurity,341023
715,UNHCR-UG-10375,Central,Kampala Urban,Arua,Eritrea,2024,5,Male,76,University,6,2,Single Parent,Borehole,No,Maize,2.96,NFI,GBV Risk,316950
716,UNHCR-UG-10376,South West,Rwamwanja,Arua,Somalia,2021,5,Male,27,None,7,1,Single Parent,Borehole,Yes,Maize,2.14,Food,None,125444
717,UNHCR-UG-10377,West Nile,Lobule,Arua,South Sudan,2017,5,Male,60,University,6,0,Woman at Risk,Borehole,No,Beans,2.94,NFI,Child Protection,468738
718,UNHCR-UG-10378,Central,Kampala Urban,Arua,Eritrea,2024,10,Female,51,Secondary,7,4,Disability,Borehole,Yes,Vegetables,2.73,NFI,Child Protection,8535
719,UNHCR-UG-10379,South West,Nakivale,Arua,Burundi,2020,10,Male,27,Secondary,1,2,Woman at Risk,River,No,Maize,2.38,Food,GBV Risk,7696
720,UNHCR-UG-10380,Mid West,Kiryandongo,Arua,Burundi,2025,5,Male,37,Primary,6,1,Single Parent,Borehole,Yes,Vegetables,2.98,Food,Child Protection,395533
721,UNHCR-UG-10381,West Nile,Imvepi,Arua,Ethiopia,2024,5,Male,25,Primary,8,4,Unaccompanied Child,Borehole,No,Cassava,2.78,WASH,Food Insecurity,28313
722,UNHCR-UG-10382,West Nile,Bidi Bidi,Yumbe,Rwanda,2024,10,Male,39,University,5,4,Single Parent,River,No,Beans,2.08,Food,None,353513
723,UNHCR-UG-10383,South West,Rwamwanja,Arua,Eritrea,2016,8,Male,50,Secondary,6,1,Single Parent,River,Yes,Cassava,2.85,WASH,Food Insecurity,309592
724,UNHCR-UG-10384,Mid West,Kiryandongo,Arua,Sudan,2025,8,Male,65,Primary,5,1,Woman at Risk,Tap,Yes,None,3.17,NFI,None,216817
725,UNHCR-UG-10385,South West,Rwamwanja,Arua,Ethiopia,2019,9,Male,51,University,6,0,None,Borehole,Yes,Cassava,0.49,Cash,GBV Risk,42415
726,UNHCR-UG-10386,Central,Kampala Urban,Arua,Sudan,2024,1,Male,66,University,5,2,Disability,Borehole,Yes,Cassava,2.97,WASH,GBV Risk,48331
727,UNHCR-UG-10387,South West,Oruchinga,Arua,Somalia,2021,8,Male,62,Primary,8,0,Disability,Tap,Yes,Maize,0.13,Food,None,306440
728,UNHCR-UG-10388,Mid West,Kiryandongo,Arua,Somalia,2025,1,Male,27,University,6,0,Woman at Risk,River,No,Cassava,3.35,WASH,Food Insecurity,28389
729,UNHCR-UG-10389,Central,Kampala Urban,Arua,Somalia,2018,6,Female,76,Primary,2,4,Single Parent,Tap,Yes,Beans,2.23,Cash,GBV Risk,276862
730,UNHCR-UG-10390,South West,Oruchinga,Arua,South Sudan,2022,6,Male,76,None,4,0,Unaccompanied Child,Borehole,Yes,Maize,0.7,Cash,None,249102
731,UNHCR-UG-10391,Mid West,Kiryandongo,Arua,DRC,2021,1,Male,24,University,7,1,Elderly,River,No,Vegetables,2.77,Food,None,61811
732,UNHCR-UG-10392,South West,Nakivale,Arua,South Sudan,2025,5,Male,72,University,6,3,None,Tap,Yes,Maize,1.8,WASH,Food Insecurity,319436
733,UNHCR-UG-10393,Mid West,Kiryandongo,Arua,Rwanda,2019,1,Female,55,None,1,3,Elderly,Tap,Yes,Vegetables,1.19,Food,Child Protection,163797
734,UNHCR-UG-10394,South West,Kyaka II,Arua,Burundi,2022,2,Male,72,Primary,5,4,Disability,Tap,No,Beans,1.67,Food,Food Insecurity,292103
735,UNHCR-UG-10395,South West,Rwamwanja,Arua,Somalia,2021,3,Female,51,Primary,6,2,Elderly,Tap,Yes,Vegetables,0.85,WASH,Food Insecurity,52702
736,UNHCR-UG-10396,Central,Kampala Urban,Arua,Somalia,2021,9,Female,37,Primary,2,2,Elderly,Tap,Yes,Cassava,2.61,Food,Food Insecurity,173406
737,UNHCR-UG-10397,Mid West,Kiryandongo,Arua,Rwanda,2018,4,Female,27,None,1,2,Unaccompanied Child,River,No,Vegetables,0.23,WASH,Child Protection,256116
738,UNHCR-UG-10398,West Nile,Bidi Bidi,Yumbe,Somalia,2017,9,Female,46,None,2,0,Disability,River,Yes,Beans,2.48,Cash,GBV Risk,386821
739,UNHCR-UG-10399,South West,Kyaka II,Arua,Eritrea,2024,4,Female,38,Primary,7,1,Single Parent,Tap,Yes,None,3.46,Cash,None,489420
740,UNHCR-UG-10400,Mid West,Kiryandongo,Arua,Rwanda,2024,5,Female,54,Secondary,5,4,Woman at Risk,Borehole,Yes,Vegetables,1.36,Cash,GBV Risk,166351
741,UNHCR-UG-10401,West Nile,Bidi Bidi,Yumbe,Rwanda,2016,2,Male,19,None,7,0,None,Borehole,Yes,None,1.5,Food,None,499306
742,UNHCR-UG-10402,West Nile,Rhino Camp,Arua,DRC,2018,3,Female,24,None,7,4,Single Parent,Tap,No,Vegetables,0.17,Cash,Food Insecurity,438404
743,UNHCR-UG-10403,South West,Nakivale,Arua,Rwanda,2024,10,Male,43,Primary,4,4,Disability,River,No,Beans,3.32,Cash,Food Insecurity,277747
744,UNHCR-UG-10404,West Nile,Rhino Camp,Arua,Burundi,2016,7,Female,26,University,2,3,None,River,Yes,Maize,2.0,NFI,Food Insecurity,400135
745,UNHCR-UG-10405,Mid West,Kiryandongo,Arua,Rwanda,2021,7,Female,66,Secondary,4,3,Elderly,Borehole,No,Beans,2.05,Cash,None,169862
746,UNHCR-UG-10406,Mid West,Kiryandongo,Arua,Burundi,2025,2,Female,34,Secondary,2,1,Unaccompanied Child,Borehole,No,Maize,2.04,Food,Food Insecurity,13681
747,UNHCR-UG-10407,Mid West,Kiryandongo,Arua,Rwanda,2019,7,Male,61,Secondary,10,3,None,River,No,Vegetables,1.49,NFI,GBV Risk,315056
748,UNHCR-UG-10408,Mid West,Kiryandongo,Arua,Rwanda,2019,3,Female,38,Secondary,7,3,Elderly,River,Yes,Maize,1.38,NFI,Child Protection,309178
749,UNHCR-UG-10409,South West,Rwamwanja,Arua,Sudan,2019,8,Male,62,University,4,1,None,River,No,Cassava,1.84,Food,GBV Risk,296070
750,UNHCR-UG-10410,South West,Rwamwanja,Arua,Somalia,2024,8,Male,33,None,10,1,Single Parent,Borehole,No,Vegetables,1.31,Food,Child Protection,125634
751,UNHCR-UG-10411,Central,Kampala Urban,Arua,South Sudan,2023,8,Female,42,Primary,1,4,Single Parent,Borehole,Yes,Maize,2.12,NFI,Food Insecurity,257646
752,UNHCR-UG-10412,West Nile,Lobule,Arua,Ethiopia,2017,4,Male,61,University,8,3,Unaccompanied Child,River,No,Maize,0.46,WASH,Child Protection,376603
753,UNHCR-UG-10413,Central,Kampala Urban,Arua,Burundi,2023,5,Male,68,None,8,1,Elderly,Tap,No,Cassava,2.39,Food,None,165709
754,UNHCR-UG-10414,South West,Rwamwanja,Arua,Eritrea,2017,10,Female,53,Secondary,3,4,Woman at Risk,Borehole,No,None,0.29,Food,Food Insecurity,437546
755,UNHCR-UG-10415,West Nile,Imvepi,Arua,Eritrea,2018,7,Female,63,Secondary,7,1,None,Borehole,Yes,None,2.54,WASH,Child Protection,408886
756,UNHCR-UG-10416,Central,Kampala Urban,Arua,DRC,2024,2,Female,70,None,3,4,Disability,Tap,No,None,0.95,NFI,None,141026
757,UNHCR-UG-10417,Central,Kampala Urban,Arua,Sudan,2020,2,Male,45,Secondary,2,3,Single Parent,Borehole,Yes,Maize,2.67,NFI,None,17612
758,UNHCR-UG-10418,Central,Kampala Urban,Arua,Rwanda,2024,5,Female,21,None,9,1,Disability,Tap,Yes,None,1.9,Food,Child Protection,102975
759,UNHCR-UG-10419,Central,Kampala Urban,Arua,Somalia,2020,5,Male,56,Primary,1,4,Unaccompanied Child,Borehole,No,Vegetables,1.73,WASH,Food Insecurity,122518
760,UNHCR-UG-10420,West Nile,Palorinya,Arua,South Sudan,2021,5,Female,39,University,4,0,None,Borehole,No,Beans,2.39,NFI,Child Protection,344132
761,UNHCR-UG-10421,Mid West,Kiryandongo,Arua,Rwanda,2016,7,Female,77,University,7,1,Single Parent,Borehole,Yes,Cassava,0.54,WASH,Food Insecurity,405944
762,UNHCR-UG-10422,South West,Nakivale,Arua,Rwanda,2020,1,Male,73,University,8,4,None,Borehole,No,None,3.24,WASH,None,252326
763,UNHCR-UG-10423,Mid West,Kiryandongo,Arua,Rwanda,2022,7,Male,36,University,4,2,None,Borehole,Yes,Cassava,0.78,NFI,None,218194
764,UNHCR-UG-10424,Mid West,Kiryandongo,Arua,Ethiopia,2017,3,Female,46,Secondary,8,4,None,Borehole,No,None,2.72,WASH,Food Insecurity,454065
765,UNHCR-UG-10425,Mid West,Kiryandongo,Arua,South Sudan,2019,6,Male,40,Primary,3,1,None,River,No,None,2.9,Cash,None,164777
766,UNHCR-UG-10426,South West,Oruchinga,Arua,Ethiopia,2022,9,Male,64,Primary,4,0,Disability,Borehole,No,Vegetables,0.44,Food,Food Insecurity,115890
767,UNHCR-UG-10427,Central,Kampala Urban,Arua,Ethiopia,2025,7,Male,33,University,9,1,None,Borehole,No,Maize,2.88,NFI,Child Protection,129088
768,UNHCR-UG-10428,West Nile,Rhino Camp,Arua,Sudan,2020,9,Female,22,Secondary,4,3,Single Parent,River,No,Maize,1.6,Cash,Child Protection,9603
769,UNHCR-UG-10429,South West,Oruchinga,Arua,Ethiopia,2020,3,Male,31,Secondary,5,3,Elderly,Tap,No,Vegetables,3.36,Food,GBV Risk,78898
770,UNHCR-UG-10430,Mid West,Kiryandongo,Arua,Eritrea,2019,4,Female,33,Secondary,6,3,Disability,Tap,No,Vegetables,0.8,WASH,Child Protection,486439
771,UNHCR-UG-10431,Mid West,Kiryandongo,Arua,South Sudan,2019,1,Male,50,Primary,10,4,Elderly,River,No,None,2.64,Food,None,448399
772,UNHCR-UG-10432,South West,Oruchinga,Arua,Burundi,2024,9,Female,77,None,9,0,Unaccompanied Child,Borehole,Yes,Vegetables,2.37,WASH,GBV Risk,116277
773,UNHCR-UG-10433,South West,Oruchinga,Arua,Burundi,2021,8,Male,47,Primary,2,1,Disability,Tap,No,Beans,1.07,Cash,Child Protection,135762
774,UNHCR-UG-10434,South West,Nakivale,Arua,Rwanda,2022,4,Male,29,Primary,7,4,Unaccompanied Child,River,No,None,0.97,NFI,Child Protection,140035
775,UNHCR-UG-10435,West Nile,Palorinya,Arua,Burundi,2018,6,Female,56,Primary,1,4,None,Borehole,Yes,None,0.16,Food,Child Protection,490481
776,UNHCR-UG-10436,Mid West,Kiryandongo,Arua,Sudan,2020,1,Male,46,Primary,2,3,Unaccompanied Child,River,No,Vegetables,0.91,WASH,None,341969
777,UNHCR-UG-10437,Central,Kampala Urban,Arua,Eritrea,2020,8,Female,56,Secondary,1,0,Elderly,River,Yes,None,2.01,Food,None,34952
778,UNHCR-UG-10438,Mid West,Kiryandongo,Arua,Ethiopia,2022,4,Male,35,Secondary,3,3,Single Parent,Tap,Yes,Beans,2.43,Food,GBV Risk,72174
779,UNHCR-UG-10439,South West,Nakivale,Arua,Rwanda,2025,7,Male,58,University,1,4,None,Tap,No,Cassava,2.22,Food,None,451992
780,UNHCR-UG-10440,South West,Kyangwali,Arua,South Sudan,2023,3,Female,55,University,4,4,Disability,Borehole,No,Beans,2.88,WASH,GBV Risk,136679
781,UNHCR-UG-10441,West Nile,Rhino Camp,Arua,Burundi,2017,5,Female,23,None,4,4,Woman at Risk,Borehole,Yes,Beans,0.31,NFI,None,491758
782,UNHCR-UG-10442,Central,Kampala Urban,Arua,South Sudan,2020,7,Female,69,Secondary,3,0,Single Parent,Tap,Yes,Cassava,3.01,Food,Child Protection,43537
783,UNHCR-UG-10443,South West,Oruchinga,Arua,Somalia,2024,3,Female,35,Primary,7,1,Woman at Risk,Borehole,Yes,Vegetables,2.78,Food,GBV Risk,237102
784,UNHCR-UG-10444,South West,Oruchinga,Arua,DRC,2025,4,Male,28,None,1,3,Elderly,River,No,None,1.38,NFI,None,338985
785,UNHCR-UG-10445,Central,Kampala Urban,Arua,Sudan,2021,8,Female,57,Primary,8,1,Unaccompanied Child,Borehole,Yes,Beans,2.36,WASH,None,441581
786,UNHCR-UG-10446,Mid West,Kiryandongo,Arua,Burundi,2021,2,Male,71,University,7,1,None,Tap,No,Cassava,1.59,NFI,GBV Risk,162360
787,UNHCR-UG-10447,South West,Rwamwanja,Arua,Ethiopia,2017,9,Female,22,None,6,1,Unaccompanied Child,River,Yes,Beans,3.08,Food,GBV Risk,336457
788,UNHCR-UG-10448,South West,Kyangwali,Arua,Eritrea,2016,1,Female,29,University,4,0,Elderly,Borehole,Yes,Vegetables,1.43,WASH,Child Protection,410006
789,UNHCR-UG-10449,West Nile,Imvepi,Arua,Burundi,2021,3,Female,56,Primary,1,3,Unaccompanied Child,Tap,No,None,0.17,Food,Food Insecurity,358099
790,UNHCR-UG-10450,South West,Kyangwali,Arua,Burundi,2016,3,Female,21,University,4,2,Disability,Tap,No,Beans,3.0,WASH,GBV Risk,214717
791,UNHCR-UG-10451,South West,Rwamwanja,Arua,Sudan,2021,7,Male,72,University,6,1,Woman at Risk,Tap,No,None,2.37,Food,Food Insecurity,143588
792,UNHCR-UG-10452,Central,Kampala Urban,Arua,Rwanda,2016,9,Female,21,University,1,0,Unaccompanied Child,River,No,Vegetables,1.18,Food,Food Insecurity,238730
793,UNHCR-UG-10453,West Nile,Bidi Bidi,Yumbe,Burundi,2022,10,Female,73,Primary,8,2,None,Tap,Yes,None,0.63,NFI,GBV Risk,142029
794,UNHCR-UG-10454,Central,Kampala Urban,Arua,Eritrea,2019,7,Female,26,None,3,2,Single Parent,Borehole,No,Beans,1.59,Cash,GBV Risk,220754
795,UNHCR-UG-10455,Mid West,Kiryandongo,Arua,DRC,2022,1,Female,59,Secondary,5,0,Disability,Tap,Yes,None,1.54,Food,None,26008
796,UNHCR-UG-10456,West Nile,Bidi Bidi,Yumbe,DRC,2018,8,Female,43,University,4,3,Woman at Risk,Borehole,Yes,Maize,2.76,WASH,Child Protection,163925
797,UNHCR-UG-10457,Mid West,Kiryandongo,Arua,Sudan,2025,9,Female,27,University,8,4,Elderly,River,No,Maize,2.23,NFI,Child Protection,168540
798,UNHCR-UG-10458,Central,Kampala Urban,Arua,DRC,2025,8,Female,34,Primary,10,2,Disability,River,No,Vegetables,1.88,NFI,None,328027
799,UNHCR-UG-10459,Mid West,Kiryandongo,Arua,South Sudan,2025,8,Female,59,None,2,2,Elderly,Borehole,Yes,Vegetables,2.87,Cash,Child Protection,227976
800,UNHCR-UG-10460,Mid West,Kiryandongo,Arua,Burundi,2016,8,Male,30,University,5,1,Disability,Tap,Yes,Maize,2.9,NFI,GBV Risk,403004
801,UNHCR-UG-10461,Mid West,Kiryandongo,Arua,Ethiopia,2022,8,Female,22,None,1,0,None,Borehole,Yes,Beans,0.23,WASH,None,26097
802,UNHCR-UG-10462,West Nile,Bidi Bidi,Yumbe,South Sudan,2025,5,Female,52,Secondary,1,0,Unaccompanied Child,Borehole,Yes,None,1.51,NFI,GBV Risk,162263
803,UNHCR-UG-10463,Central,Kampala Urban,Arua,Eritrea,2022,7,Male,39,University,1,0,Single Parent,Tap,Yes,Beans,0.98,NFI,None,395618
804,UNHCR-UG-10464,Mid West,Kiryandongo,Arua,South Sudan,2020,7,Male,72,University,3,3,Woman at Risk,Tap,Yes,None,3.32,Cash,GBV Risk,181084
805,UNHCR-UG-10465,South West,Kyangwali,Arua,Sudan,2018,2,Female,35,Primary,1,3,Unaccompanied Child,River,No,Cassava,1.28,Cash,Food Insecurity,296661
806,UNHCR-UG-10466,South West,Kyaka II,Arua,DRC,2020,8,Male,54,Primary,5,4,Woman at Risk,Tap,No,Cassava,2.92,NFI,Child Protection,190635
807,UNHCR-UG-10467,West Nile,Lobule,Arua,Somalia,2022,9,Female,57,Secondary,9,2,Single Parent,Borehole,No,Maize,3.27,WASH,Child Protection,313808
808,UNHCR-UG-10468,Central,Kampala Urban,Arua,South Sudan,2020,7,Male,43,Secondary,4,3,Disability,Borehole,Yes,None,1.19,WASH,Child Protection,143723
809,UNHCR-UG-10469,Mid West,Kiryandongo,Arua,DRC,2017,5,Male,66,None,7,2,None,Tap,No,Maize,2.27,NFI,Food Insecurity,149314
810,UNHCR-UG-10470,West Nile,Rhino Camp,Arua,DRC,2024,7,Male,36,None,1,4,Disability,Tap,Yes,Maize,2.52,Food,Child Protection,387215
811,UNHCR-UG-10471,West Nile,Rhino Camp,Arua,DRC,2023,1,Female,62,None,3,1,None,Borehole,No,Maize,3.32,Cash,Child Protection,343070
812,UNHCR-UG-10472,South West,Nakivale,Arua,South Sudan,2019,2,Female,58,None,1,0,Single Parent,River,Yes,Cassava,2.68,WASH,Child Protection,150466
813,UNHCR-UG-10473,Mid West,Kiryandongo,Arua,Rwanda,2016,10,Male,58,Primary,9,0,None,Tap,Yes,Maize,2.32,Cash,None,416751
814,UNHCR-UG-10474,South West,Oruchinga,Arua,Eritrea,2021,10,Female,56,Primary,7,2,Disability,River,No,Cassava,3.17,WASH,Food Insecurity,495490
815,UNHCR-UG-10475,West Nile,Imvepi,Arua,Eritrea,2021,3,Male,21,University,8,0,Disability,Tap,Yes,Cassava,2.11,Food,GBV Risk,122889
816,UNHCR-UG-10476,Mid West,Kiryandongo,Arua,Somalia,2018,8,Female,48,Primary,5,1,Disability,River,No,Vegetables,0.2,Cash,Child Protection,448768
817,UNHCR-UG-10477,West Nile,Palorinya,Arua,Somalia,2018,10,Female,48,Secondary,1,4,Disability,Borehole,Yes,Beans,2.4,NFI,GBV Risk,330888
818,UNHCR-UG-10478,Central,Kampala Urban,Arua,Burundi,2023,7,Male,55,Primary,6,2,Woman at Risk,River,Yes,None,2.07,NFI,None,83684
819,UNHCR-UG-10479,Mid West,Kiryandongo,Arua,DRC,2023,8,Female,66,Secondary,10,0,Single Parent,River,No,None,1.04,Food,GBV Risk,283249
820,UNHCR-UG-10480,Mid West,Kiryandongo,Arua,Ethiopia,2020,1,Female,74,University,10,4,None,Borehole,No,Maize,1.91,Cash,None,153957
821,UNHCR-UG-10481,Mid West,Kiryandongo,Arua,South Sudan,2023,8,Male,62,University,4,1,Single Parent,Tap,No,Beans,2.82,WASH,None,363408
822,UNHCR-UG-10482,Mid West,Kiryandongo,Arua,Sudan,2022,10,Male,64,Secondary,4,1,Woman at Risk,Borehole,No,Vegetables,3.47,NFI,None,422299
823,UNHCR-UG-10483,South West,Nakivale,Arua,DRC,2019,7,Male,36,None,1,1,Elderly,Borehole,Yes,Cassava,0.64,Cash,GBV Risk,64231
