ID,Case_ID,Region,District,Settlement,Education,Gender,Age,Age_Group,Marital_Status,GBV_Type,Perpetrator,Location_Incident,Yield,Water_Source,Irrigation,Crop,Reported,Reported_Within_72H,Service_Sought,Service_Provided,Referral_Made,Risk_Level,Repeat_Case,Month,Year,Income_UGX
602,GBV-UG-10262,Central,Mbale,Host Community,Primary,Female,61,18-35,Single,Domestic Violence,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Health,Low,No,Feb,2024,438565
603,GBV-UG-10263,Northern,Kampala,Bidi Bidi,Primary,Male,54,18-35,Single,Physical Assault,Family Member,Water Point,1,Borehole,No,N/A,No,No,Legal,Yes,Health,Medium,No,Jan,2024,437572
604,GBV-UG-10264,Western,Gulu,Host Community,None,Male,32,18-35,Married,Sexual Assault,Stranger,Field,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,Low,No,Mar,2024,513487
605,GBV-UG-10265,Central,Mbarara,Host Community,None,Female,56,18-35,Single,Sexual Assault,Family Member,School,1,Borehole,No,N/A,Yes,Yes,Legal,No,Police,Low,No,Feb,2024,655448
606,GBV-UG-10266,Northern,Mbarara,Host Community,None,Female,36,18-35,Single,Early Marriage,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Health,High,Yes,Jan,2024,560491
607,GBV-UG-10267,Western,Gulu,Host Community,Primary,Female,25,18-35,Single,Physical Assault,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,High,Yes,Jan,2024,354746
608,GBV-UG-10268,Central,Mbarara,Bidi Bidi,Primary,Female,26,18-35,Single,Sexual Assault,Intimate Partner,Field,1,Borehole,No,N/A,Yes,No,Psychosocial,No,Police,Medium,Yes,Mar,2024,260038
609,GBV-UG-10269,Western,Mbarara,Bidi Bidi,Primary,Female,52,18-35,Single,Domestic Violence,Family Member,Field,1,Borehole,No,N/A,No,Yes,Legal,No,Health,Low,Yes,Feb,2024,74289
610,GBV-UG-10270,Western,Kampala,Bidi Bidi,Secondary,Female,27,18-35,Married,Sexual Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Health,No,Police,Medium,No,Feb,2024,758161
611,GBV-UG-10271,Western,Mbale,Nakivale,Primary,Female,9,0-17,Single,Defilement,Family Member,School,1,Tap,No,N/A,No,No,Legal,Yes,Health,High,Yes,Jan,2024,681139
612,GBV-UG-10272,Eastern,Kampala,Host Community,Secondary,Female,39,18-35,Single,Physical Assault,Family Member,Water Point,1,Borehole,No,N/A,Yes,No,Legal,No,Police,Low,No,Jan,2024,584550
613,GBV-UG-10273,Northern,Mbale,Nakivale,None,Female,31,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Borehole,No,N/A,Yes,Yes,Legal,No,Police,Low,No,Feb,2024,276220
614,GBV-UG-10274,West Nile,Mbale,Host Community,None,Male,33,18-35,Single,Sexual Assault,Stranger,Home,1,Borehole,No,N/A,Yes,No,Legal,No,Health,Low,No,Feb,2024,21099
615,GBV-UG-10275,South West,Gulu,Bidi Bidi,Secondary,Female,8,0-17,Married,Defilement,Intimate Partner,Home,1,Borehole,No,N/A,No,No,Health,No,Health,High,No,Feb,2024,753310
616,GBV-UG-10276,Central,Kampala,Bidi Bidi,Primary,Female,31,18-35,Single,Sexual Assault,Family Member,Home,1,Borehole,No,N/A,Yes,Yes,Health,Yes,Police,Low,Yes,Feb,2024,799708
617,GBV-UG-10277,West Nile,Gulu,Host Community,Secondary,Female,34,18-35,Married,Early Marriage,Intimate Partner,School,1,Borehole,No,N/A,Yes,Yes,Legal,Yes,Police,Low,Yes,Jan,2024,458864
618,GBV-UG-10278,Central,Mbarara,Nakivale,Primary,Female,32,18-35,Single,Domestic Violence,Stranger,Home,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Police,Low,No,Feb,2024,458942
619,GBV-UG-10279,Central,Kampala,Bidi Bidi,Secondary,Female,37,18-35,Married,Domestic Violence,Family Member,School,1,Borehole,No,N/A,Yes,Yes,Legal,No,Police,High,No,Mar,2024,513227
620,GBV-UG-10280,West Nile,Mbarara,Bidi Bidi,Primary,Female,38,18-35,Married,Physical Assault,Intimate Partner,School,1,Tap,No,N/A,No,No,Legal,Yes,Police,Medium,Yes,Feb,2024,195904
621,GBV-UG-10281,Northern,Mbale,Bidi Bidi,Primary,Female,53,18-35,Married,Domestic Violence,Family Member,Field,1,Borehole,No,N/A,No,Yes,Health,Yes,Health,High,Yes,Mar,2024,334753
622,GBV-UG-10282,West Nile,Gulu,Bidi Bidi,Secondary,Female,26,18-35,Single,Early Marriage,Stranger,Water Point,1,Tap,No,N/A,No,No,Legal,Yes,Health,Low,Yes,Mar,2024,128152
623,GBV-UG-10283,South West,Mbarara,Bidi Bidi,Primary,Female,34,18-35,Married,Physical Assault,Stranger,Water Point,1,Borehole,No,N/A,No,No,Health,No,Police,High,Yes,Mar,2024,512730
624,GBV-UG-10284,Western,Mbale,Bidi Bidi,None,Female,25,18-35,Married,Domestic Violence,Family Member,Home,1,Tap,No,N/A,No,No,Health,Yes,Police,Medium,Yes,Feb,2024,576045
625,GBV-UG-10285,Western,Mbarara,Bidi Bidi,Secondary,Female,39,18-35,Married,Physical Assault,Intimate Partner,School,1,Tap,No,N/A,No,No,Health,No,Health,High,Yes,Feb,2024,769198
626,GBV-UG-10286,Western,Kampala,Host Community,Primary,Female,25,18-35,Single,Early Marriage,Intimate Partner,Home,1,Borehole,No,N/A,No,No,Legal,No,Health,Low,Yes,Feb,2024,598872
627,GBV-UG-10287,Central,Mbarara,Host Community,Primary,Female,8,0-17,Single,Defilement,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Psychosocial,No,Police,Medium,No,Mar,2024,282787
628,GBV-UG-10288,Eastern,Mbale,Nakivale,Secondary,Female,26,18-35,Single,Early Marriage,Stranger,School,1,Tap,No,N/A,Yes,No,Health,No,Police,Low,No,Jan,2024,575339
629,GBV-UG-10289,Western,Mbale,Host Community,Secondary,Female,44,18-35,Single,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,Yes,No,Legal,No,Police,Low,Yes,Mar,2024,198781
630,GBV-UG-10290,Central,Gulu,Nakivale,None,Female,41,18-35,Single,Physical Assault,Family Member,Home,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,High,No,Mar,2024,476362
631,GBV-UG-10291,Northern,Mbarara,Host Community,Primary,Male,29,18-35,Single,Physical Assault,Intimate Partner,Home,1,Borehole,No,N/A,Yes,Yes,Psychosocial,Yes,Police,High,No,Feb,2024,704923
632,GBV-UG-10292,Northern,Gulu,Nakivale,Primary,Male,14,0-17,Single,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,No,Legal,Yes,Police,High,No,Mar,2024,771228
633,GBV-UG-10293,Eastern,Gulu,Host Community,Secondary,Female,20,18-35,Married,Physical Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Police,Medium,No,Mar,2024,388437
634,GBV-UG-10294,Central,Gulu,Bidi Bidi,Primary,Female,16,0-17,Single,Defilement,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,Medium,Yes,Jan,2024,310744
635,GBV-UG-10295,Northern,Gulu,Host Community,Secondary,Female,8,0-17,Married,Defilement,Stranger,School,1,Tap,No,N/A,Yes,No,Legal,No,Health,Medium,No,Feb,2024,294951
636,GBV-UG-10296,West Nile,Mbarara,Nakivale,None,Male,60,18-35,Married,Early Marriage,Stranger,Home,1,Tap,No,N/A,No,Yes,Legal,No,Health,Medium,No,Jan,2024,412776
637,GBV-UG-10297,Northern,Kampala,Bidi Bidi,None,Female,38,18-35,Single,Physical Assault,Stranger,Home,1,Borehole,No,N/A,Yes,No,Legal,No,Health,Low,Yes,Feb,2024,604122
638,GBV-UG-10298,Northern,Mbale,Bidi Bidi,Secondary,Male,44,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Tap,No,N/A,Yes,No,Psychosocial,Yes,Police,High,No,Feb,2024,413533
639,GBV-UG-10299,West Nile,Mbale,Nakivale,Primary,Female,49,18-35,Single,Physical Assault,Family Member,Water Point,1,Borehole,No,N/A,No,No,Legal,Yes,Health,Low,No,Feb,2024,645599
640,GBV-UG-10300,Eastern,Kampala,Bidi Bidi,Primary,Female,25,18-35,Single,Physical Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Low,Yes,Feb,2024,544615
641,GBV-UG-10301,Central,Gulu,Host Community,Secondary,Female,26,18-35,Married,Early Marriage,Intimate Partner,School,1,Borehole,No,N/A,No,No,Psychosocial,Yes,Health,Medium,No,Mar,2024,568279
642,GBV-UG-10302,Northern,Mbarara,Nakivale,None,Female,45,18-35,Married,Domestic Violence,Stranger,Field,1,Tap,No,N/A,No,No,Legal,Yes,Police,Medium,No,Feb,2024,295259
643,GBV-UG-10303,South West,Mbale,Bidi Bidi,Primary,Female,40,18-35,Married,Physical Assault,Family Member,Field,1,Borehole,No,N/A,Yes,Yes,Legal,No,Police,High,No,Feb,2024,297379
644,GBV-UG-10304,South West,Mbarara,Host Community,Primary,Female,27,18-35,Married,Early Marriage,Intimate Partner,School,1,Borehole,No,N/A,Yes,Yes,Health,No,Health,Medium,No,Mar,2024,365854
645,GBV-UG-10305,South West,Gulu,Bidi Bidi,Secondary,Female,58,18-35,Married,Domestic Violence,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Health,Yes,Health,High,Yes,Mar,2024,169131
646,GBV-UG-10306,South West,Kampala,Nakivale,Primary,Female,35,18-35,Single,Early Marriage,Intimate Partner,Home,1,Borehole,No,N/A,Yes,No,Health,Yes,Health,Low,Yes,Jan,2024,162543
647,GBV-UG-10307,West Nile,Mbarara,Bidi Bidi,Primary,Female,18,18-35,Single,Early Marriage,Intimate Partner,Field,1,Tap,No,N/A,No,No,Psychosocial,No,Police,Low,No,Feb,2024,523273
648,GBV-UG-10308,Western,Gulu,Nakivale,Primary,Female,48,18-35,Single,Domestic Violence,Family Member,Home,1,Tap,No,N/A,No,Yes,Legal,No,Police,High,No,Mar,2024,300293
649,GBV-UG-10309,Western,Kampala,Host Community,Secondary,Female,11,0-17,Married,Defilement,Intimate Partner,Home,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Medium,No,Jan,2024,410810
650,GBV-UG-10310,South West,Kampala,Host Community,None,Female,23,18-35,Married,Early Marriage,Stranger,Field,1,Borehole,No,N/A,No,No,Psychosocial,No,Health,Medium,No,Feb,2024,431304
651,GBV-UG-10311,Northern,Mbarara,Nakivale,None,Female,27,18-35,Single,Physical Assault,Family Member,Field,1,Tap,No,N/A,No,Yes,Legal,Yes,Police,High,No,Jan,2024,88329
652,GBV-UG-10312,Eastern,Kampala,Host Community,Secondary,Male,21,18-35,Married,Early Marriage,Family Member,Water Point,1,Borehole,No,N/A,No,No,Health,No,Police,High,No,Mar,2024,654002
653,GBV-UG-10313,South West,Kampala,Nakivale,None,Female,37,18-35,Single,Physical Assault,Intimate Partner,Home,1,Tap,No,N/A,No,No,Health,Yes,Police,High,Yes,Jan,2024,268788
654,GBV-UG-10314,Eastern,Mbarara,Host Community,Secondary,Female,17,0-17,Single,Defilement,Stranger,School,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,High,Yes,Jan,2024,423399
655,GBV-UG-10315,West Nile,Mbarara,Bidi Bidi,Primary,Female,18,18-35,Single,Domestic Violence,Intimate Partner,Field,1,Tap,No,N/A,No,Yes,Psychosocial,No,Health,Low,Yes,Feb,2024,244533
656,GBV-UG-10316,West Nile,Kampala,Bidi Bidi,Primary,Female,57,18-35,Married,Physical Assault,Family Member,Water Point,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Police,High,Yes,Feb,2024,618820
657,GBV-UG-10317,Western,Mbarara,Bidi Bidi,None,Male,33,18-35,Married,Domestic Violence,Stranger,Home,1,Tap,No,N/A,No,No,Health,Yes,Health,High,No,Mar,2024,682633
658,GBV-UG-10318,Central,Gulu,Host Community,Primary,Female,36,18-35,Single,Sexual Assault,Intimate Partner,Water Point,1,Borehole,No,N/A,Yes,Yes,Legal,No,Health,Low,Yes,Mar,2024,737441
659,GBV-UG-10319,Northern,Kampala,Host Community,None,Female,45,18-35,Married,Physical Assault,Intimate Partner,Field,1,Tap,No,N/A,Yes,No,Legal,Yes,Health,High,Yes,Mar,2024,269952
660,GBV-UG-10320,Central,Gulu,Bidi Bidi,None,Female,11,0-17,Single,Defilement,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Legal,No,Health,Medium,No,Jan,2024,225743
661,GBV-UG-10321,Northern,Gulu,Nakivale,None,Female,11,0-17,Single,Defilement,Intimate Partner,Home,1,Tap,No,N/A,No,Yes,Health,No,Police,Low,Yes,Feb,2024,232591
662,GBV-UG-10322,South West,Gulu,Bidi Bidi,Secondary,Male,14,0-17,Single,Defilement,Stranger,Water Point,1,Borehole,No,N/A,No,Yes,Health,No,Police,High,Yes,Jan,2024,22592
663,GBV-UG-10323,Eastern,Gulu,Host Community,None,Female,10,0-17,Married,Defilement,Family Member,Field,1,Borehole,No,N/A,No,No,Legal,No,Police,Medium,No,Feb,2024,484252
664,GBV-UG-10324,West Nile,Kampala,Nakivale,Primary,Female,43,18-35,Married,Domestic Violence,Intimate Partner,Water Point,1,Tap,No,N/A,No,No,Psychosocial,No,Health,High,No,Feb,2024,605217
665,GBV-UG-10325,Northern,Mbarara,Nakivale,Primary,Female,56,18-35,Married,Early Marriage,Family Member,Home,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Health,Low,Yes,Feb,2024,244517
666,GBV-UG-10326,Western,Mbale,Host Community,Primary,Female,42,18-35,Married,Sexual Assault,Stranger,Home,1,Borehole,No,N/A,No,No,Health,No,Health,Medium,Yes,Feb,2024,525012
667,GBV-UG-10327,West Nile,Mbale,Host Community,Secondary,Female,8,0-17,Single,Defilement,Family Member,Water Point,1,Borehole,No,N/A,Yes,Yes,Health,No,Police,High,Yes,Jan,2024,50705
668,GBV-UG-10328,West Nile,Gulu,Nakivale,Primary,Female,47,18-35,Single,Sexual Assault,Intimate Partner,Field,1,Borehole,No,N/A,No,No,Health,No,Health,Low,Yes,Feb,2024,716177
669,GBV-UG-10329,Western,Kampala,Host Community,Secondary,Female,30,18-35,Married,Early Marriage,Intimate Partner,Home,1,Borehole,No,N/A,Yes,Yes,Legal,No,Police,High,Yes,Jan,2024,437794
670,GBV-UG-10330,Central,Mbale,Host Community,Secondary,Female,24,18-35,Married,Early Marriage,Intimate Partner,Field,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,Medium,Yes,Feb,2024,301983
671,GBV-UG-10331,Northern,Gulu,Host Community,Secondary,Female,25,18-35,Married,Physical Assault,Stranger,Water Point,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,High,Yes,Mar,2024,770947
672,GBV-UG-10332,Northern,Gulu,Host Community,None,Female,48,18-35,Married,Physical Assault,Stranger,School,1,Tap,No,N/A,Yes,No,Psychosocial,No,Police,Medium,Yes,Feb,2024,619031
673,GBV-UG-10333,Western,Gulu,Bidi Bidi,Primary,Female,48,18-35,Married,Domestic Violence,Family Member,School,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Health,Low,Yes,Mar,2024,312492
674,GBV-UG-10334,Northern,Mbarara,Bidi Bidi,None,Female,24,18-35,Single,Domestic Violence,Family Member,Water Point,1,Borehole,No,N/A,No,Yes,Legal,No,Health,Low,Yes,Mar,2024,390714
675,GBV-UG-10335,Western,Kampala,Nakivale,Primary,Female,21,18-35,Married,Domestic Violence,Family Member,Field,1,Tap,No,N/A,Yes,No,Health,No,Police,Low,No,Jan,2024,719246
676,GBV-UG-10336,Northern,Kampala,Host Community,None,Female,37,18-35,Married,Sexual Assault,Family Member,School,1,Tap,No,N/A,Yes,Yes,Psychosocial,Yes,Health,Medium,No,Feb,2024,747873
677,GBV-UG-10337,Western,Gulu,Bidi Bidi,Primary,Female,8,0-17,Married,Defilement,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Health,Medium,No,Feb,2024,676558
678,GBV-UG-10338,West Nile,Kampala,Host Community,Secondary,Female,12,0-17,Single,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Psychosocial,No,Police,Low,No,Mar,2024,137409
679,GBV-UG-10339,Eastern,Kampala,Host Community,Primary,Female,25,18-35,Single,Sexual Assault,Stranger,School,1,Borehole,No,N/A,Yes,Yes,Legal,No,Police,High,No,Feb,2024,104315
680,GBV-UG-10340,South West,Mbarara,Host Community,Secondary,Female,59,18-35,Single,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Low,Yes,Feb,2024,477508
681,GBV-UG-10341,Western,Kampala,Nakivale,Secondary,Female,17,0-17,Single,Defilement,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Low,Yes,Mar,2024,767057
682,GBV-UG-10342,West Nile,Mbale,Bidi Bidi,None,Female,59,18-35,Married,Physical Assault,Family Member,Home,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Police,Low,No,Feb,2024,39655
683,GBV-UG-10343,South West,Kampala,Host Community,Primary,Female,25,18-35,Single,Sexual Assault,Family Member,Home,1,Tap,No,N/A,No,Yes,Health,Yes,Health,High,Yes,Mar,2024,769904
684,GBV-UG-10344,Western,Kampala,Nakivale,Secondary,Female,32,18-35,Married,Sexual Assault,Family Member,School,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,Low,Yes,Jan,2024,34613
685,GBV-UG-10345,South West,Mbarara,Bidi Bidi,None,Male,26,18-35,Single,Domestic Violence,Family Member,Field,1,Borehole,No,N/A,Yes,No,Health,No,Health,High,Yes,Jan,2024,458805
686,GBV-UG-10346,Central,Gulu,Nakivale,Primary,Female,32,18-35,Married,Domestic Violence,Family Member,School,1,Borehole,No,N/A,No,No,Health,Yes,Police,Low,Yes,Jan,2024,574864
687,GBV-UG-10347,Central,Mbarara,Bidi Bidi,None,Female,46,18-35,Single,Domestic Violence,Stranger,Field,1,Tap,No,N/A,Yes,Yes,Legal,No,Police,Low,No,Mar,2024,434582
688,GBV-UG-10348,South West,Gulu,Nakivale,None,Female,38,18-35,Married,Physical Assault,Intimate Partner,Field,1,Tap,No,N/A,No,No,Health,Yes,Health,Medium,Yes,Jan,2024,87672
689,GBV-UG-10349,South West,Mbale,Nakivale,Secondary,Female,23,18-35,Single,Early Marriage,Stranger,Water Point,1,Borehole,No,N/A,Yes,No,Legal,No,Police,Medium,Yes,Mar,2024,554568
690,GBV-UG-10350,West Nile,Kampala,Nakivale,Secondary,Female,41,18-35,Married,Early Marriage,Intimate Partner,Field,1,Tap,No,N/A,No,Yes,Psychosocial,Yes,Health,Medium,No,Feb,2024,576149
691,GBV-UG-10351,Western,Mbarara,Host Community,Primary,Female,13,0-17,Single,Defilement,Family Member,School,1,Borehole,No,N/A,No,Yes,Legal,Yes,Health,Low,No,Mar,2024,308569
692,GBV-UG-10352,West Nile,Kampala,Bidi Bidi,Secondary,Female,44,18-35,Married,Physical Assault,Family Member,School,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Medium,Yes,Jan,2024,449588
693,GBV-UG-10353,Central,Mbarara,Host Community,Secondary,Female,61,18-35,Married,Domestic Violence,Intimate Partner,School,1,Tap,No,N/A,No,Yes,Health,Yes,Health,Low,No,Jan,2024,98320
694,GBV-UG-10354,West Nile,Gulu,Bidi Bidi,Primary,Male,56,18-35,Married,Domestic Violence,Family Member,Field,1,Borehole,No,N/A,No,No,Health,Yes,Police,Medium,No,Feb,2024,707457
695,GBV-UG-10355,South West,Mbale,Nakivale,Primary,Female,46,18-35,Married,Early Marriage,Intimate Partner,Home,1,Tap,No,N/A,Yes,No,Legal,Yes,Police,Medium,No,Mar,2024,427208
696,GBV-UG-10356,Central,Gulu,Host Community,Secondary,Male,19,18-35,Married,Sexual Assault,Family Member,Home,1,Tap,No,N/A,No,No,Health,Yes,Health,High,Yes,Jan,2024,140509
697,GBV-UG-10357,Western,Mbale,Bidi Bidi,None,Female,51,18-35,Married,Sexual Assault,Intimate Partner,Water Point,1,Tap,No,N/A,No,Yes,Legal,No,Police,Medium,No,Jan,2024,50783
698,GBV-UG-10358,Central,Gulu,Nakivale,None,Female,14,0-17,Single,Defilement,Stranger,Home,1,Tap,No,N/A,No,No,Health,No,Police,High,No,Mar,2024,421753
699,GBV-UG-10359,Eastern,Gulu,Host Community,Primary,Female,56,18-35,Married,Physical Assault,Stranger,School,1,Borehole,No,N/A,Yes,Yes,Legal,Yes,Police,Medium,Yes,Feb,2024,437780
700,GBV-UG-10360,South West,Mbale,Host Community,Secondary,Female,47,18-35,Married,Early Marriage,Stranger,School,1,Borehole,No,N/A,No,No,Legal,Yes,Police,Medium,No,Jan,2024,203970
701,GBV-UG-10361,West Nile,Gulu,Bidi Bidi,Secondary,Male,47,18-35,Married,Domestic Violence,Family Member,Home,1,Tap,No,N/A,No,No,Legal,No,Health,High,No,Feb,2024,413321
702,GBV-UG-10362,South West,Gulu,Nakivale,Primary,Male,22,18-35,Single,Domestic Violence,Intimate Partner,School,1,Tap,No,N/A,Yes,Yes,Health,Yes,Health,High,Yes,Mar,2024,545953
703,GBV-UG-10363,West Nile,Kampala,Host Community,None,Male,38,18-35,Married,Early Marriage,Family Member,School,1,Borehole,No,N/A,No,Yes,Legal,Yes,Police,Medium,Yes,Jan,2024,262203
704,GBV-UG-10364,Western,Mbarara,Host Community,Primary,Female,38,18-35,Single,Sexual Assault,Intimate Partner,School,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Health,Medium,Yes,Feb,2024,748487
705,GBV-UG-10365,Eastern,Kampala,Bidi Bidi,None,Male,32,18-35,Married,Physical Assault,Family Member,Home,1,Tap,No,N/A,No,No,Legal,Yes,Health,Medium,No,Feb,2024,359189
706,GBV-UG-10366,Western,Mbale,Bidi Bidi,None,Female,12,0-17,Married,Defilement,Intimate Partner,Field,1,Tap,No,N/A,No,No,Psychosocial,Yes,Police,High,No,Jan,2024,685961
707,GBV-UG-10367,Eastern,Gulu,Nakivale,Secondary,Female,25,18-35,Single,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,No,Yes,Health,Yes,Health,High,Yes,Mar,2024,210354
708,GBV-UG-10368,West Nile,Mbale,Bidi Bidi,None,Female,10,0-17,Single,Defilement,Family Member,School,1,Borehole,No,N/A,Yes,No,Psychosocial,No,Police,Low,Yes,Mar,2024,156008
709,GBV-UG-10369,Western,Kampala,Host Community,Secondary,Female,33,18-35,Single,Sexual Assault,Intimate Partner,School,1,Tap,No,N/A,No,No,Psychosocial,Yes,Health,Low,Yes,Mar,2024,263774
710,GBV-UG-10370,Western,Kampala,Host Community,None,Female,24,18-35,Married,Physical Assault,Intimate Partner,Field,1,Tap,No,N/A,No,Yes,Legal,No,Police,Medium,Yes,Jan,2024,179918
711,GBV-UG-10371,Western,Mbarara,Host Community,None,Female,17,0-17,Married,Defilement,Stranger,School,1,Tap,No,N/A,No,Yes,Legal,Yes,Health,Medium,No,Jan,2024,201225
712,GBV-UG-10372,Central,Mbarara,Nakivale,None,Female,41,18-35,Single,Early Marriage,Family Member,School,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Police,Low,No,Mar,2024,487726
713,GBV-UG-10373,Northern,Mbale,Bidi Bidi,Secondary,Female,54,18-35,Married,Domestic Violence,Intimate Partner,Field,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Police,High,No,Mar,2024,170613
714,GBV-UG-10374,South West,Kampala,Bidi Bidi,Primary,Female,36,18-35,Single,Physical Assault,Intimate Partner,Field,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Police,High,Yes,Mar,2024,2595
715,GBV-UG-10375,South West,Mbarara,Nakivale,Primary,Female,47,18-35,Single,Domestic Violence,Intimate Partner,Home,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Health,Medium,No,Feb,2024,493264
716,GBV-UG-10376,Eastern,Mbarara,Host Community,Primary,Female,14,0-17,Single,Defilement,Family Member,School,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Police,High,No,Feb,2024,493965
717,GBV-UG-10377,Eastern,Mbale,Nakivale,Primary,Female,29,18-35,Married,Sexual Assault,Family Member,Water Point,1,Tap,No,N/A,No,No,Health,No,Health,High,Yes,Feb,2024,340209
718,GBV-UG-10378,South West,Kampala,Nakivale,Primary,Female,9,0-17,Single,Defilement,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Health,No,Health,Low,Yes,Mar,2024,396242
719,GBV-UG-10379,Northern,Mbarara,Nakivale,Secondary,Female,51,18-35,Single,Early Marriage,Stranger,School,1,Borehole,No,N/A,No,Yes,Psychosocial,Yes,Police,High,Yes,Jan,2024,513344
720,GBV-UG-10380,West Nile,Gulu,Host Community,None,Female,57,18-35,Married,Physical Assault,Intimate Partner,Home,1,Borehole,No,N/A,No,No,Health,Yes,Health,Low,Yes,Mar,2024,316629
721,GBV-UG-10381,West Nile,Gulu,Host Community,None,Female,14,0-17,Single,Defilement,Intimate Partner,Field,1,Tap,No,N/A,Yes,No,Legal,Yes,Police,Medium,No,Feb,2024,714888
722,GBV-UG-10382,Western,Mbarara,Host Community,None,Female,38,18-35,Single,Sexual Assault,Stranger,Home,1,Tap,No,N/A,Yes,Yes,Legal,Yes,Police,Low,Yes,Mar,2024,94469
723,GBV-UG-10383,Central,Mbale,Bidi Bidi,Secondary,Female,57,18-35,Married,Early Marriage,Family Member,Field,1,Borehole,No,N/A,No,No,Legal,No,Police,Medium,Yes,Mar,2024,260181
724,GBV-UG-10384,Western,Mbarara,Host Community,None,Female,35,18-35,Married,Sexual Assault,Intimate Partner,Home,1,Tap,No,N/A,No,No,Legal,No,Health,High,No,Feb,2024,199075
725,GBV-UG-10385,South West,Gulu,Host Community,Secondary,Female,58,18-35,Married,Early Marriage,Intimate Partner,School,1,Borehole,No,N/A,No,No,Health,Yes,Police,High,Yes,Jan,2024,625147
726,GBV-UG-10386,West Nile,Mbarara,Bidi Bidi,Secondary,Female,40,18-35,Single,Sexual Assault,Stranger,School,1,Borehole,No,N/A,No,No,Legal,Yes,Health,High,No,Feb,2024,87235
727,GBV-UG-10387,Eastern,Gulu,Bidi Bidi,Secondary,Female,53,18-35,Single,Physical Assault,Intimate Partner,Water Point,1,Tap,No,N/A,Yes,Yes,Health,No,Health,High,Yes,Feb,2024,10027
728,GBV-UG-10388,West Nile,Kampala,Nakivale,None,Female,51,18-35,Single,Sexual Assault,Stranger,Home,1,Tap,No,N/A,No,No,Psychosocial,No,Police,High,Yes,Mar,2024,235662
729,GBV-UG-10389,Central,Kampala,Nakivale,None,Female,42,18-35,Single,Early Marriage,Family Member,School,1,Borehole,No,N/A,Yes,No,Health,Yes,Police,High,Yes,Jan,2024,95855
730,GBV-UG-10390,West Nile,Mbarara,Nakivale,Primary,Female,20,18-35,Married,Domestic Violence,Stranger,Field,1,Borehole,No,N/A,Yes,Yes,Psychosocial,No,Health,Medium,Yes,Mar,2024,223943
731,GBV-UG-10391,Western,Mbarara,Nakivale,Primary,Female,34,18-35,Single,Domestic Violence,Intimate Partner,Water Point,1,Borehole,No,N/A,No,Yes,Psychosocial,No,Health,Medium,No,Feb,2024,415355
732,GBV-UG-10392,Western,Gulu,Bidi Bidi,Secondary,Male,42,18-35,Married,Domestic Violence,Stranger,Water Point,1,Borehole,No,N/A,Yes,No,Legal,No,Police,High,No,Jan,2024,672484
733,GBV-UG-10393,South West,Gulu,Bidi Bidi,Secondary,Female,41,18-35,Single,Physical Assault,Family Member,Field,1,Tap,No,N/A,No,No,Health,Yes,Police,Medium,No,Feb,2024,383078
