ID,Region,District,Health_Facility,Facility_Level,Disease,ICD10_Code,Age_Group,Gender,Cases_Reported,Deaths,Yield,Education,Water_Source,Irrigation,Crop,Reporting_Week,Reporting_Year,Month,Village_Cases,Stockout_Days,Income_UGX
700,Eastern,Jinja,Jinja HC IV,HC II,HIV/AIDS,J18,6-12,Female,93,1,93,None,Tap,No,N/A,21,2024,Mar,23,8,78800
701,Western,Mbarara,Mbarara HC III,HC IV,Hypertension,J18,20-35,Female,41,0,41,None,Tap,No,N/A,26,2024,Jan,13,10,730431
702,Eastern,Jinja,Jinja HC IV,HC IV,Diabetes,J18,20-35,Male,196,3,196,Primary,Tap,No,N/A,28,2024,Feb,46,4,365111
703,Western,Kabale,Kabale HC IV,HC IV,Hypertension,J18,20-35,Male,21,0,21,None,Tap,No,N/A,43,2024,Mar,42,11,147270
704,Central,Mukono,Mukono District Hospital,HC III,Diarrhea,J18,6-12,Female,125,2,125,Secondary,Tap,No,N/A,29,2024,Feb,34,11,58389
705,Western,Fort Portal,Fort Portal HC IV,HC II,TB,J18,60+,Female,142,2,142,Secondary,Tap,No,N/A,16,2024,Jan,46,14,591022
706,Northern,Gulu,Gulu HC III,HC IV,Diarrhea,J18,6-12,Male,138,2,138,Secondary,Borehole,No,N/A,47,2024,Feb,27,13,213287
707,Western,Mbarara,Mbarara HC III,HC III,Diarrhea,J18,60+,Female,35,0,35,Secondary,Tap,No,N/A,22,2024,Feb,12,8,39983
708,Northern,Arua,Arua District Hospital,HC III,Hypertension,J18,0-5,Male,107,2,107,Primary,Tap,No,N/A,22,2024,Feb,7,12,427207
709,Eastern,Mbale,Mbale District Hospital,HC III,Anemia,J18,20-35,Male,140,2,140,None,Borehole,No,N/A,47,2024,Feb,44,6,527426
710,Eastern,Jinja,Jinja District Hospital,HC II,Anemia,J18,6-12,Male,235,4,235,Secondary,Tap,No,N/A,22,2024,Feb,46,1,426927
711,Central,Mukono,Mukono HC III,HC II,Hypertension,J18,60+,Female,80,1,80,Primary,Borehole,No,N/A,44,2024,Mar,15,1,402868
712,Northern,Lira,Lira HC III,HC II,TB,J18,60+,Male,23,0,23,None,Borehole,No,N/A,15,2024,Mar,15,9,491321
713,Eastern,Tororo,Tororo District Hospital,HC III,Diarrhea,J18,60+,Male,62,1,62,Secondary,Tap,No,N/A,8,2024,Feb,27,2,512594
714,Central,Kampala,Kampala District Hospital,HC II,Diarrhea,J18,60+,Female,130,2,130,Primary,Tap,No,N/A,50,2024,Jan,44,1,419358
715,Central,Wakiso,Wakiso District Hospital,HC III,Pneumonia,J18,20-35,Female,173,3,173,None,Tap,No,N/A,40,2024,Mar,21,8,209372
716,Northern,Arua,Arua HC III,HC IV,TB,J18,0-5,Male,90,1,90,Primary,Tap,No,N/A,2,2024,Feb,10,14,728026
717,Central,Kampala,Kampala HC IV,HC III,Hypertension,J18,20-35,Female,81,1,81,Primary,Borehole,No,N/A,3,2024,Feb,31,5,43389
718,Central,Kampala,Kampala HC III,HC II,Diabetes,J18,0-5,Female,70,1,70,None,Tap,No,N/A,45,2024,Feb,3,3,790323
719,Eastern,Tororo,Tororo HC III,HC II,Malaria,B54,0-5,Female,432,8,432,Secondary,Borehole,No,N/A,32,2024,Jan,35,14,611116
720,Eastern,Tororo,Tororo HC IV,HC IV,Pneumonia,J18,20-35,Female,178,3,178,None,Tap,No,N/A,48,2024,Mar,31,13,163477
721,Northern,Gulu,Gulu District Hospital,HC II,Malaria,B54,0-5,Male,120,2,120,Secondary,Borehole,No,N/A,40,2024,Feb,4,9,330477
722,Western,Fort Portal,Fort Portal District Hospital,HC II,Hypertension,J18,0-5,Male,59,1,59,Secondary,Borehole,No,N/A,48,2024,Feb,7,11,453934
723,Eastern,Tororo,Tororo HC III,HC III,Diarrhea,J18,60+,Male,18,0,18,Secondary,Tap,No,N/A,50,2024,Mar,44,1,71157
724,Western,Kabale,Kabale District Hospital,HC III,Pneumonia,J18,60+,Male,246,4,246,None,Tap,No,N/A,38,2024,Feb,37,4,238615
725,Eastern,Jinja,Jinja HC IV,HC II,TB,J18,6-12,Female,238,4,238,Primary,Tap,No,N/A,18,2024,Feb,23,1,549373
726,Eastern,Jinja,Jinja District Hospital,HC II,Anemia,J18,6-12,Male,220,4,220,None,Borehole,No,N/A,43,2024,Feb,39,5,512351
727,Western,Mbarara,Mbarara HC IV,HC II,Hypertension,J18,20-35,Male,20,0,20,Primary,Tap,No,N/A,6,2024,Feb,43,1,502488
728,Central,Wakiso,Wakiso HC III,HC III,Pneumonia,J18,0-5,Female,13,0,13,Primary,Borehole,No,N/A,13,2024,Jan,24,4,406769
729,Eastern,Jinja,Jinja HC III,HC IV,Anemia,J18,6-12,Male,217,4,217,Primary,Borehole,No,N/A,18,2024,Mar,24,13,658484
730,Central,Wakiso,Wakiso HC IV,HC III,HIV/AIDS,J18,60+,Male,26,0,26,Secondary,Borehole,No,N/A,36,2024,Jan,36,5,516829
731,Central,Kampala,Kampala HC IV,HC III,HIV/AIDS,J18,0-5,Female,147,2,147,Secondary,Tap,No,N/A,14,2024,Mar,43,6,358482
732,Northern,Lira,Lira HC IV,HC III,Pneumonia,J18,0-5,Female,22,0,22,None,Tap,No,N/A,51,2024,Jan,2,2,691353
733,Eastern,Mbale,Mbale HC IV,HC IV,Maternal Complications,J18,60+,Male,234,4,234,Secondary,Tap,No,N/A,50,2024,Jan,17,0,375936
734,Central,Mukono,Mukono District Hospital,HC III,Hypertension,J18,60+,Male,40,0,40,Primary,Tap,No,N/A,13,2024,Feb,38,13,764419
735,Northern,Arua,Arua District Hospital,HC IV,Maternal Complications,J18,0-5,Male,130,2,130,Secondary,Tap,No,N/A,2,2024,Jan,9,3,437459
736,Central,Wakiso,Wakiso HC IV,HC IV,Diabetes,J18,6-12,Female,89,1,89,None,Tap,No,N/A,38,2024,Mar,18,0,659941
737,Northern,Lira,Lira HC IV,HC II,TB,J18,60+,Female,167,3,167,Primary,Borehole,No,N/A,13,2024,Mar,18,0,533655
738,Northern,Lira,Lira HC IV,HC III,Malaria,B54,60+,Male,279,5,279,Secondary,Borehole,No,N/A,42,2024,Jan,47,0,390606
739,Northern,Arua,Arua HC IV,HC IV,Maternal Complications,J18,60+,Male,53,1,53,None,Borehole,No,N/A,4,2024,Jan,6,10,593233
740,Eastern,Jinja,Jinja District Hospital,HC III,Diabetes,J18,6-12,Male,151,3,151,Primary,Borehole,No,N/A,43,2024,Mar,28,6,796674
741,Western,Fort Portal,Fort Portal District Hospital,HC IV,Hypertension,J18,20-35,Female,48,0,48,None,Tap,No,N/A,14,2024,Feb,9,6,583013
742,Central,Kampala,Kampala HC IV,HC III,Maternal Complications,J18,0-5,Female,72,1,72,Primary,Tap,No,N/A,36,2024,Mar,47,1,83945
743,Eastern,Tororo,Tororo HC III,HC II,Diabetes,J18,60+,Male,122,2,122,None,Tap,No,N/A,46,2024,Feb,31,2,446537
744,Eastern,Jinja,Jinja HC IV,HC III,TB,J18,0-5,Male,222,4,222,Secondary,Borehole,No,N/A,40,2024,Feb,33,4,152229
745,Northern,Lira,Lira HC III,HC II,TB,J18,20-35,Female,41,0,41,Secondary,Borehole,No,N/A,32,2024,Feb,38,13,665018
746,Eastern,Jinja,Jinja District Hospital,HC II,HIV/AIDS,J18,20-35,Male,16,0,16,Primary,Borehole,No,N/A,41,2024,Jan,36,12,781005
747,Central,Wakiso,Wakiso District Hospital,HC III,Hypertension,J18,20-35,Male,8,0,8,None,Borehole,No,N/A,15,2024,Feb,12,14,517955
748,Eastern,Tororo,Tororo District Hospital,HC III,Diabetes,J18,20-35,Female,92,1,92,Primary,Borehole,No,N/A,46,2024,Jan,15,8,233661
749,Northern,Gulu,Gulu District Hospital,HC IV,Malnutrition,J18,20-35,Female,185,3,185,Primary,Tap,No,N/A,34,2024,Feb,49,10,197798
750,Central,Mukono,Mukono HC IV,HC II,Diarrhea,J18,60+,Male,109,2,109,Secondary,Borehole,No,N/A,32,2024,Jan,13,3,769999
751,Western,Mbarara,Mbarara HC III,HC IV,Anemia,J18,20-35,Female,200,4,200,None,Borehole,No,N/A,34,2024,Feb,18,1,498046
752,Central,Wakiso,Wakiso HC III,HC IV,Anemia,J18,0-5,Male,67,1,67,Secondary,Tap,No,N/A,52,2024,Jan,16,3,140154
753,Eastern,Mbale,Mbale District Hospital,HC IV,Diarrhea,J18,60+,Male,29,0,29,None,Borehole,No,N/A,49,2024,Jan,25,4,241595
754,Central,Wakiso,Wakiso District Hospital,HC IV,Hypertension,J18,20-35,Female,23,0,23,Secondary,Borehole,No,N/A,22,2024,Mar,28,9,670179
755,Eastern,Mbale,Mbale HC III,HC IV,Malnutrition,J18,0-5,Male,61,1,61,None,Borehole,No,N/A,45,2024,Mar,38,6,345876
756,Central,Kampala,Kampala HC IV,HC III,Maternal Complications,J18,0-5,Female,40,0,40,None,Borehole,No,N/A,52,2024,Mar,46,8,244008
757,Western,Fort Portal,Fort Portal HC IV,HC III,Malaria,B54,20-35,Male,243,4,243,None,Tap,No,N/A,29,2024,Mar,11,5,554632
758,Central,Mukono,Mukono HC III,HC II,Malnutrition,J18,0-5,Female,130,2,130,Secondary,Borehole,No,N/A,46,2024,Mar,32,12,639000
759,Northern,Lira,Lira HC III,HC III,Diabetes,J18,6-12,Female,230,4,230,Secondary,Borehole,No,N/A,45,2024,Mar,1,5,323867
760,Northern,Arua,Arua District Hospital,HC III,Maternal Complications,J18,6-12,Male,167,3,167,Primary,Tap,No,N/A,52,2024,Feb,32,0,346853
761,Eastern,Tororo,Tororo HC IV,HC IV,TB,J18,6-12,Female,158,3,158,Secondary,Tap,No,N/A,38,2024,Jan,30,14,693573
762,Western,Kabale,Kabale District Hospital,HC III,Hypertension,J18,0-5,Male,195,3,195,Primary,Tap,No,N/A,15,2024,Feb,46,9,343483
763,Northern,Gulu,Gulu HC III,HC II,Diabetes,J18,6-12,Female,69,1,69,Secondary,Tap,No,N/A,25,2024,Feb,13,7,495259
764,Western,Mbarara,Mbarara HC IV,HC IV,Anemia,J18,0-5,Female,171,3,171,None,Borehole,No,N/A,34,2024,Mar,32,7,564901
765,Central,Kampala,Kampala District Hospital,HC II,Diabetes,J18,0-5,Male,179,3,179,None,Tap,No,N/A,13,2024,Mar,23,3,269143
766,Eastern,Mbale,Mbale HC III,HC III,Malaria,B54,60+,Female,374,7,374,None,Tap,No,N/A,17,2024,Mar,48,0,451195
767,Northern,Arua,Arua HC IV,HC III,Anemia,J18,20-35,Female,214,4,214,Secondary,Tap,No,N/A,16,2024,Jan,1,9,559154
768,Northern,Lira,Lira HC IV,HC III,Malaria,B54,20-35,Male,343,6,343,Secondary,Borehole,No,N/A,26,2024,Feb,33,6,408542
769,Central,Wakiso,Wakiso District Hospital,HC III,Malnutrition,J18,6-12,Male,137,2,137,Secondary,Tap,No,N/A,4,2024,Feb,36,4,78237
770,Northern,Lira,Lira HC IV,HC II,Pneumonia,J18,0-5,Female,182,3,182,None,Borehole,No,N/A,35,2024,Mar,8,9,59348
771,Eastern,Jinja,Jinja District Hospital,HC IV,Anemia,J18,0-5,Female,238,4,238,Primary,Borehole,No,N/A,25,2024,Jan,9,8,689492
772,Western,Mbarara,Mbarara HC III,HC II,Malnutrition,J18,0-5,Female,228,4,228,Primary,Borehole,No,N/A,41,2024,Feb,4,10,282142
773,Western,Fort Portal,Fort Portal District Hospital,HC II,TB,J18,6-12,Female,209,4,209,None,Borehole,No,N/A,27,2024,Mar,47,7,695472
774,Eastern,Tororo,Tororo District Hospital,HC IV,TB,J18,6-12,Female,217,4,217,Primary,Borehole,No,N/A,34,2024,Mar,45,13,111340
775,Eastern,Tororo,Tororo HC IV,HC II,Maternal Complications,J18,20-35,Female,107,2,107,Primary,Tap,No,N/A,12,2024,Jan,48,11,139104
776,Northern,Gulu,Gulu HC III,HC II,Anemia,J18,60+,Male,215,4,215,None,Tap,No,N/A,13,2024,Mar,15,12,217533
777,Northern,Lira,Lira HC III,HC II,Maternal Complications,J18,20-35,Male,247,4,247,Secondary,Tap,No,N/A,20,2024,Jan,21,8,724001
778,Western,Fort Portal,Fort Portal HC IV,HC IV,Malnutrition,J18,6-12,Female,118,2,118,Secondary,Tap,No,N/A,20,2024,Jan,49,0,279363
779,Western,Kabale,Kabale District Hospital,HC IV,Diabetes,J18,20-35,Male,210,4,210,Primary,Borehole,No,N/A,17,2024,Jan,12,13,509153
780,Central,Wakiso,Wakiso HC IV,HC III,Anemia,J18,0-5,Female,226,4,226,Primary,Tap,No,N/A,9,2024,Feb,9,13,261531
781,Northern,Arua,Arua HC III,HC III,Malnutrition,J18,60+,Female,156,3,156,Primary,Borehole,No,N/A,47,2024,Feb,27,5,618772
782,Central,Kampala,Kampala HC IV,HC II,Diarrhea,J18,6-12,Female,107,2,107,Primary,Tap,No,N/A,52,2024,Feb,39,3,702931
783,Eastern,Tororo,Tororo HC III,HC IV,TB,J18,60+,Male,117,2,117,Secondary,Borehole,No,N/A,41,2024,Jan,45,3,693601
784,Eastern,Mbale,Mbale HC III,HC II,Diabetes,J18,0-5,Female,237,4,237,None,Tap,No,N/A,41,2024,Mar,48,2,515607
785,Western,Kabale,Kabale HC IV,HC II,Diabetes,J18,6-12,Female,153,3,153,Secondary,Borehole,No,N/A,14,2024,Feb,26,7,530047
786,Central,Kampala,Kampala District Hospital,HC III,Malnutrition,J18,20-35,Male,48,0,48,Secondary,Borehole,No,N/A,41,2024,Feb,49,9,101860
787,Central,Wakiso,Wakiso District Hospital,HC II,TB,J18,60+,Female,95,1,95,None,Tap,No,N/A,32,2024,Jan,42,9,321440
788,Central,Mukono,Mukono District Hospital,HC II,TB,J18,0-5,Female,151,3,151,Secondary,Borehole,No,N/A,16,2024,Mar,8,0,691438
789,Western,Kabale,Kabale District Hospital,HC III,Anemia,J18,0-5,Male,25,0,25,None,Borehole,No,N/A,43,2024,Jan,11,0,493628
790,Eastern,Tororo,Tororo HC III,HC III,Pneumonia,J18,6-12,Female,133,2,133,Primary,Borehole,No,N/A,28,2024,Mar,3,4,474122
791,Western,Mbarara,Mbarara HC IV,HC IV,HIV/AIDS,J18,6-12,Female,36,0,36,Primary,Tap,No,N/A,1,2024,Mar,34,2,576317
792,Northern,Arua,Arua HC III,HC III,Diabetes,J18,0-5,Male,47,0,47,Primary,Borehole,No,N/A,42,2024,Mar,42,7,180818
793,Eastern,Mbale,Mbale HC IV,HC IV,Pneumonia,J18,0-5,Male,6,0,6,None,Tap,No,N/A,34,2024,Jan,11,11,353140
794,Northern,Lira,Lira HC IV,HC IV,Malnutrition,J18,60+,Male,195,3,195,Primary,Tap,No,N/A,22,2024,Mar,49,9,591918
795,Western,Mbarara,Mbarara District Hospital,HC IV,Pneumonia,J18,0-5,Female,166,3,166,Secondary,Borehole,No,N/A,6,2024,Jan,7,7,720052
796,Northern,Arua,Arua HC III,HC II,Malaria,B54,0-5,Female,347,6,347,None,Tap,No,N/A,9,2024,Mar,11,6,116112
797,Central,Kampala,Kampala HC IV,HC III,HIV/AIDS,J18,0-5,Female,31,0,31,None,Borehole,No,N/A,13,2024,Mar,44,14,302669
798,Eastern,Jinja,Jinja District Hospital,HC II,Diabetes,J18,0-5,Male,210,4,210,None,Tap,No,N/A,11,2024,Jan,29,3,426742
799,Eastern,Mbale,Mbale HC III,HC II,Anemia,J18,0-5,Male,177,3,177,Primary,Borehole,No,N/A,36,2024,Mar,24,10,194405
800,Northern,Gulu,Gulu District Hospital,HC III,Hypertension,J18,60+,Male,143,2,143,None,Tap,No,N/A,33,2024,Feb,12,5,190097
801,Northern,Arua,Arua HC III,HC IV,Pneumonia,J18,6-12,Female,144,2,144,Primary,Tap,No,N/A,23,2024,Feb,36,11,771112
802,Central,Kampala,Kampala HC III,HC III,HIV/AIDS,J18,20-35,Male,137,2,137,None,Borehole,No,N/A,31,2024,Jan,24,3,472476
803,Western,Mbarara,Mbarara District Hospital,HC III,Malaria,B54,60+,Male,74,1,74,None,Borehole,No,N/A,27,2024,Jan,47,10,487608
804,Eastern,Mbale,Mbale HC IV,HC II,Diarrhea,J18,6-12,Male,230,4,230,Primary,Borehole,No,N/A,18,2024,Feb,48,1,221567
805,Central,Mukono,Mukono District Hospital,HC II,Maternal Complications,J18,0-5,Male,215,4,215,Secondary,Tap,No,N/A,49,2024,Feb,49,8,67906
806,Northern,Arua,Arua HC III,HC II,TB,J18,0-5,Male,1,0,1,Primary,Borehole,No,N/A,41,2024,Jan,24,12,700827
807,Eastern,Mbale,Mbale District Hospital,HC IV,Malaria,B54,6-12,Female,144,2,144,None,Tap,No,N/A,17,2024,Jan,26,11,208067
808,Western,Fort Portal,Fort Portal HC III,HC II,Pneumonia,J18,60+,Male,46,0,46,Secondary,Tap,No,N/A,18,2024,Mar,7,6,499598
809,Eastern,Tororo,Tororo HC IV,HC IV,Malnutrition,J18,60+,Male,50,1,50,Secondary,Borehole,No,N/A,42,2024,Feb,7,14,764973
810,Northern,Lira,Lira HC IV,HC III,Anemia,J18,60+,Male,138,2,138,Secondary,Tap,No,N/A,41,2024,Feb,19,9,469061
811,Eastern,Jinja,Jinja HC III,HC III,Diarrhea,J18,60+,Male,34,0,34,None,Tap,No,N/A,5,2024,Mar,17,3,586465
812,Western,Fort Portal,Fort Portal HC IV,HC IV,Malnutrition,J18,0-5,Female,131,2,131,Primary,Tap,No,N/A,42,2024,Jan,49,3,415007
813,Eastern,Mbale,Mbale HC III,HC III,Hypertension,J18,60+,Male,120,2,120,Primary,Borehole,No,N/A,40,2024,Feb,15,2,280068
814,Eastern,Mbale,Mbale District Hospital,HC III,Maternal Complications,J18,6-12,Male,205,4,205,None,Tap,No,N/A,10,2024,Jan,45,13,178989
815,Central,Kampala,Kampala HC IV,HC II,Hypertension,J18,6-12,Male,230,4,230,Secondary,Tap,No,N/A,18,2024,Feb,48,10,48726
816,Central,Mukono,Mukono District Hospital,HC III,Malaria,B54,6-12,Male,67,1,67,Secondary,Borehole,No,N/A,27,2024,Mar,36,13,489771
817,Central,Kampala,Kampala District Hospital,HC III,Malnutrition,J18,60+,Male,239,4,239,Secondary,Tap,No,N/A,22,2024,Jan,37,12,146167
818,Eastern,Tororo,Tororo HC III,HC III,Diarrhea,J18,0-5,Female,120,2,120,Secondary,Borehole,No,N/A,8,2024,Feb,36,10,116400
819,Eastern,Tororo,Tororo District Hospital,HC III,Malnutrition,J18,0-5,Female,237,4,237,Secondary,Tap,No,N/A,33,2024,Jan,2,13,629655
820,Northern,Gulu,Gulu HC III,HC II,Malaria,B54,0-5,Male,144,2,144,Secondary,Borehole,No,N/A,52,2024,Feb,38,11,332091
821,Western,Mbarara,Mbarara District Hospital,HC II,HIV/AIDS,J18,0-5,Female,118,2,118,Secondary,Borehole,No,N/A,3,2024,Mar,43,5,123675
822,Northern,Lira,Lira District Hospital,HC II,Maternal Complications,J18,60+,Female,50,1,50,Primary,Borehole,No,N/A,26,2024,Mar,44,12,171752
823,Eastern,Tororo,Tororo HC IV,HC IV,Maternal Complications,J18,20-35,Female,234,4,234,Primary,Borehole,No,N/A,44,2024,Feb,5,0,63430
824,Western,Mbarara,Mbarara HC IV,HC II,Maternal Complications,J18,60+,Male,214,4,214,Secondary,Borehole,No,N/A,17,2024,Feb,6,10,552476
825,Eastern,Mbale,Mbale HC III,HC II,Maternal Complications,J18,6-12,Male,197,3,197,Primary,Borehole,No,N/A,25,2024,Jan,8,2,616490
826,Western,Mbarara,Mbarara HC IV,HC III,Diarrhea,J18,6-12,Female,94,1,94,Secondary,Tap,No,N/A,40,2024,Mar,9,8,184302
827,Central,Kampala,Kampala District Hospital,HC III,TB,J18,60+,Male,59,1,59,None,Borehole,No,N/A,12,2024,Mar,5,3,481478
828,Eastern,Tororo,Tororo District Hospital,HC IV,HIV/AIDS,J18,0-5,Male,4,0,4,Secondary,Borehole,No,N/A,24,2024,Feb,22,6,777296
829,Northern,Lira,Lira HC IV,HC II,HIV/AIDS,J18,6-12,Female,215,4,215,None,Borehole,No,N/A,47,2024,Feb,44,8,326041
830,Eastern,Mbale,Mbale HC III,HC IV,Anemia,J18,6-12,Male,246,4,246,Primary,Borehole,No,N/A,11,2024,Jan,9,6,781758
831,Northern,Lira,Lira HC III,HC III,Malaria,B54,6-12,Female,216,4,216,None,Borehole,No,N/A,31,2024,Mar,44,1,593724
832,Northern,Gulu,Gulu HC IV,HC III,HIV/AIDS,J18,20-35,Male,130,2,130,Primary,Tap,No,N/A,27,2024,Feb,49,3,708874
833,Eastern,Jinja,Jinja HC III,HC III,TB,J18,0-5,Female,232,4,232,None,Tap,No,N/A,7,2024,Feb,4,3,258982
834,Eastern,Tororo,Tororo HC IV,HC II,Malnutrition,J18,20-35,Female,139,2,139,Secondary,Borehole,No,N/A,30,2024,Mar,38,3,218573
835,Central,Wakiso,Wakiso HC IV,HC IV,Anemia,J18,0-5,Male,6,0,6,None,Tap,No,N/A,40,2024,Jan,13,2,98028
836,Western,Kabale,Kabale District Hospital,HC III,Anemia,J18,0-5,Female,190,3,190,None,Borehole,No,N/A,21,2024,Mar,34,4,20194
837,Western,Kabale,Kabale District Hospital,HC IV,Maternal Complications,J18,0-5,Male,78,1,78,Primary,Borehole,No,N/A,34,2024,Mar,24,10,13180
838,Eastern,Mbale,Mbale HC IV,HC III,Diarrhea,J18,60+,Male,12,0,12,None,Tap,No,N/A,44,2024,Feb,6,9,691962
839,Eastern,Mbale,Mbale HC III,HC III,Malnutrition,J18,20-35,Male,228,4,228,Primary,Borehole,No,N/A,24,2024,Feb,36,10,196773
840,Central,Mukono,Mukono HC III,HC III,Pneumonia,J18,6-12,Female,198,3,198,Secondary,Borehole,No,N/A,25,2024,Jan,16,10,460096
841,Western,Fort Portal,Fort Portal HC IV,HC III,Diabetes,J18,6-12,Female,246,4,246,Primary,Borehole,No,N/A,42,2024,Mar,16,5,35784
842,Eastern,Mbale,Mbale HC IV,HC III,Malaria,B54,20-35,Female,158,3,158,Primary,Borehole,No,N/A,35,2024,Mar,2,2,588440
843,Northern,Gulu,Gulu District Hospital,HC II,Maternal Complications,J18,60+,Male,223,4,223,Primary,Borehole,No,N/A,30,2024,Jan,6,13,460653
844,Central,Kampala,Kampala HC III,HC IV,Anemia,J18,20-35,Female,157,3,157,Primary,Borehole,No,N/A,30,2024,Feb,38,1,275644
845,Eastern,Mbale,Mbale HC III,HC II,Maternal Complications,J18,60+,Male,78,1,78,Primary,Borehole,No,N/A,6,2024,Jan,32,4,718984
846,Northern,Arua,Arua HC III,HC III,TB,J18,0-5,Male,157,3,157,Primary,Tap,No,N/A,27,2024,Jan,7,1,368024
847,Northern,Gulu,Gulu HC IV,HC II,Malnutrition,J18,0-5,Female,183,3,183,None,Borehole,No,N/A,8,2024,Jan,16,4,250721
848,Northern,Gulu,Gulu District Hospital,HC III,Malaria,B54,20-35,Female,113,2,113,Primary,Tap,No,N/A,25,2024,Feb,39,1,184141
849,Central,Mukono,Mukono HC III,HC III,Diarrhea,J18,0-5,Male,110,2,110,None,Tap,No,N/A,25,2024,Mar,43,2,699107
850,Eastern,Jinja,Jinja HC IV,HC II,Diabetes,J18,60+,Male,220,4,220,Secondary,Tap,No,N/A,17,2024,Feb,9,8,124873
851,Central,Mukono,Mukono HC III,HC III,Maternal Complications,J18,0-5,Male,160,3,160,Secondary,Tap,No,N/A,50,2024,Jan,8,9,166942
852,Northern,Lira,Lira HC III,HC II,TB,J18,60+,Female,167,3,167,Secondary,Tap,No,N/A,5,2024,Mar,24,6,710103
853,Central,Wakiso,Wakiso District Hospital,HC III,Hypertension,J18,60+,Female,41,0,41,Secondary,Tap,No,N/A,17,2024,Jan,41,4,438781
854,Central,Kampala,Kampala HC IV,HC IV,TB,J18,6-12,Male,33,0,33,Secondary,Borehole,No,N/A,36,2024,Mar,3,2,480475
855,Eastern,Jinja,Jinja HC III,HC IV,Anemia,J18,0-5,Male,177,3,177,Secondary,Tap,No,N/A,20,2024,Mar,11,10,645317
856,Central,Wakiso,Wakiso HC III,HC IV,Hypertension,J18,0-5,Male,83,1,83,Secondary,Tap,No,N/A,38,2024,Jan,15,9,665242
857,Central,Wakiso,Wakiso District Hospital,HC II,Malnutrition,J18,20-35,Female,39,0,39,Primary,Tap,No,N/A,36,2024,Feb,7,9,129170
858,Northern,Gulu,Gulu HC IV,HC II,TB,J18,20-35,Male,38,0,38,None,Tap,No,N/A,14,2024,Feb,47,0,189008
859,Central,Wakiso,Wakiso HC III,HC II,Malaria,B54,20-35,Male,98,1,98,Primary,Tap,No,N/A,34,2024,Feb,45,7,222806
860,Northern,Lira,Lira District Hospital,HC III,HIV/AIDS,J18,20-35,Female,211,4,211,None,Tap,No,N/A,14,2024,Jan,20,3,675893
861,Western,Mbarara,Mbarara District Hospital,HC III,Diarrhea,J18,0-5,Female,212,4,212,Primary,Tap,No,N/A,2,2024,Feb,14,11,279062
862,Central,Mukono,Mukono HC III,HC IV,TB,J18,6-12,Male,160,3,160,Secondary,Tap,No,N/A,39,2024,Feb,32,13,412531
863,Northern,Arua,Arua District Hospital,HC III,Malaria,B54,20-35,Male,286,5,286,None,Borehole,No,N/A,45,2024,Mar,28,2,141434
864,Central,Wakiso,Wakiso HC III,HC III,HIV/AIDS,J18,0-5,Female,19,0,19,None,Borehole,No,N/A,11,2024,Mar,3,13,792233
865,Western,Fort Portal,Fort Portal District Hospital,HC IV,Diabetes,J18,60+,Female,92,1,92,Primary,Tap,No,N/A,34,2024,Feb,28,5,603129
866,Eastern,Tororo,Tororo HC III,HC IV,TB,J18,6-12,Female,136,2,136,None,Borehole,No,N/A,23,2024,Mar,5,7,67008
867,Northern,Arua,Arua HC IV,HC IV,Malnutrition,J18,60+,Female,136,2,136,None,Tap,No,N/A,1,2024,Mar,4,13,299031
868,Central,Kampala,Kampala District Hospital,HC IV,Anemia,J18,20-35,Male,173,3,173,Secondary,Borehole,No,N/A,37,2024,Feb,24,4,206857
869,Central,Kampala,Kampala District Hospital,HC IV,TB,J18,0-5,Male,199,3,199,Primary,Tap,No,N/A,17,2024,Mar,24,10,738584
870,Northern,Arua,Arua HC IV,HC II,Pneumonia,J18,60+,Female,8,0,8,None,Tap,No,N/A,29,2024,Feb,35,14,381683
871,Eastern,Mbale,Mbale HC III,HC IV,Hypertension,J18,60+,Female,172,3,172,Primary,Borehole,No,N/A,20,2024,Mar,47,1,63390
872,Northern,Lira,Lira HC IV,HC II,Anemia,J18,6-12,Male,163,3,163,Primary,Borehole,No,N/A,20,2024,Mar,18,5,600342
873,Eastern,Mbale,Mbale District Hospital,HC II,Pneumonia,J18,0-5,Female,44,0,44,None,Borehole,No,N/A,25,2024,Feb,48,11,244898
874,Eastern,Mbale,Mbale HC IV,HC II,TB,J18,0-5,Female,138,2,138,Secondary,Borehole,No,N/A,17,2024,Jan,43,11,82192
875,Western,Kabale,Kabale HC III,HC IV,Diabetes,J18,60+,Female,7,0,7,Primary,Borehole,No,N/A,44,2024,Feb,12,12,245811
876,Western,Kabale,Kabale District Hospital,HC III,Hypertension,J18,0-5,Female,188,3,188,None,Borehole,No,N/A,12,2024,Jan,13,5,449506
877,Eastern,Tororo,Tororo HC III,HC II,Malaria,B54,20-35,Male,153,3,153,Secondary,Tap,No,N/A,40,2024,Mar,39,6,574698
878,Northern,Arua,Arua HC III,HC IV,Maternal Complications,J18,60+,Female,160,3,160,Primary,Tap,No,N/A,3,2024,Feb,8,12,342483
879,Western,Kabale,Kabale HC III,HC IV,TB,J18,20-35,Male,86,1,86,None,Tap,No,N/A,8,2024,Jan,1,9,614605
880,Northern,Gulu,Gulu District Hospital,HC III,TB,J18,20-35,Male,13,0,13,Primary,Tap,No,N/A,3,2024,Feb,24,14,46166
