ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Farm_Size_acres,Fertilizer_Use,Household_Size,Refugee_Status,Protection_Needs,Disease,Health_Facility,ANC_Visits,Latrine_Type,Water_Distance_min,Handwashing,Main_Income,Food_Months,Savings_UGX,Coping_Strategy,GBV_Case_Type,Survivor_Gender,Support_Received,Referred,Item_Code,Item_Name,Stock,Location,KPI,Baseline,Target,Achieved,Research_Title,Methodology,P_Value,Findings
501,Northern,Lira,University,5.72333906547567,42,Female,1736862,River,Cassava,2022,,,,,,,,,,,,Farming,7.0,1316.0,None,,,,,,,,,,,,,,,,
502,Central,Arua,None,0.2,62,Male,1652626,River,Cassava,2023,,,,,,,,,,,,Business,8.0,464206.0,Reduce Meals,,,,,,,,,,,,,,,,
503,Central,Kampala,University,8.055198484453252,52,Female,351397,Well,Coffee,2023,,,,,,,,,,,,Casual,7.0,60046.0,None,,,,,,,,,,,,,,,,
504,Western,Arua,Primary,2.688416008297428,61,Male,1913149,Tap,Maize,2023,,,,,,,,,,,,Business,4.0,340787.0,None,,,,,,,,,,,,,,,,
505,Northern,Gulu,University,6.674061027053166,41,Female,714507,Tap,Maize,2024,,,,,,,,,,,,Farming,11.0,462826.0,Borrow,,,,,,,,,,,,,,,,
506,Central,Mbarara,None,0.48251481391891826,57,Female,1100173,Well,Cassava,2022,,,,,,,,,,,,Casual,7.0,479940.0,Reduce Meals,,,,,,,,,,,,,,,,
507,Western,Kampala,Secondary,4.229779263234624,30,Female,716529,Borehole,Beans,2024,,,,,,,,,,,,Farming,7.0,244187.0,Reduce Meals,,,,,,,,,,,,,,,,
508,Northern,Lira,Secondary,3.352020122344666,56,Male,1381051,Well,Cassava,2023,,,,,,,,,,,,Farming,11.0,359648.0,Reduce Meals,,,,,,,,,,,,,,,,
509,Western,Gulu,Primary,2.6740185566206036,21,Male,1567691,Tap,Maize,2022,,,,,,,,,,,,Business,5.0,115594.0,None,,,,,,,,,,,,,,,,
510,Eastern,Arua,Primary,2.7457339829213536,29,Male,973559,Borehole,Beans,2024,,,,,,,,,,,,Business,7.0,64042.0,None,,,,,,,,,,,,,,,,
511,Central,Gulu,None,0.3386162976432562,34,Female,647246,River,Maize,2023,,,,,,,,,,,,Business,7.0,499141.0,None,,,,,,,,,,,,,,,,
512,Eastern,Kampala,Primary,1.619538035177594,18,Female,1845906,Borehole,Coffee,2022,,,,,,,,,,,,Casual,4.0,128295.0,Reduce Meals,,,,,,,,,,,,,,,,
513,Northern,Arua,Secondary,5.162199354595118,34,Male,1343771,River,Maize,2022,,,,,,,,,,,,Casual,6.0,154174.0,None,,,,,,,,,,,,,,,,
514,Eastern,Mbarara,Primary,2.4471400457086996,19,Male,1911527,Tap,Beans,2023,,,,,,,,,,,,Business,4.0,260737.0,Reduce Meals,,,,,,,,,,,,,,,,
515,Eastern,Gulu,Primary,1.7189795707351094,23,Female,589288,Well,Beans,2022,,,,,,,,,,,,Casual,7.0,114430.0,None,,,,,,,,,,,,,,,,
516,Northern,Kampala,None,0.8294936983104809,61,Female,999428,Well,Cassava,2022,,,,,,,,,,,,Casual,4.0,238030.0,Reduce Meals,,,,,,,,,,,,,,,,
517,Western,Lira,University,5.789405913293392,28,Female,1220868,Well,Beans,2024,,,,,,,,,,,,Business,11.0,387926.0,Borrow,,,,,,,,,,,,,,,,
518,Eastern,Arua,Primary,2.4328164193380832,60,Female,1038917,Well,Coffee,2022,,,,,,,,,,,,Farming,8.0,425173.0,None,,,,,,,,,,,,,,,,
519,Western,Gulu,Primary,3.3316283076644684,35,Male,247830,Well,Maize,2024,,,,,,,,,,,,Casual,10.0,406088.0,Reduce Meals,,,,,,,,,,,,,,,,
520,Eastern,Gulu,None,1.1723293324057387,57,Male,1282946,Tap,Cassava,2024,,,,,,,,,,,,Casual,11.0,50094.0,Borrow,,,,,,,,,,,,,,,,
1,Northern,Gulu,Primary,3.686387412215288,45,Male,1346531,River,Maize,2022,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
2,Western,Mbarara,Secondary,3.9636471660756407,32,Male,838466,Well,Beans,2023,,,,,,,,,,,,,,,,Economic,Female,No,Yes,,,,,,,,,,,,
3,Central,Gulu,Primary,1.3145799953196888,33,Female,1939790,Borehole,Coffee,2022,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
4,Northern,Gulu,University,6.401107507746449,50,Male,1657765,Borehole,Maize,2022,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
5,Northern,Gulu,None,1.9704252171166425,64,Male,551230,River,Cassava,2024,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
6,Western,Kampala,Primary,3.176770270716955,29,Male,587808,Tap,Maize,2023,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
7,Central,Kampala,Primary,3.018639647613567,56,Female,1134609,River,Coffee,2022,,,,,,,,,,,,,,,,Economic,Female,Yes,Yes,,,,,,,,,,,,
8,Central,Kampala,Secondary,3.575293276837897,56,Male,837462,Well,Beans,2023,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
9,Northern,Mbarara,University,7.551902618032698,60,Female,1085890,Tap,Maize,2024,,,,,,,,,,,,,,,,Economic,Female,No,Yes,,,,,,,,,,,,
10,Eastern,Lira,None,2.176899078037066,37,Male,1461213,River,Coffee,2022,,,,,,,,,,,,,,,,None,Male,Yes,Yes,,,,,,,,,,,,
11,Northern,Gulu,University,6.104578370110024,46,Female,1550655,River,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
12,Northern,Gulu,None,1.1584299024574753,60,Female,232784,Tap,Maize,2022,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
13,Northern,Mbarara,University,8.820401963682112,20,Female,624817,Tap,Beans,2022,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
14,Northern,Gulu,None,0.4601257235366124,22,Male,764153,Tap,Coffee,2022,,,,,,,,,,,,,,,,Economic,Male,No,Yes,,,,,,,,,,,,
15,Western,Kampala,None,0.2,19,Female,1607801,River,Beans,2022,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
16,Central,Lira,Secondary,5.582904434464799,40,Male,717087,Tap,Cassava,2024,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
17,Western,Arua,University,7.93660477170456,43,Female,540845,Tap,Beans,2024,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
18,Western,Gulu,University,6.343032676422575,43,Male,611832,Tap,Cassava,2023,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
19,Western,Kampala,Secondary,4.087008218131913,24,Female,998086,Borehole,Cassava,2023,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
20,Northern,Arua,University,5.575064949811048,27,Female,742118,Well,Maize,2022,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
21,Eastern,Lira,None,1.288952272609702,22,Male,609421,Tap,Cassava,2022,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
22,Central,Arua,University,7.9659137153714,64,Female,766713,Well,Beans,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
23,Eastern,Kampala,Secondary,3.657395158241722,29,Male,932855,Tap,Maize,2024,,,,,,,,,,,,,,,,Economic,Male,Yes,No,,,,,,,,,,,,
24,Western,Arua,Secondary,5.077101978786293,49,Female,680910,Tap,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
25,Western,Mbarara,University,7.263723857390432,59,Female,1850219,Borehole,Coffee,2023,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
26,Eastern,Arua,Secondary,4.77781689088114,48,Male,1677643,Borehole,Coffee,2022,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
27,Eastern,Gulu,Secondary,3.715690819413632,39,Male,1880903,Tap,Cassava,2024,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
28,Eastern,Gulu,Secondary,3.8453758170665058,34,Male,1502607,Tap,Maize,2022,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
29,Western,Mbarara,University,4.953227565528598,37,Female,600168,Tap,Maize,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
30,Western,Kampala,Primary,1.9333305874898943,37,Male,682977,Well,Maize,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
31,Central,Gulu,University,7.963485458031259,60,Male,1820269,Tap,Beans,2024,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
32,Central,Lira,Secondary,3.2706678058977268,25,Female,1504092,Well,Coffee,2024,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
33,Western,Gulu,Primary,1.7196983461430952,64,Male,467535,Borehole,Cassava,2023,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
34,Eastern,Gulu,Secondary,4.840189823707124,51,Male,673220,Well,Cassava,2024,,,,,,,,,,,,,,,,Economic,Male,No,Yes,,,,,,,,,,,,
35,Eastern,Kampala,Secondary,4.602768291993094,40,Female,1442116,Tap,Coffee,2023,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
36,Central,Arua,Secondary,4.889863249796301,55,Female,215091,Borehole,Beans,2023,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
37,Western,Gulu,Secondary,3.0367794599095963,45,Female,1540957,River,Maize,2022,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
38,Central,Mbarara,None,3.764057949300346,30,Female,1623988,Borehole,Coffee,2022,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
39,Central,Arua,Secondary,2.98424662583275,46,Female,1504241,River,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
40,Northern,Lira,University,6.954247313734068,25,Male,1044785,Well,Beans,2022,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
41,Northern,Kampala,Primary,2.3413445041314134,28,Female,536644,Borehole,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
42,Northern,Lira,Secondary,3.0133584826349527,64,Female,1944618,Borehole,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
43,Eastern,Arua,Primary,2.1297905771867502,62,Female,574924,Borehole,Coffee,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
44,Western,Arua,Secondary,4.22330760088587,35,Male,642850,Well,Maize,2022,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
45,Western,Arua,Secondary,3.55002678813653,42,Male,489112,Tap,Beans,2022,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
46,Western,Lira,Secondary,5.137223621534849,39,Male,1958769,Well,Coffee,2023,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
47,Western,Arua,Primary,2.338374254537529,62,Male,1419853,Borehole,Maize,2022,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
48,Northern,Lira,Secondary,2.8587253289817136,52,Female,932267,Tap,Maize,2022,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
49,Eastern,Arua,None,0.2,46,Female,1898265,Borehole,Maize,2024,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
50,Eastern,Mbarara,Primary,3.106165090611456,38,Female,946577,Borehole,Beans,2023,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
51,Northern,Arua,None,0.2,24,Male,1539005,River,Maize,2024,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
52,Eastern,Lira,Primary,2.8164260730490835,29,Female,565651,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
53,Northern,Gulu,Secondary,4.644655185666959,53,Male,645729,Well,Coffee,2024,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
54,Western,Arua,Secondary,3.204644636075983,41,Male,1264006,Well,Coffee,2023,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
55,Northern,Gulu,Secondary,5.090738083774891,49,Male,703982,Well,Maize,2024,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
56,Western,Mbarara,Primary,0.7822063762383678,44,Female,451707,Tap,Beans,2022,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
57,Western,Kampala,University,7.096458933998559,49,Female,864393,River,Cassava,2024,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
58,Central,Mbarara,Secondary,4.159142066403992,49,Female,1399566,River,Cassava,2022,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
59,Northern,Arua,Secondary,4.0810020242691065,49,Female,480400,Borehole,Coffee,2023,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
60,Central,Gulu,University,5.622103357019427,43,Male,379594,Borehole,Coffee,2023,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
61,Northern,Gulu,University,5.862977995600074,28,Female,919713,River,Cassava,2024,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
62,Northern,Lira,Primary,4.118802025020598,63,Male,1632666,Tap,Coffee,2023,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
63,Central,Gulu,Primary,3.7151550088717538,35,Male,755476,Well,Maize,2024,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
64,Central,Lira,University,7.542084588523799,56,Male,517278,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
65,Northern,Kampala,Secondary,5.139848103529688,22,Male,1546808,River,Coffee,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
66,Eastern,Arua,None,2.046013544671269,33,Male,608195,Tap,Maize,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
67,Western,Lira,Secondary,3.8766437877137916,28,Male,1972200,Well,Maize,2023,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
68,Central,Kampala,University,6.847603551814351,52,Male,1036538,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
69,Western,Gulu,Secondary,2.7274916219589915,28,Female,1381243,Well,Maize,2022,,,,,,,,,,,,,,,,Economic,Female,No,Yes,,,,,,,,,,,,
70,Eastern,Gulu,Secondary,4.110304373192474,59,Female,1936560,Well,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
71,Eastern,Kampala,University,7.983414249539186,40,Male,690320,River,Maize,2022,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
72,Eastern,Gulu,Primary,1.8392927517428643,51,Female,267824,River,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
73,Central,Kampala,Primary,3.523141204687226,34,Female,1091581,Well,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
74,Eastern,Lira,Secondary,4.2915857386937635,27,Female,371503,Well,Cassava,2022,,,,,,,,,,,,,,,,None,Male,Yes,Yes,,,,,,,,,,,,
75,Central,Lira,University,5.414628134330267,35,Female,556691,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
76,Eastern,Kampala,Primary,1.3926804866536884,61,Male,1894488,Tap,Maize,2022,,,,,,,,,,,,,,,,Economic,Female,Yes,Yes,,,,,,,,,,,,
77,Western,Lira,Secondary,5.119302869707755,25,Female,1658919,Tap,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
78,Western,Lira,Secondary,4.752524085258385,43,Male,1004310,Well,Coffee,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
79,Northern,Lira,Secondary,4.301764072987625,20,Male,976654,River,Maize,2022,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
80,Western,Mbarara,Secondary,3.9259681857520548,41,Female,722040,Tap,Cassava,2023,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
81,Northern,Arua,University,7.010567977628585,20,Female,1850702,Well,Maize,2024,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
82,Western,Gulu,Secondary,5.080296249253249,55,Male,1960296,River,Maize,2022,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
83,Central,Mbarara,Secondary,5.675853280487285,19,Male,1357060,Borehole,Maize,2024,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
84,Western,Lira,Secondary,5.723684199440605,52,Female,593423,Tap,Maize,2023,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
85,Northern,Kampala,Secondary,4.571959900758499,34,Female,1249659,Borehole,Cassava,2023,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
86,Northern,Lira,Primary,2.3280683096354795,26,Male,1431212,River,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
87,Eastern,Arua,Primary,2.6462480078188557,53,Female,485279,Well,Coffee,2024,,,,,,,,,,,,,,,,Physical,Female,Yes,No,,,,,,,,,,,,
88,Central,Lira,Secondary,4.72212035725508,39,Male,257109,Borehole,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
89,Western,Kampala,None,1.7180669438450913,48,Male,1572074,Well,Maize,2023,,,,,,,,,,,,,,,,None,Female,No,Yes,,,,,,,,,,,,
90,Eastern,Arua,Primary,3.8079866371401048,51,Male,831180,Tap,Coffee,2023,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
91,Western,Lira,Secondary,6.315755721916656,41,Male,1701093,Borehole,Cassava,2024,,,,,,,,,,,,,,,,Economic,Male,No,Yes,,,,,,,,,,,,
92,Western,Arua,Secondary,3.994745370385914,26,Female,524377,Tap,Coffee,2022,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
93,Eastern,Gulu,Primary,4.655884908824462,63,Male,1476403,Tap,Beans,2024,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
94,Eastern,Gulu,Secondary,5.372239246758394,60,Male,675344,Tap,Coffee,2024,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
95,Eastern,Lira,Secondary,4.099177009814793,19,Female,1425860,Tap,Cassava,2023,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
96,Eastern,Arua,Primary,3.9985648388650796,38,Female,1961712,Tap,Coffee,2024,,,,,,,,,,,,,,,,Economic,Male,No,No,,,,,,,,,,,,
97,Eastern,Kampala,University,8.485648301419165,51,Male,415648,River,Maize,2023,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
98,Western,Lira,Secondary,3.7397045558061532,44,Female,1975322,Borehole,Cassava,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
99,Eastern,Gulu,Secondary,5.932215252485648,54,Female,1300164,Well,Beans,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
100,Central,Gulu,Secondary,5.275082821035964,24,Male,327558,Well,Cassava,2024,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
101,Northern,Lira,University,9.0,39,Female,1588975,River,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
102,Eastern,Arua,Secondary,3.7759614180005014,21,Female,1925713,Well,Beans,2024,,,,,,,,,,,,,,,,Physical,Male,No,Yes,,,,,,,,,,,,
103,Eastern,Gulu,Secondary,3.846573256264004,31,Female,1113758,Well,Cassava,2022,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
104,Western,Arua,Secondary,2.17333787025666,51,Female,1691077,Well,Cassava,2023,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
105,Eastern,Gulu,Primary,3.0711939205679624,40,Female,1370497,Borehole,Maize,2023,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
106,Eastern,Gulu,Primary,2.875251255618718,61,Male,413630,Well,Coffee,2024,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
107,Eastern,Mbarara,Secondary,3.6370063284643335,59,Female,1866345,Borehole,Coffee,2023,,,,,,,,,,,,,,,,Physical,Female,Yes,Yes,,,,,,,,,,,,
108,Western,Gulu,Secondary,4.118149268511942,42,Male,1408436,Well,Beans,2023,,,,,,,,,,,,,,,,Physical,Male,No,No,,,,,,,,,,,,
109,Eastern,Kampala,Secondary,2.888778989824885,18,Male,1121523,Well,Maize,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
110,Northern,Lira,Primary,3.698444952831686,32,Female,275018,Borehole,Maize,2023,,,,,,,,,,,,,,,,Economic,Female,No,No,,,,,,,,,,,,
111,Western,Lira,Secondary,3.71030052547169,49,Female,1295449,River,Coffee,2023,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
112,Northern,Arua,Primary,5.594049015620952,31,Female,854529,Well,Coffee,2023,,,,,,,,,,,,,,,,Emotional,Female,Yes,Yes,,,,,,,,,,,,
113,Western,Gulu,Secondary,4.024398699288968,58,Female,1127399,Tap,Beans,2022,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
114,Eastern,Kampala,Secondary,3.4403811589516904,38,Female,1459319,Tap,Coffee,2024,,,,,,,,,,,,,,,,Emotional,Male,No,No,,,,,,,,,,,,
115,Northern,Arua,Secondary,3.787686881265138,64,Female,1177074,River,Beans,2022,,,,,,,,,,,,,,,,Economic,Female,No,Yes,,,,,,,,,,,,
116,Western,Mbarara,Secondary,2.788039023455749,24,Female,1605392,Tap,Cassava,2024,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
117,Central,Arua,Secondary,4.682271890702943,53,Female,1820536,Borehole,Beans,2024,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
118,Eastern,Arua,Secondary,3.780100300220878,38,Female,992553,Well,Beans,2023,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
119,Western,Gulu,Secondary,5.331252790397738,57,Female,1347908,Well,Beans,2023,,,,,,,,,,,,,,,,Physical,Female,No,No,,,,,,,,,,,,
120,Central,Mbarara,None,0.9252525048255825,29,Female,1331021,Well,Cassava,2022,,,,,,,,,,,,,,,,None,Female,Yes,No,,,,,,,,,,,,
121,Western,Arua,Secondary,5.584442111685647,32,Female,530007,Well,Coffee,2022,,,,,,,,,,,,,,,,Emotional,Female,No,Yes,,,,,,,,,,,,
122,Central,Kampala,Secondary,4.957455749317041,32,Male,1922866,Tap,Beans,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
123,Eastern,Kampala,Secondary,4.228596776718344,34,Female,249987,Tap,Coffee,2023,,,,,,,,,,,,,,,,Economic,Female,Yes,No,,,,,,,,,,,,
124,Northern,Lira,Secondary,5.780232587350822,51,Male,1349363,Tap,Beans,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
125,Central,Mbarara,University,7.752293461037209,61,Male,1114647,Borehole,Coffee,2022,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
126,Western,Mbarara,University,9.0,52,Female,1677294,Tap,Beans,2024,,,,,,,,,,,,,,,,None,Female,No,No,,,,,,,,,,,,
127,Eastern,Lira,Primary,2.0905447550217957,56,Male,821371,Tap,Coffee,2023,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
128,Central,Arua,Primary,2.5766161054584606,55,Female,1804552,Well,Maize,2023,,,,,,,,,,,,,,,,Physical,Male,Yes,No,,,,,,,,,,,,
129,Western,Mbarara,Secondary,5.76870901101093,31,Female,1094466,Tap,Cassava,2023,,,,,,,,,,,,,,,,Economic,Female,Yes,Yes,,,,,,,,,,,,
130,Western,Kampala,Primary,0.9564621881648876,22,Male,1356982,River,Beans,2023,,,,,,,,,,,,,,,,None,Male,Yes,Yes,,,,,,,,,,,,
131,Western,Kampala,Secondary,5.516943563232562,47,Female,1255880,River,Cassava,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,No,,,,,,,,,,,,
132,Central,Gulu,University,7.239302757681471,21,Male,859409,Well,Beans,2024,,,,,,,,,,,,,,,,Emotional,Male,No,Yes,,,,,,,,,,,,
133,Central,Mbarara,Primary,1.6117892445527522,32,Male,209495,Tap,Maize,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
134,Central,Arua,Primary,1.1369603414488785,56,Female,1011139,River,Maize,2024,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
135,Northern,Lira,Primary,1.827510526869716,52,Male,1179424,River,Cassava,2024,,,,,,,,,,,,,,,,None,Male,No,Yes,,,,,,,,,,,,
136,Central,Lira,Secondary,1.9151804276744282,62,Male,506688,Borehole,Beans,2024,,,,,,,,,,,,,,,,Emotional,Female,No,No,,,,,,,,,,,,
137,Central,Arua,Secondary,3.7104605563084965,27,Female,886066,Well,Coffee,2022,,,,,,,,,,,,,,,,None,Male,No,No,,,,,,,,,,,,
138,Central,Gulu,Primary,3.1225563333425814,19,Male,825058,River,Beans,2024,,,,,,,,,,,,,,,,Emotional,Male,Yes,Yes,,,,,,,,,,,,
139,Northern,Lira,University,6.323699359031172,61,Female,1675785,River,Coffee,2024,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
140,Central,Mbarara,Secondary,5.588312701433808,41,Female,214987,Well,Cassava,2024,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
141,Western,Gulu,None,2.8599476027252875,45,Female,350161,Tap,Cassava,2023,,,,,,,,,,,,,,,,Physical,Female,No,Yes,,,,,,,,,,,,
142,Central,Mbarara,Secondary,5.475644482625775,39,Female,1838861,Well,Maize,2024,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
143,Western,Kampala,Secondary,4.430640910264366,61,Male,1260041,Borehole,Coffee,2022,,,,,,,,,,,,,,,,None,Female,Yes,Yes,,,,,,,,,,,,
144,Western,Gulu,Primary,0.2,49,Female,1760465,Borehole,Beans,2022,,,,,,,,,,,,,,,,Emotional,Female,Yes,No,,,,,,,,,,,,
145,Western,Lira,None,0.49630250796739406,48,Male,1330647,Borehole,Maize,2022,,,,,,,,,,,,,,,,Economic,Male,Yes,Yes,,,,,,,,,,,,
146,Northern,Gulu,None,1.057961473225613,36,Male,1019072,River,Cassava,2022,,,,,,,,,,,,,,,,Physical,Male,Yes,Yes,,,,,,,,,,,,
147,Northern,Gulu,Primary,1.6061323504951892,38,Female,538141,Tap,Maize,2023,,,,,,,,,,,,,,,,None,Male,Yes,No,,,,,,,,,,,,
