ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,Item_Code,Item_Name,Stock,Location
460,Northern,Lira,Primary,1.3064030896790044,44,Female,267957,Well,Maize,2022,ITEM-459,Hoe,579,Store A
461,Eastern,Mbarara,Secondary,5.135238161399627,24,Female,547983,Well,Coffee,2024,ITEM-460,Maize Seed,100,Store B
462,Central,Kampala,None,0.7062294222515006,44,Male,1616369,Well,Maize,2024,ITEM-461,DAP,656,Store B
463,Eastern,Gulu,University,5.6055602419943,36,Male,612683,Borehole,Beans,2022,ITEM-462,DAP,871,Store B
464,Central,Kampala,None,1.7128436130793774,34,Female,437406,Well,Maize,2023,ITEM-463,Hoe,178,Store A
465,Western,Kampala,Primary,1.1120539394334603,58,Male,879864,Well,Cassava,2024,ITEM-464,Hoe,343,Store B
466,Northern,Mbarara,University,6.037758537870418,28,Male,407588,Tap,Cassava,2024,ITEM-465,Maize Seed,643,Store B
467,Western,Lira,Secondary,4.189884088531088,22,Male,988276,Well,Beans,2022,ITEM-466,Maize Seed,245,Store A
468,Central,Kampala,Primary,4.7184214241147275,19,Male,1283148,Well,Maize,2022,ITEM-467,DAP,408,Store B
469,Central,Gulu,Primary,1.8130842442075124,64,Male,1487033,Well,Coffee,2024,ITEM-468,Hoe,597,Store A
470,Western,Arua,None,0.7417834806994246,29,Male,939783,River,Cassava,2022,ITEM-469,Maize Seed,830,Store A
471,Central,Kampala,Secondary,4.932345054421646,59,Male,939173,Well,Beans,2022,ITEM-470,Maize Seed,486,Store B
472,Western,Kampala,None,0.2,59,Female,1744440,Borehole,Cassava,2024,ITEM-471,Hoe,544,Store A
473,Northern,Mbarara,Secondary,4.6428063810209155,28,Female,1140479,Tap,Beans,2023,ITEM-472,Hoe,854,Store B
474,Western,Lira,University,8.005926807616587,27,Male,743737,Well,Maize,2023,ITEM-473,Hoe,594,Store B
475,Northern,Arua,Primary,2.1929051152888985,45,Male,834425,Borehole,Maize,2024,ITEM-474,Hoe,97,Store B
476,Western,Gulu,University,7.826154281396866,24,Male,1970731,Tap,Maize,2022,ITEM-475,Hoe,624,Store A
477,Central,Arua,University,7.0914499232118064,31,Male,1136108,Tap,Maize,2024,ITEM-476,Hoe,615,Store A
478,Western,Gulu,None,0.46931803619621937,30,Male,1499777,Borehole,Maize,2024,ITEM-477,Maize Seed,970,Store B
479,Central,Lira,University,6.6021953141034935,22,Female,849586,Borehole,Beans,2022,ITEM-478,Hoe,837,Store B
480,Western,Gulu,Secondary,3.8202426600197583,59,Male,1983331,River,Cassava,2023,ITEM-479,DAP,787,Store A
481,Western,Mbarara,University,6.712361742183522,25,Female,1095766,River,Coffee,2023,ITEM-480,Hoe,262,Store B
482,Eastern,Mbarara,Secondary,4.3527178992198285,18,Female,1046572,Well,Cassava,2022,ITEM-481,DAP,367,Store A
483,Central,Mbarara,Secondary,4.788199934971857,22,Male,487506,River,Maize,2024,ITEM-482,DAP,67,Store A
484,Eastern,Mbarara,Secondary,4.708668249587136,28,Male,883303,Borehole,Cassava,2022,ITEM-483,DAP,952,Store B
485,Central,Arua,University,4.368286428737852,60,Male,1794183,River,Cassava,2024,ITEM-484,Hoe,408,Store B
486,Eastern,Lira,Secondary,4.102691811227974,27,Female,562895,Tap,Beans,2022,ITEM-485,Hoe,530,Store B
487,Northern,Gulu,Secondary,2.690578086593238,32,Female,432505,Borehole,Coffee,2022,ITEM-486,DAP,534,Store A
488,Western,Gulu,University,6.524272747532674,56,Female,644266,Well,Coffee,2023,ITEM-487,Hoe,928,Store A
489,Central,Mbarara,Primary,2.37621041218908,64,Male,1911633,Tap,Maize,2023,ITEM-488,Maize Seed,426,Store A
490,Central,Mbarara,Primary,3.476148358084709,46,Male,419683,Tap,Beans,2022,ITEM-489,Maize Seed,402,Store A
491,Western,Kampala,Primary,2.4698845328999006,42,Male,1957591,Tap,Beans,2022,ITEM-490,Maize Seed,652,Store B
492,Central,Lira,Primary,2.75921801834326,23,Male,1869760,Borehole,Beans,2023,ITEM-491,Maize Seed,231,Store A
493,Central,Arua,Primary,3.293056380657429,28,Male,1997632,Borehole,Beans,2024,ITEM-492,Hoe,338,Store B
494,Eastern,Gulu,University,8.0277522598193,34,Male,1539455,Well,Beans,2023,ITEM-493,DAP,381,Store A
495,Central,Kampala,Primary,2.3769860766430897,32,Female,1804157,River,Coffee,2024,ITEM-494,Hoe,520,Store A
496,Northern,Kampala,Secondary,4.294179441680409,33,Female,1186989,River,Coffee,2023,ITEM-495,Maize Seed,162,Store B
497,Northern,Gulu,Primary,2.510023302242254,19,Male,1455843,River,Cassava,2023,ITEM-496,Hoe,902,Store A
498,Western,Arua,University,6.257401035568924,53,Male,339082,River,Coffee,2024,ITEM-497,Hoe,888,Store B
499,Central,Kampala,University,6.03088477655761,36,Female,1078737,Tap,Beans,2022,ITEM-498,Maize Seed,993,Store A
500,Western,Kampala,Secondary,1.9281140835740649,55,Female,289359,Borehole,Cassava,2023,ITEM-499,DAP,489,Store B
501,Northern,Lira,University,5.72333906547567,38,Female,1723728,River,Coffee,2023,ITEM-500,Hoe,592,Store A
502,Central,Arua,None,0.2,28,Male,1027159,Tap,Cassava,2023,ITEM-501,Hoe,941,Store A
503,Central,Kampala,University,8.055198484453252,58,Female,828833,Borehole,Coffee,2022,ITEM-502,Maize Seed,866,Store B
504,Western,Arua,Primary,2.688416008297428,20,Female,214787,Borehole,Maize,2023,ITEM-503,DAP,29,Store B
505,Northern,Gulu,University,6.674061027053166,51,Female,1190946,Borehole,Coffee,2022,ITEM-504,Maize Seed,602,Store B
506,Central,Mbarara,None,0.48251481391891826,35,Female,579854,Tap,Cassava,2023,ITEM-505,Maize Seed,959,Store A
507,Western,Kampala,Secondary,4.229779263234624,32,Female,1360065,River,Maize,2024,ITEM-506,Hoe,237,Store A
508,Northern,Lira,Secondary,3.352020122344666,42,Male,344375,Borehole,Beans,2023,ITEM-507,DAP,355,Store A
509,Western,Gulu,Primary,2.6740185566206036,32,Male,397874,Tap,Cassava,2023,ITEM-508,Maize Seed,28,Store A
510,Eastern,Arua,Primary,2.7457339829213536,47,Female,298782,Borehole,Beans,2022,ITEM-509,Hoe,453,Store A
511,Central,Gulu,None,0.3386162976432562,34,Male,515592,Well,Beans,2022,ITEM-510,Maize Seed,686,Store A
512,Eastern,Kampala,Primary,1.619538035177594,35,Male,1318089,Well,Cassava,2022,ITEM-511,Hoe,377,Store B
513,Northern,Arua,Secondary,5.162199354595118,48,Female,992500,Tap,Beans,2024,ITEM-512,DAP,908,Store A
514,Eastern,Mbarara,Primary,2.4471400457086996,60,Male,834328,River,Cassava,2024,ITEM-513,Maize Seed,628,Store A
515,Eastern,Gulu,Primary,1.7189795707351094,35,Male,318962,River,Cassava,2022,ITEM-514,DAP,898,Store B
516,Northern,Kampala,None,0.8294936983104809,52,Female,1410875,Borehole,Coffee,2024,ITEM-515,DAP,869,Store B
517,Western,Lira,University,5.789405913293392,30,Female,737028,River,Maize,2022,ITEM-516,Hoe,735,Store B
518,Eastern,Arua,Primary,2.4328164193380832,31,Male,1599053,River,Beans,2024,ITEM-517,Maize Seed,760,Store B
519,Western,Gulu,Primary,3.3316283076644684,53,Male,1051177,Well,Beans,2022,ITEM-518,Maize Seed,156,Store B
520,Eastern,Gulu,None,1.1723293324057387,35,Male,863151,Tap,Maize,2022,ITEM-519,Hoe,702,Store A
