ID,Region,District,Education,Yield,Age,Gender,Income,Water_Source,Crop,Year,KPI,Baseline,Target,Achieved
500,Western,Kampala,Secondary,1.9281140835740649,42,Female,313346,Well,Maize,2023,Farmers Trained,94,520,356
501,Northern,Lira,University,5.72333906547567,40,Female,1069874,Borehole,Coffee,2024,Yield Increased,38,520,310
502,Central,Arua,None,0.2,64,Male,1238617,Well,Cassava,2022,Yield Increased,19,520,325
503,Central,Kampala,University,8.055198484453252,50,Female,1092213,River,Maize,2022,Yield Increased,27,520,475
504,Western,Arua,Primary,2.688416008297428,22,Male,596018,Well,Cassava,2024,Kits Distributed,2,520,318
505,Northern,Gulu,University,6.674061027053166,49,Female,1883950,Borehole,Cassava,2024,Farmers Trained,31,520,382
506,Central,Mbarara,None,0.48251481391891826,47,Female,1528753,Borehole,Maize,2024,Farmers Trained,85,520,439
507,Western,Kampala,Secondary,4.229779263234624,48,Female,759376,Borehole,Cassava,2023,Kits Distributed,57,520,366
508,Northern,Lira,Secondary,3.352020122344666,30,Female,1881865,Well,Maize,2023,Yield Increased,53,520,355
509,Western,Gulu,Primary,2.6740185566206036,59,Male,1003959,River,Coffee,2023,Kits Distributed,41,520,317
510,Eastern,Arua,Primary,2.7457339829213536,22,Female,503149,Well,Coffee,2024,Kits Distributed,14,520,412
511,Central,Gulu,None,0.3386162976432562,40,Male,940594,Tap,Coffee,2022,Farmers Trained,82,520,304
512,Eastern,Kampala,Primary,1.619538035177594,18,Female,1515126,River,Coffee,2024,Farmers Trained,61,520,411
513,Northern,Arua,Secondary,5.162199354595118,27,Female,1693553,Tap,Coffee,2022,Kits Distributed,30,520,451
514,Eastern,Mbarara,Primary,2.4471400457086996,44,Male,294538,Well,Cassava,2023,Kits Distributed,60,520,505
515,Eastern,Gulu,Primary,1.7189795707351094,25,Female,1704139,River,Cassava,2023,Farmers Trained,25,520,414
516,Northern,Kampala,None,0.8294936983104809,20,Male,928487,Tap,Cassava,2023,Farmers Trained,68,520,465
517,Western,Lira,University,5.789405913293392,36,Female,1382767,Well,Beans,2022,Yield Increased,56,520,366
518,Eastern,Arua,Primary,2.4328164193380832,19,Male,971448,River,Beans,2022,Kits Distributed,19,520,369
519,Western,Gulu,Primary,3.3316283076644684,48,Female,1307511,Borehole,Maize,2024,Yield Increased,65,520,503
520,Eastern,Gulu,None,1.1723293324057387,27,Female,978247,Borehole,Beans,2024,Yield Increased,20,520,351
